Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"611-2","Town","Special",1988,"Air Canada Jet Plane",,92,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,199.1300,"",""
"1490-1","Town","Shops and Services",1988,"Town Bank",3,187,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,1499.9500,611.2200,"",""
"1495-1","Basic","Universal Building Set",1988,"Basic Building Set Trial Size",,26,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.0000,,"",""
"1500-1","Duplo","",1988,"Oval Bricks",,2,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,7.4100,,"",""
"1514-1","Basic","Universal Building Set",1988,"Basic Building Set Trial Size",,46,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,17.5000,,"",""
"1530-2","Space","Bonus/Value Pack",1988,"Space Value Pack",,83,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1544-1","Duplo","",1988,"Duplo Building Set",2,55,,,,,5702010915446,,,,,,"",0,0,0,,0,0,,,,,,,,,,15.6500,"",""
"1577-1","Basic","",1988,"Basic Set 3+",1,216,,,,,5702010915774,,,,,,"",0,0,0,,0,0,,,,,,,,,,9.0400,"",""
"1584-1","Castle","Lion Knights",1988,"Knight's Challenge",8,132,,,,,5702010915842,,,,,,"",0,0,0,,0,0,,,,,,,,,,298.6500,"",""
"1612-1","Town","Racing",1988,"Victory Racer",1,25,,,,,,042884016128,,,,0.025,"",0,0,0,,0,0,,,,,,,,,26.0900,4.6700,"",""
"1617-1","Basic","",1988,"Small Bucket",1,149,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,11.2800,"",""
"1623-1","Duplo","",1988,"Small Bucket",,43,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1929-1","Basic","",1988,"Toy Soldier",,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,20.6800,,"",""
"2395-1","Duplo","",1988,"{duplo box}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2612-1","Duplo","",1988,"Motorbike & Rider",1,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,12.4600,3.2900,"",""
"2614-1","Duplo","",1988,"Mother and Baby",2,1,,4.75,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,15.1400,5.5100,"",""
"2626-1","Duplo","",1988,"Car and Boat Vacation Trailer",1,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,17.7400,"",""
"2641-2","Duplo","",1988,"Jumbo Plane",1,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,43.7000,19.9900,"",""
"2652-1","Duplo","",1988,"Circus Caravan",4,16,,35.25,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,85.0000,27.7300,"",""
"2701-1","Duplo","Trains",1988,"Train and Station Set",2,42,,44,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,33.9500,"",""
"2706-1","Duplo","Trains",1988,"Barnyard Express",1,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,16.4500,"",""
"2720-1","Duplo","Trains",1988,"Goods Station",1,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"3622-1","Fabuland","",1988,"Rowboat with Lionel Lion and Hannah Hippopotamus",2,12,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,88.8200,20.3300,"",""
"3623-1","Fabuland","",1988,"Beauty Salon",2,24,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,148.9000,21.5200,"",""
"3646-1","Fabuland","",1988,"Catherine Cat in her Kitchen",2,53,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,134.5500,36.9800,"",""
"3680-1","Fabuland","",1988,"Caravan and Rowboat",3,27,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,259.9000,78.8000,"",""
"3683-1","Fabuland","",1988,"Amusement Park",4,93,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,579.9000,103.7600,"",""
"3721-1","Fabuland","",1988,"Clive Crocodile on his Skateboard",1,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,31.8500,8.4600,"",""
"3798-1","Fabuland","",1988,"Hannah Hippopotamus on a Picnic",1,24,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,91.2300,14.9000,"",""
"5200-1","Service Packs","Trains",1988,"Signal Masts and Base Supports",,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,20.6600,,"",""
