Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"75-1","PreSchool","",1975,"PreSchool Set",,16,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"77-1","PreSchool","",1975,"PreSchool Set",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"077-1","Duplo","",1975,"Pre-School Set",,21,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"78-1","PreSchool","",1975,"PreSchool Set",,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"78-3","Samsonite","Basic set",1975,"Basic Set",,330,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"133-1","Trains","4.5/12V",1975,"Locomotive",,87,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,45.2800,"",""
"134-1","Trains","4.5/12V",1975,"Mobile Crane and Wagon",,86,2.4,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,47.7900,"",""
"136-1","Trains","4.5/12V",1975,"Tanker Wagon",,83,1.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,159.9000,21.0800,"",""
"137-2","Trains","4.5/12V",1975,"Passenger Sleeping Car",,82,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,26.8200,"",""
"148-1","Trains","4.5/12V",1975,"Station",5,293,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,499.0000,72.5500,"",""
"182-1","Trains","4.5/12V",1975,"Train Set with Motor",,369,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,1063.3000,305.3400,"",""
"190-1","Building Set with People","",1975,"Farm Set",,526,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,259.9000,70.0000,"",""
"195-1","Building Set with People","",1975,"Airplane",,89,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,47.9900,35.0000,"",""
"222-1","Books","LEGO",1975,"Building Ideas Book",,1,,1,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"253-2","Building Set with People","",1975,"Helicopter and Pilot",,49,1.25,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,67.3300,30.6200,"",""
"254-1","Building Set with People","",1975,"Family",,103,1.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,79.9000,9.1500,"",""
"255-2","Building Set with People","",1975,"Farming Scene",,120,2.05,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,165.2100,12.4600,"",""
"362-1","LEGOLAND","",1975,"Windmill",2,215,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,41.6000,"",""
"363-1","LEGOLAND","",1975,"Hospital",7,229,3.75,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,336.4000,57.6500,"",""
"364-1","LEGOLAND","",1975,"Harbour",7,518,8.85,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,132.6200,"",""
"365-1","LEGOLAND","",1975,"Wild West",8,602,8.85,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,308.1100,"",""
"367-1","LEGOLAND","",1975,"Space Module with Astronauts",,364,3.95,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,79.9300,"",""
"390-2","Hobby Set","",1975,"1913 Cadillac",,200,2.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,416.9900,40.4100,"",""
"391-1","Hobby Set","",1975,"1926 Renault",,237,3.4,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,377.8200,55.9300,"",""
"392-1","Hobby Set","",1975,"Formula 1",,197,3.9,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,36.6500,"",""
"430-1","LEGOLAND","",1975,"Biplane",,18,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,75.0000,5.0000,"",""
"480-1","LEGOLAND","",1975,"Rescue Helicopter",,62,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,97.9000,25.0000,"",""
"490-1","LEGOLAND","",1975,"Mobile Crane",,46,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,44.0000,16.6800,"",""
"516-1","Duplo","",1975,"Bricks and half bricks",,20,1.1,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"517-1","Duplo","",1975,"Bricks and half bricks and arches",,121,1.45,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,26.9900,15.0000,"",""
"518-8","Duplo","",1975,"Bricks and half bricks and trolley",,17,1.45,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"519-8","Duplo","",1975,"Bricks and half bricks and arches and trolley",,240,1.95,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"520-9","Duplo","",1975,"Bricks and half bricks and two tolleys",,168,2.45,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"521-8","Duplo","",1975,"Bricks and half bricks all colours",,640,3.75,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"580-1","LEGOLAND","",1975,"Brick Yard",,216,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,376.6800,70.9600,"",""
"615-2","LEGOLAND","Vehicle",1975,"Forklift",1,21,,14.95,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,29.9500,6.6500,"",""
"659-1","LEGOLAND","",1975,"Police Patrol",2,49,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,55.0000,11.7900,"",""
