Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"2064-1","City","Medical",2007,"Rescue plane",2,116,,,,,,673419098175,19.2,9.6,6,,"",0,0,0,,0,0,,,,,,,,,48.9400,16.9700,"01/03/2007","31/12/2008"
"3288-1","Duplo","Bob the Builder",2007,"Packer",2,19,14.99,19.99,,,5702014500235,,,,,,"",0,0,0,,0,0,,,,,,,,,44.6400,21.2500,"",""
"3289-1","Duplo","Bob the Builder",2007,"Muck & Roley in the Sunflower Factory",3,37,24.99,29.99,,,5702014500228,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"3352-1","Duplo","Thomas & Friends",2007,"Salty the Dockyard Diesel",1,8,14.65,12.99,,,,673419091763,28.8,19.2,6,0.31,"",0,0,0,,0,0,,,,,,,,,75.0000,35.0000,"",""
"3353-1","Duplo","Thomas & Friends",2007,"Spencer and Sir Topham Hatt",2,45,24.49,29.99,,,,673419091732,43.2,28.8,7.2,0.97,"",0,0,0,,0,0,,,,,,,,,79.6700,32.6500,"",""
"3354-1","Duplo","Thomas & Friends",2007,"Gordon's Express",1,13,19.55,19.99,,,,673419093675,38.4,19.2,7.2,0.5,"",0,0,0,,0,0,,,,,,,,,108.6200,45.1900,"",""
"3573-1","Sports","Football",2007,"Superstar Figure ",1,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,699.0000,258.8700,"",""
"3870-1","Exo-Force","Golden City",2007,"Red Walker",1,29,,,,,5702014507692,,14,14,1,,"",0,0,0,,0,0,,,,,,,,,19.5100,9.5400,"01/02/2007","31/12/2007"
"3871-1","Exo-Force","Golden City",2007,"White Flyer",1,21,,,,,,,14,14,1,,"",0,0,0,,0,0,,,,,,,,,17.9700,7.5200,"01/02/2007","31/12/2007"
"3872-1","Exo-Force","Golden City",2007,"Robo Chopper",,29,,,,,,,14,14,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/02/2007","31/12/2007"
"3885-1","Exo-Force","Golden City",2007,"Mini Jet Fighter",1,22,,,,,,,14,14,1,,"",0,0,0,,0,0,,,,,,,,,7.8800,6.6000,"01/02/2007","31/12/2007"
"3886-1","Exo-Force","Golden City",2007,"Green Exo Fighter",1,19,,,,,,,14,14,1,,"",0,0,0,,0,0,,,,,,,,,7.8600,4.6400,"01/02/2007","31/12/2007"
"4206-1","Trains","9V",2007,"9V Train Switching Track Collection",,27,,44.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,115.0000,,"",""
"4825-1","Duplo","Princess Castle",2007,"Princess and Horse",1,8,7.99,9.99,,,5702014500136,,,,,,"",0,0,0,,0,0,,,,,,,,,29.9900,36.9000,"",""
"4826-1","Duplo","Princess Castle",2007,"Princess and Pony Picnic",1,19,19.55,19.99,,,5702014499843,,,,,,"",0,0,0,,0,0,,,,,,,,,42.9900,59.5500,"",""
"4828-1","Duplo","Princess Castle",2007,"Princess Royal Stables",2,49,34.99,39.99,,,5702014500143,,38.4,38.4,7.2,,"",0,0,0,,0,0,,,,,,,,,109.9900,57.8600,"01/03/2007","31/12/2008"
"4861-1","Duplo","LEGO Ville",2007,"Police Boat",3,27,19.55,24.99,,,5702014500341,,,,,,"",0,0,0,,0,0,,,,,,,,,54.9200,37.7800,"",""
"4915-1","Creator","3 in 1",2007,"Mini Construction",,68,3.99,4.99,,,5702014500013,673419091633,10.2,14.35,4.8,0.1,"",0,0,0,,0,0,,,,,,,,,10.7000,3.2200,"01/01/2007","31/12/2008"
"4916-1","Creator","3 in 1",2007,"Mini Animals",,77,3.99,4.99,,,5702014500006,673419091626,10.2,14.35,4.8,0.12,"",0,0,0,,0,0,,,,,,,,,10.0000,4.2400,"01/01/2007","31/12/2007"
"4917-1","Creator","3 in 1",2007,"Mini Robots",,77,3.99,4.99,,,5702014499997,673419091619,10.2,14.35,4.8,0.11,"",0,0,0,,0,0,,,,,,,,,30.0000,3.3600,"01/01/2007","31/12/2007"
"4918-1","Creator","3 in 1",2007,"Mini Flyers",,76,3.99,4.99,,,5702014499980,673419091602,10.2,14.35,4.8,0.1,"",0,0,0,,0,0,,,,,,,,,8.5600,2.7600,"01/01/2007","31/12/2008"
"4933-1","City","Construction",2007,"Street Sweeper",,14,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4934-1","City","Police",2007,"Police Swamp Boat",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4936-1","City","Medical",2007,"Doc & Patient",2,18,,2.99,,,5702014482876,,,,,,"",0,0,0,,0,0,,,,,,,,,25.0000,9.9900,"",""
"4937-1","City","Beach",2007,"Life Guard",1,38,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,26.8300,15.0000,"",""
"4938-1","City","Fire",2007,"Fire 4x4",1,28,,,,,5702014521490,,,,,,"",0,0,0,,0,0,,,,,,,,,5.7400,3.6100,"",""
"4939-1","Creator","3 in 1",2007,"Cool Cars",,206,7.99,12.99,,,5702014499904,673419091503,28.8,19.2,4.8,0.29,"",0,0,0,,0,0,,,,,,,,,32.1900,7.6900,"",""
"4953-1","Creator","3 in 1",2007,"Fast Flyers",,312,,19.99,,,5702014499973,673419091596,28.8,28.8,6,0.59,"",0,0,0,,0,0,,,,,,,,,78.8800,28.1300,"01/01/2007","31/12/2008"
"4954-1","Creator","3 in 1",2007,"Model Town House",,1174,44.99,69.99,,,5702014499836,673419091589,57.6,38.4,9.6,2.33,"",0,0,0,,0,0,,,,,,,,,250.4800,153.8400,"01/07/2007","31/12/2008"
"4955-1","Creator","3 in 1",2007,"Big Rig",,550,19.99,30,,,,673419091657,38.4,28.8,7.2,1.07,"",0,0,0,,0,0,,,,,,,,,135.9800,58.9500,"01/07/2007","31/12/2008"
"4956-1","Creator","3 in 1",2007,"House",,731,36.19,49.99,,,5702014500020,673419091640,48,38.4,7.2,1.63,"",0,0,0,,0,0,,,,,,,,,173.3000,81.2800,"01/01/2007","31/12/2009"
"4957-1","Creator","3 in 1",2007,"Ferris Wheel",,1063,48.95,69.99,,,,673419091671,57.6,38.4,7.2,1.96,"",0,0,0,,0,0,,,,,,,,,205.0000,93.5500,"01/07/2007","31/12/2008"
