Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"229_A-1","Samsonite","Supplemental",1961,"6 x 8 Plates",,8,,0.5,,,,,8.9,12.7,3.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"229_B-1","Samsonite","Supplemental",1961,"2 x 8 Plates",,10,,0.5,,,,,8.9,12.7,3.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"242A-1","System","Supplemental",1961,"International Flags - Italy, Switzerland, Belgium, Germany, Netherlands",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,18.3400,"",""
"242B-1","System","Supplemental",1961,"International Flags - Britain, France, Austria, Portugal, LEGO",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"521_2-1","Samsonite","Supplemental",1961,"1 x 1 and 1 x 2 Plates ",,80,,0.5,,,,,8.9,12.7,3.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"700_5-3","System","",1961,"Canister Set (Switzerland)",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"700L-1","Dacta","Classic",1961,"Empty Kindergarten LEGO Box",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""







