Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"10544-1","Duplo","Batman",2014,"The Joker Challenge",2,40,24.99,29.99,29.99,29.99,5702015125260,673419211338,35.4076,19.1008,9.0932,0.51302,"",0,0,0,,0,0,,,,,,,,,124.8900,21.5000,"01/06/2014","31/12/2016"
"10545-1","Duplo","Batman",2014,"Batcave Adventure",2,59,39.99,49.99,49.99,49.99,5702015125277,673419211345,35.4076,37.7952,9.398,0.96,"",0,0,0,,0,0,,,,,,,,,72.9500,44.5200,"01/06/2014","31/12/2015"
"10546-1","Duplo","",2014,"My First Shop",2,39,19.99,24.99,24.99,24.99,5702015125154,673419211543,35.4076,19.1008,11.811,0.66,"",0,0,0,,0,0,,,,,,,,,28.3800,16.7000,"01/01/2014","31/12/2015"
"10565-1","Duplo","",2014,"Creative Suitcase",,135,34.99,59.99,69.99,39.99,5702015115483,673419207478,38.2016,27.9908,13.9954,1.6,"",0,0,0,,0,0,,,,,,,,,44.9900,,"01/09/2014","31/05/2016"
"10566-1","Duplo","",2014,"Creative Picnic",,52,19.99,24.99,29.99,29.99,5702015115490,673419207485,37.592,14.5034,18.9992,0.79,"",0,0,0,,0,0,,,,,,,,,30.0000,26.8300,"",""
"10567-1","Duplo","",2014,"Toddler Build and Boat Fun",,18,17.99,19.99,19.99,19.99,5702015115520,673419207492,24.6126,17.7038,13.0048,0.5,"",0,0,0,,0,0,,,,,,,,,22.0000,23.6700,"01/01/2014","31/12/2015"
"10568-1","Duplo","",2014,"Knight Tournament",1,16,8.99,9.99,12.99,9.99,5702015120739,673419209045,19.1008,14.097,9.0932,0.23,"",0,0,0,,0,0,,,,,,,,,25.1000,2.1000,"",""
"10569-1","Duplo","",2014,"Treasure Attack",3,46,24.99,29.99,29.99,29.99,5702015120746,673419209052,38.2016,26.1874,9.398,0.76,"",0,0,0,,0,0,,,,,,,,,49.9000,11.5700,"01/06/2014","31/12/2015"
"10570-1","Duplo","",2014,"All-in-One Gift Set",,30,14.99,14.99,17.99,17.99,5702014973336,673419207508,18.9484,18.0086,17.907,0.55388,"",0,0,0,,0,0,,,,,,,,,33.1500,10.0000,"01/01/2014","31/12/2016"
"10571-1","Duplo","",2014,"All-in-One-Pink-Box-of-Fun",1,65,24.99,29.99,34.99,29.99,5702015115544,673419207515,36.957,17.907,18.0086,0.8300734,"",0,0,0,,0,0,,,,,,,,,36.0000,18.0000,"01/01/2014","31/12/2017"
"10572-1","Duplo","",2014,"All-in-One-Box-of-Fun",1,65,24.99,29.99,34.99,29.23,5702015115551,673419207522,36.957,17.907,18.0086,1.061405,"",0,0,0,,0,0,,,,,,,,,31.0300,11.9300,"01/01/2014","31/12/2020"
"10573-1","Duplo","",2014,"Creative Animals",,25,12.99,14.99,14.99,14.99,5702015120692,673419209014,26.2128,19.1008,9.0932,0.45854,"",0,0,0,,0,0,,,,,,,,,22.0800,13.4600,"",""
"10574-1","Duplo","",2014,"Creative Ice Cream",,24,12.99,14.99,14.99,14.99,5702015120708,673419209021,26.1874,19.1008,9.0932,0.46,"",0,0,0,,0,0,,,,,,,,,41.2200,44.0000,"01/01/2014","31/12/2015"
"10575-1","Duplo","",2014,"Creative Building Cube",,75,24.99,29.99,34.99,,5702015120715,,22.5,22.2,26,0.92,"",0,0,0,,0,0,,,,,,,,,27.0300,,"01/01/2014","31/12/2014"
"10576-1","Duplo","",2014,"Zoo Care",1,9,5.99,6.99,8.99,,5702015120890,673419209106,,,,0.12,"",0,0,0,,0,0,,,,,,,,,5.4000,4.3500,"",""
"10577-1","Duplo","",2014,"Big Royal Castle",4,135,49.99,59.99,69.99,59.99,5702015120937,,48.006,37.7952,11.2014,1.95,"",0,0,0,,0,0,,,,,,,,,112.8500,56.1100,"01/06/2014","31/12/2015"
"10579-1","Duplo","Mickey Mouse Clubhouse",2014,"Clubhouse Cafe",,16,12.99,12.99,15.99,14.99,5702015129077,673419210850,21.209,20.2946,7.112,0.36,"",0,0,0,,0,0,,,,,,,,,19.9900,13.6600,"",""
"10580-1","Duplo","",2014,"Deluxe Box of Fun",2,95,39.99,49.99,59.99,44.99,5702015128803,673419212854,37.0078,18.0086,26.2128,1.47871,"",0,0,0,,0,0,,,,,,,,,53.6700,19.2500,"01/06/2014","31/12/2017"
"10659-2","Juniors","",2014,"Vehicle Suitcase",2,146,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,20.0000,"",""
"10665-1","Juniors","Marvel Super Heroes",2014,"Spider-Man: Spider-Car Pursuit",2,55,11.99,12.99,12.99,12.99,5702015125307,673419211673,15.6972,14.097,4.4958,0.12,"",0,0,0,,0,0,,,,,,,,,34.9500,8.4800,"01/01/2014","31/12/2015"
"10666-1","Juniors","City",2014,"Digger",1,75,9.99,9.99,12.99,,5702015125314,673419211680,15.6972,14.097,6.096,0.15,"",0,0,0,,0,0,,,,,,,,,30.0000,9.0300,"01/01/2014","31/12/2014"
"10667-1","Juniors","City",2014,"Construction",1,160,14.99,14.99,17.99,17.99,5702015125321,673419211697,18.9484,18.0086,17.907,0.54026,"",0,0,0,,0,0,,,,,,,,,26.1800,11.3200,"01/01/2014","31/12/2016"
"10668-1","Juniors","Fantasy",2014,"The Princess Play Castle",1,150,14.99,14.99,17.99,17.99,5702015125338,673419211703,18.9484,17.907,18.0086,0.54,"",0,0,0,,0,0,,,,,,,,,20.2600,22.4900,"01/01/2014","31/12/2015"
"10669-1","Juniors","Teenage Mutant Ninja Turtles",2014,"Turtle Lair",2,107,17.99,19.99,24.99,19.99,5702015125352,673419211710,26.1874,19.1008,4.5974,0.29,"",0,0,0,,0,0,,,,,,,,,44.9300,15.3900,"01/06/2014","31/12/2015"
"10671-1","Juniors","City",2014,"Fire Emergency",2,123,15.99,19.99,24.99,19.99,5702015125369,673419211727,26.1874,19.1008,7.1882,0.36,"",0,0,0,,0,0,,,,,,,,,27.5000,15.0000,"01/06/2014","31/12/2015"
"10672-1","Juniors","DC Comics Super Heroes",2014,"Batman: Defend the Batcave",3,150,29.99,29.99,29.99,32.99,5702015125574,673419211734,28.194,26.1874,5.8928,0.51,"",0,0,0,,0,0,,,,,,,,,39.1100,17.1100,"01/01/2014","31/12/2015"
"10673-1","Juniors","City",2014,"Race Car Rally",2,350,24.99,29.99,34.99,29.99,5702015125581,673419211741,36.957,18.0086,17.907,1.00334,"",0,0,0,,0,0,,,,,,,,,39.4600,36.5900,"01/01/2014","31/12/2016"
"10674-1","Juniors","Girl",2014,"Pony Farm",1,306,24.99,29.99,34.99,29.99,5702015125598,673419211758,36.957,18.0086,17.907,1.01242,"",0,0,0,,0,0,,,,,,,,,40.0000,29.6000,"01/01/2014","31/12/2016"
"10675-1","Juniors","City",2014,"Police – The Big Escape",3,146,24.99,29.99,29.99,29.99,5702015125604,673419211765,28.194,26.1874,5.8928,0.48,"",0,0,0,,0,0,,,,,,,,,89.2700,24.8700,"01/01/2014","31/12/2015"
"10676-1","Juniors","Fantasy",2014,"Knights' Castle",4,480,34.99,49.99,59.99,44.99,5702015125611,673419211772,36.9824,18.0086,26.1874,1.46,"",0,0,0,,0,0,,,,,,,,,51.8500,54.9500,"01/06/2014","31/12/2015"
"10681-1","Bricks and More","",2014,"Creative Building Cube",,600,24.99,,,,5702015124959,,22.5,22.2,26,0.96,"",0,0,0,,0,0,,,,,,,,,30.0000,18.2800,"01/01/2014","31/12/2014"
"10682-1","Bricks and More","",2014,"Creative Suitcase",,1000,34.99,59.99,69.99,39.99,5702015124966,673419211369,38.2016,27.9908,13.9954,1.56,"",0,0,0,,0,0,,,,,,,,,69.6200,,"",""
"21019-1","Architecture","Landmark Series",2014,"The Eiffel Tower",,321,29.99,34.99,44.99,34.99,5702014973206,,19.1,26.2,6.1,0.46,"",0,0,0,,0,0,,,,,,,,,88.2900,32.2900,"01/01/2014","31/12/2018"
"21020-1","Architecture","Landmark Series",2014,"Trevi Fountain",,731,39.99,49.99,59.99,49.99,5702015124300,,26.2,19.1,7.2,0.92,"",0,0,0,,0,0,,,,,,,,,190.7000,77.5600,"01/06/2014","31/12/2016"
"21104-1","Ideas","NASA",2014,"NASA Mars Science Laboratory Curiosity Rover",,295,24.99,29.99,34.99,,,673419217408,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,399.5900,83.1600,"01/01/2014","31/12/2014"
"21107-1","Minecraft","Micro World",2014,"Micro World - The End",4,440,29.99,34.99,44.99,,5702015258395,673419221283,12.2,14.1,12.2,,"",0,0,0,,0,0,,,,,,,,,57.1500,29.0000,"01/06/2014","31/12/2014"
"21108-1","Ideas","Licensed",2014,"Ghostbusters Ecto-1",4,508,44.99,49.99,59.99,49.99,5702015287593,,35.4076,19.1008,5.8928,0.69,"",0,0,0,,0,0,,,,,,,,,111.6100,96.0500,"01/06/2014","31/12/2016"
"21109-1","Ideas","",2014,"Exo Suit",2,321,29.99,34.99,44.99,34.99,,673419222389,26.1874,19.1008,4.5974,0.38,"",0,0,0,,0,0,,,,,,,,,60.7500,46.3300,"01/08/2014","31/03/2015"
"21110-1","Ideas","",2014,"Research Institute",3,165,15.99,19.99,24.99,19.99,5702015287616,,26.2,14.1,4.8,,"",0,0,0,,0,0,,,,,,,,,40.6700,22.5000,"01/08/2014","31/12/2014"
"21113-1","Minecraft","Minifig-scale",2014,"The Cave",2,249,19.99,19.99,24.99,19.99,5702015296526,673419222242,26.2128,19.1008,7.2136,0.4445201,"",0,0,0,,0,0,,,,,,,,,56.6100,12.4700,"01/11/2014","31/12/2016"
"21114-1","Minecraft","Minifig-scale",2014,"The Farm",2,262,24.99,29.99,39.99,29.99,5702015296533,673419222754,35.4076,19.1008,5.8928,0.5034871,"",0,0,0,,0,0,,,,,,,,,55.9600,17.2800,"01/11/2014","31/12/2016"
"21115-1","Minecraft","Minifig-scale",2014,"The First Night",2,408,39.99,39.99,49.99,39.99,5702015296540,673419222761,28.194,26.2128,9.5504,0.908,"",0,0,0,,0,0,,,,,,,,,90.2500,29.6400,"01/11/2014","31/12/2016"
"21116-1","Minecraft","Minifig-scale",2014,"Crafting Box",2,518,49.99,49.99,59.99,54.99,5702015296557,673419222778,38.2016,26.2128,9.398,1.088621,"",0,0,0,,0,0,,,,,,,,,82.4900,32.8600,"01/11/2014","31/12/2016"
"21117-1","Minecraft","Minifig-scale",2014,"The Ender Dragon",4,634,59.99,69.99,89.99,69.99,5702015296564,673419222785,48.006,28.194,7.3914,1.01696,"",0,0,0,,0,0,,,,,,,,,200.0000,62.5600,"01/11/2014","31/12/2016"
"21118-1","Minecraft","Minifig-scale",2014,"The Mine",4,922,89.99,109.99,129.99,99.99,5702015297172,673419222792,48.006,37.7952,9.398,1.76,"",0,0,0,,0,0,,,,,,,,,250.5500,82.8400,"01/11/2014","31/12/2015"
"21204-1","Fusion","",2014,"Town Master",1,256,,34.99,,,,673419221665,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,36.0000,10.0000,"01/08/2014","31/07/2015"
"21205-1","Fusion","",2014,"Battle Towers",,212,,34.99,,,,673419222051,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,19.9700,10.0000,"01/08/2014","31/07/2015"
"21206-1","Fusion","",2014,"Create and Race",,223,,34.99,,,,673419221672,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,12.0800,15.0000,"01/08/2014","10/10/2014"
"21208-1","Fusion","",2014,"Resort Designer",1,262,,34.99,,,,673419223447,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,22.9700,15.0000,"01/09/2014","31/07/2015"
"30067-0","Duplo","Farm",2014,"Farm {Random Bag}",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"30067-2","Duplo","",2014,"Farm - Farmer",,4,,,,,5702015124973,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"30067-3","Duplo","",2014,"Farm - Calf",,4,,,,,5702015124973,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"30067-4","Duplo","",2014,"Farm - Goat",,4,,,,,5702015124973,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"30067-5","Duplo","",2014,"Farm - Cat",,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"30068-1","Duplo","",2014,"LEGO™ DUPLO™ Food",,6,,2.2,,,,673419211383,,,,,"",0,0,0,,0,0,,,,,,,,,1.8300,2.0000,"",""
"30112-1","Friends","General",2014,"Emma's Flower Stand",1,33,,4.99,,,5702015127356,673419212106,17,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,3.7000,2.1900,"01/01/2014","31/12/2014"
"30113-1","Friends","Baking",2014,"Stephanie's Bakery Stand",1,28,,,,,5702015127363,,17,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,5.0500,2.5000,"01/01/2014","31/12/2014"
"30114-1","Friends","Beach",2014,"Andrea's Beach Lounge ",1,29,,,,,,673419212120,17,19.5,0.5,,"",0,0,0,,0,0,,,,,,,,,8.5000,6.0000,"01/01/2014","31/12/2014"
"30115-1","Friends","Jungle Rescue",2014,"Jungle Boat",1,31,,4.99,,,5702015127981,673419212137,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,3.6900,2.9400,"01/06/2014","31/12/2014"
"30116-1","Disney","Tangled",2014,"Rapunzel's Market Visit",1,37,,3.99,,,5702015168892,,17,19.5,0.5,,"",0,0,0,,0,0,,,,,,,,,4.9100,4.2600,"01/02/2014","31/12/2014"
"30187-1","Creator","Miscellaneous",2014,"Fast Car ",,56,,3.29,,,5702015122702,,17,17,1,,"",0,0,0,,0,0,,,,,,,,,4.1500,2.0000,"01/01/2014","31/12/2014"
"30188-1","Creator","Miscellaneous",2014,"Cute Kitten ",,54,,,,,5702015122719,,17,17,0.9,0.03,"",0,0,0,,0,0,,,,,,,,,8.7200,3.9500,"01/01/2014","31/12/2014"
"30189-1","Creator","Promotional",2014,"Transport Plane  ",,49,,,,,5702015122726,,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,4.1900,1.8500,"01/01/2014","31/12/2014"
"30197-1","Creator","Seasonal",2014,"Snowman",,60,,3.99,,,,673419210553,17,17,1,,"",0,0,0,,0,0,,,,,,,,,13.1500,4.0600,"01/06/2014","31/12/2014"
"30226-1","City","Police",2014,"Police Helicopter ",1,48,,,,,,673419212762,17,19.5,1.1,0.04,"",0,0,0,,0,0,,,,,,,,,5.6900,2.4600,"01/01/2014","31/12/2014"
"30227-1","City","Police",2014,"Police Watercraft",2,36,,4.99,,,5702015129312,,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,5.3100,3.0000,"01/01/2014","31/12/2014"
"30228-1","City","Police",2014,"Police ATV",1,40,,,,,5702015129329,673419212786,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,4.7600,2.5600,"01/01/2014","31/12/2014"
"30229-1","City","Construction",2014,"Repair Lift ",1,40,,3.49,,,5702015129336,,17,19.5,1.1,,"",0,0,0,,0,0,,,,,,,,,10.2800,3.0000,"01/01/2014","31/12/2014"
"30244-1","Star Wars","Episode III",2014,"Anakin's Jedi Interceptor",,45,,4.49,,,5702015124997,,17,19.5,1,0.04,"",0,0,0,,0,0,,,,,,,,,8.1100,5.8900,"01/01/2014","31/12/2014"
"30246-1","Star Wars","Episode VI",2014,"Imperial Shuttle",,57,,3.99,,,5702015125000,,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,8.1600,3.1000,"01/01/2014","31/12/2014"
"30247-1","Star Wars","Episode III",2014,"ARC-170 Starfighter",,54,,3.99,,,5702015125017,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,8.0200,6.1000,"01/01/2014","31/12/2014"
"30262-1","Legends of Chima","Promotional",2014,"Gorzan's Walker ",1,34,,,,,5702015125024,673419211420,14,17,0.8,,"",0,0,0,,0,0,,,,,,,,,6.1900,3.4900,"01/01/2014","31/12/2014"
"30263-1","Legends of Chima","Promotional",2014,"Spider Crawler",1,40,,,,,5702015125031,,14,17,0.7,,"",0,0,0,,0,0,,,,,,,,,12.6700,5.0600,"01/01/2014","31/12/2014"
"30264-1","Legends of Chima","Promotional",2014,"Frax' Phoenix Flyer",1,32,,3.99,,,5702015154918,,14,17,0.7,,"",0,0,0,,0,0,,,,,,,,,4.4800,3.1700,"01/06/2014","31/12/2014"
"30265-1","Legends of Chima","Promotional",2014,"Worriz' Fire Bike",1,31,,4.69,,,5702015154949,,17,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,5.3700,2.4400,"01/06/2014","31/12/2014"
"30266-1","Legends of Chima","Promotional",2014,"Sykor's Ice Cruiser",1,25,,,,,5702015154956,673419215428,14,17,0.7,,"",0,0,0,,0,0,,,,,,,,,6.4100,4.7600,"01/06/2014","31/12/2014"
"30271-1","Teenage Mutant Ninja Turtles","TV Series",2014,"Mikey's Mini-Shellraiser",1,47,,4.99,,,5702015170031,,14,17,0.9,0.03,"",0,0,0,,0,0,,,,,,,,,14.0600,4.8600,"01/04/2014","31/12/2014"
"30280-1","The LEGO Movie","Promotional",2014,"The Piece of Resistance ",1,33,,,,,5702015133050,673419213097,14,17,0.7,,"",0,0,0,,0,0,,,,,,,,,6.8500,5.0000,"01/01/2014","31/12/2014"
"30281-1","The LEGO Movie","Promotional",2014,"Micro Manager Battle ",1,27,,,,,5702015133067,,17,17,0.5,,"",0,0,0,,0,0,,,,,,,,,5.6400,3.7700,"01/01/2014","31/12/2014"
"30282-1","The LEGO Movie","Promotional",2014,"Super Secret Police Enforcer ",1,40,,4.99,,,5702015133975,673419213110,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,4.3600,2.9900,"01/01/2014","31/12/2014"
"30300-1","DC Comics Super Heroes","The Dark Knight Trilogy",2014,"The Batman Tumbler",,57,,3.99,,,5702015129343,673419212809,17,19.5,1.1,,"",0,0,0,,0,0,,,,,,,,,8.3900,2.9900,"01/01/2014","31/12/2014"
"30301-1","DC Comics Super Heroes","Batman",2014,"Batwing",,45,,4.99,,,5702015129350,,17,19.5,1.1,0.05,"",0,0,0,,0,0,,,,,,,,,6.1300,3.1700,"01/01/2014","31/12/2014"
"30302-1","Marvel Super Heroes","Ultimate Spider-Man",2014,"Spider-Man",1,45,,3.99,,,5702015129367,,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,8.1600,2.3400,"01/01/2014","31/12/2014"
"30310-1","City","Arctic",2014,"Arctic Scout",1,40,,,,,5702015154154,,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,7.7000,3.8200,"01/06/2014","31/12/2014"
"31013-1","Creator","3 in 1",2014,"Red Thunder",,66,4.99,4.99,6.99,,5702015120869,673419206990,12.192,9.0932,5.842,0.08,"",0,0,0,,0,0,,,,,,,,,13.5800,3.0000,"",""
"31014-1","Creator","3 in 1",2014,"Power Digger",,64,4.99,4.99,6.99,4.99,5702015120722,673419209069,12.192,9.0932,5.842,0.07,"",0,0,0,,0,0,,,,,,,,,8.8000,3.2900,"",""
"31015-1","Creator","3 in 1",2014,"Emerald Express",,56,4.99,4.99,6.99,4.99,5702015120753,673419213059,12.192,9.0932,5.842,0.08,"",0,0,0,,0,0,,,,,,,,,12.9200,4.3600,"",""
"31017-1","Creator","3 in 1",2014,"Sunset Speeder",,119,9.99,12.99,15.99,9.99,5702015120876,673419209076,19.1008,14.097,4.5974,0.2,"",0,0,0,,0,0,,,,,,,,,10.5000,2.8000,"",""
"31018-1","Creator","3 in 1",2014,"Highway Cruiser",,129,9.99,12.99,15.99,9.99,5702015120883,673419209083,19.1008,14.097,6.096,0.2,"",0,0,0,,0,0,,,,,,,,,12.9700,6.8500,"",""
"31019-1","Creator","3 in 1",2014,"Forest Animals",,272,17.99,19.99,24.99,17.99,5702015120906,673419209090,26.1874,19.1008,4.5974,0.33,"",0,0,0,,0,0,,,,,,,,,29.8200,19.8600,"",""
"31020-1","Creator","3 in 1",2014,"Twinblade Adventures",,216,12.99,17.99,19.99,14.99,5702015120913,673419209113,20.4978,19.1008,6.096,0.34,"",0,0,0,,0,0,,,,,,,,,19.0000,9.0100,"",""
"31021-1","Creator","3 in 1",2014,"Furry Creatures",,285,17.99,19.99,24.99,17.99,5702015120920,673419209120,26.1874,19.1008,4.5974,0.37,"",0,0,0,,0,0,,,,,,,,,30.0000,20.3200,"01/01/2014","31/07/2015"
"31022-1","Creator","3 in 1",2014,"Turbo Quad",,186,17.99,24.99,29.99,19.99,5702015120944,673419209144,26.1874,19.1008,6.096,0.41,"",0,0,0,,0,0,,,,,,,,,30.0000,16.7000,"01/01/2014","31/12/2015"
"31023-1","Creator","3 in 1",2014,"Yellow Racers",,328,19.99,29.99,39.99,24.99,5702015120975,673419209168,35.4076,19.1008,5.8928,0.59,"",0,0,0,,0,0,,,,,,,,,35.8300,12.4300,"01/06/2014","31/12/2015"
"31024-1","Creator","3 in 1",2014,"Roaring Power",,374,19.99,29.99,39.99,29.99,5702015120982,673419209182,35.4076,19.1008,5.8928,0.67,"",0,0,0,,0,0,,,,,,,,,30.9300,14.9900,"01/06/2014","31/12/2015"
"31025-1","Creator","3 in 1",2014,"Mountain Hut",1,550,34.99,39.99,49.99,39.99,5702015120951,673419209151,38.2016,26.1874,5.6388,1.02,"",0,0,0,,0,0,,,,,,,,,52.2700,37.8000,"01/01/2014","31/12/2015"
"31026-1","Creator","3 in 1",2014,"Bike Shop & Cafe",3,1023,64.99,89.99,109.99,69.99,5702015121002,673419209205,48.006,37.7952,7.0612,1.79,"",0,0,0,,0,0,,,,,,,,,105.6100,63.3900,"01/06/2014","31/12/2015"
"40085-1","Seasonal","Valentine's Day",2014,"LEGO Valentine",,127,8.49,9.99,11.99,,,673419212960,14.1,12.2,6.1,,"",0,0,0,,0,0,,,,,,,,,20.0000,10.9900,"01/01/2014","31/12/2015"
"40086-1","Seasonal","Easter",2014,"LEGO Easter",,106,8.49,9.99,11.99,,,673419212977,14,12,6,,"",0,0,0,,0,0,,,,,,,,,10.5100,8.8800,"01/03/2014","31/12/2015"
"40090-1","Seasonal","Halloween",2014,"Halloween Bat",,156,8.49,9.99,11.99,9.99,,673419212984,14,12,6,0.14,"",0,0,0,,0,0,,,,,,,,,22.2400,12.9900,"01/09/2014","31/12/2015"
"40091-1","Seasonal","Thanksgiving",2014,"Thanksgiving Turkey",,125,8.49,9.99,11.99,,,673419212991,14,12,6,0.14,"",0,0,0,,0,0,,,,,,,,,23.4000,25.0000,"01/10/2014","31/12/2014"
"40092-1","Seasonal","Christmas",2014,"Reindeer",,139,8.49,9.99,11.99,,,673419213004,14,12,6,,"",0,0,0,,0,0,,,,,,,,,19.2700,10.7900,"01/11/2014","31/12/2014"
