Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"003-1","Samsonite","Basic Set",1966,"Master Mechanic Set",,418,,17.95,,,,,49.5,10.16,20.32,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"004-1","Samsonite","Basic Set",1966,"Master Builder Set",,670,,19.95,,,,,49.5,30,10,,"",0,0,0,,0,0,,,,,,,,,,104.6900,"",""
"021-1","Samsonite","Basic Set",1966,"Wheel Set",,185,,4.95,,,,,30,5.1,20,,"",0,0,0,,0,0,,,,,,,,,,47.2800,"",""
"042-1","Samsonite","Jumbo Bricks",1966,"Jumbo Brick Pull Toy",,6,,3.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"051-1","Samsonite","Supplemental",1966,"Assorted basic bricks - Red",,50,,1,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"052-1","Samsonite","Supplemental",1966,"Assorted basic bricks - White",,50,,1,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"053-1","Samsonite","Supplemental",1966,"Assorted basic bricks - Blue",,50,,1,,,,,9.8,4.8,9.8,0.134,"",0,0,0,,0,0,,,,,,,,,,,"",""
"054-1","Samsonite","Supplemental",1966,"Assorted basic bricks - Yellow",,50,,1,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"055-1","Samsonite","Supplemental",1966,"Trees & Bushes",,25,,1,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,50.0000,"",""
"056-1","Samsonite","Supplemental",1966,"Windows & Doors",,27,,1.5,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"057-1","Samsonite","Supplemental",1966,"Large Wheels",,17,,1.5,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,50.0000,,"",""
"058-1","Samsonite","Supplemental",1966,"Small wheels",,26,,1.5,,,,,9.8425,4.7625,9.8425,0.108,"",0,0,0,,0,0,,,,,,,,,,,"",""
"059-1","Samsonite","Supplemental",1966,"Red Roof Bricks Pack",,50,,1,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,50.0000,,"",""
"060-1","Samsonite","Supplemental",1966,"Assorted White Plates Pack",,15,,1,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"061-1","Samsonite","Supplemental",1966,"5 - 10X20 base plates - Green",,5,,1,,,,,16.5,4.9,7.9,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"062-1","Samsonite","Supplemental",1966,"5 - 10X20 base plates - White",,5,,1,,,,,16.5,4.9,7.9,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"063-1","Samsonite","Supplemental",1966,"5 - 10X20 base plates - Blue",,5,,1,,,,,16.5,4.9,7.9,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"093-1","Samsonite","Basic Set",1966,"Small Basic Set",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
