Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"1-11","Basic","",1981,"Basic Souvenir Box",,38,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,16.9700,,"",""
"226-2","Books","LEGO",1981,"Building Ideas Book",,,,2.4,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"322-1","Basic","",1981,"Basic Set",,53,,6,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,37.3400,27.9600,"",""
"333-1","Basic","",1981,"Basic Set",2,98,,10,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,14.8500,21.4600,"",""
"355-2","Basic","",1981,"Universal Building Set",2,181,,18.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,56.1900,10.3300,"",""
"366-1","Basic","",1981,"Basic Building Set",2,184,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,40.3400,42.5000,"",""
"544-1","Basic","",1981,"Basic Building Set, 5+",1,141,,9.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,19.3400,"",""
"555-2","Basic","",1981,"Basic Building Set, 5+",2,246,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,85.0000,18.5200,"",""
"566-1","Basic","",1981,"Basic Building Set, 5+",2,288,,26,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,218.3600,21.3800,"",""
"577-1","Basic","",1981,"Basic Building Set, 5+",2,384,,38,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,180.6100,59.9100,"",""
"890-1","Basic","Supplementaries",1981,"Wind-Up Motor",,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,17.6800,5.2900,"",""
"1060-1","Dacta","",1981,"Road Plates and Signs",,30,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,173.9400,59.4200,"",""
"1064-1","Dacta","",1981,"Dacta Buildings",6,396,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1132-1","Service Packs","",1981,"Hinges",,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.5300,,"",""
"1134-1","Service Packs","Trains",1981,"Battery Wagon",,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1135-1","Service Packs","Trains",1981,"Battery Cable Kit",,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,24.7600,22.5400,"",""
"1136-1","Service Packs","Trains",1981,"Buffers, Magnetic Couplers",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,20.8500,5.5400,"",""
"1137-1","Service Packs","Trains",1981,"Train Couplings",,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,13.6700,,"",""
"1138-1","Service Packs","Trains",1981,"Replacement Rubber Wheel Treads for Trains",,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,38.7400,0.5800,"",""
"1139-1","Service Packs","Trains",1981,"Motor-Mount Plate with Magnetic Couplers",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,36.2500,,"",""
"1140-1","Service Packs","Trains",1981,"12V Light Bricks",,2,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,18.6300,5.0000,"",""
"1141-1","Service Packs","Trains",1981,"Wheel Bricks with Small Red Train Wheels",,2,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,64.4000,,"",""
"1142-1","Service Packs","Trains",1981,"Wheel Bricks with Small Black Train-Wheels",,2,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,11.3600,2.7700,"",""
"1143-1","Service Packs","Trains",1981,"Wheel Bricks with Large Red Train Wheels",,2,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,35.9600,,"",""
"1144-1","Service Packs","Trains",1981,"Train Baseplate",,2,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,37.5100,,"",""
"1145-1","Service Packs","Trains",1981,"Bogie Plate",,2,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,7.0900,,"",""
"1146-1","Service Packs","Trains",1981,"Pushrods, Cylinder Housings",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,22.1300,,"",""
"1147-1","Service Packs","Trains",1981,"Light Prisms & Holder, Red/Yellow Light Covers",,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.2000,1.7200,"",""
"1215-1","Service Packs","Trains",1981,"Lower part of housing for 4.5V/12V train motor",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.9100,,"",""
"1581-1","Promotional","Ferries",1981,"Silja Line Ferry",,182,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,53.2800,"",""
"2330-1","Duplo","",1981,"Basic Set",1,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,10.2700,"",""
"2340-1","Duplo","",1981,"Basic Set",1,17,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2350-1","Duplo","",1981,"Basic Building Set",2,22,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,14.8900,"",""
"2360-1","Duplo","",1981,"Basic Set",3,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,51.5000,37.8300,"",""
"2370-1","Duplo","",1981,"Basic Set",4,45,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2624-1","Duplo","",1981,"Helicopter",1,2,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,15.6700,"",""
"2644-1","Duplo","",1981,"Service Station",2,14,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"3601-1","Fabuland","",1981,"Elton Elephant",1,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,149.9000,6.3700,"",""
"3603-1","Fabuland","",1981,"Boris Bulldog and Mailbox",1,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,2.9900,"",""
"3615-1","Fabuland","",1981,"Percy Pig",1,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,6.9900,"",""
"3628-1","Fabuland","",1981,"Perry Panda and Chester Chimp",2,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,54.9900,9.3000,"",""
"3629-1","Fabuland","",1981,"Barney Bear",1,16,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,111.8200,10.1200,"",""
"3635-1","Fabuland","",1981,"Bonnie Bunny's Camper",1,25,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,191.6500,10.7600,"",""
"6075-2","Castle","Classic",1981,"Castle",14,767,,48,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,422.5000,"",""
"6077-1","Castle","Classic",1981,"Knight's Procession",6,48,,5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,361.0000,150.0000,"",""
"6083-1","Castle","Classic",1981,"Knight's Joust",6,211,,16,,,,042884060831,,,,,"",0,0,0,,0,0,,,,,,,,,750.0000,224.9900,"",""
"6365-1","Town","Leisure",1981,"Summer Cottage",1,144,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,207.4100,39.3900,"",""
"6382-1","Town","Fire",1981,"Fire Station",4,390,,25,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,636.3200,53.3400,"",""
"6383-1","Town","Maintenance",1981,"Public Works Centre",4,421,,30,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2641.6800,279.7000,"",""
"6600-1","Town","Classic",1981,"Police Patrol",1,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,79.0000,30.0000,"",""
"6602-1","Town","Classic",1981,"Fire Unit I",1,29,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,9.0000,"",""
"6610-1","Town","Shops and Services",1981,"Gas Pumps",1,29,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,145.8400,9.1700,"",""
