Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"1029-1","Town","Special",1999,"Milk Delivery Truck",1,95,,,,,,,19.2,9.6,4.8,,"",0,0,0,,0,0,,,,,,,,,200.0000,69.8300,"01/04/1999","31/12/1999"
"1054-1","Promotional","Ferries",1999,"Stena Line Ferry",,212,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,85.2800,36.3900,"",""
"1061-1","Technic","Slizer",1999,"Single Disc Pack",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.6500,1.1100,"",""
"1068-1","Town","Extreme Team",1999,"Air Patrol",1,20,,,,,,,9.6,9.6,3.9,,"",0,0,0,,0,0,,,,,,,,,9.6000,2.5100,"01/01/1999","31/12/2001"
"1069-1","Town","Res-Q",1999,"Speedboat",1,22,,,,,,,9.6,9.6,3.9,,"",0,0,0,,0,0,,,,,,,,,12.0000,4.5000,"01/01/1999","31/12/1999"
"1070-1","Town","Extreme Team",1999,"Stunt Flyer",1,20,,3,,,,,9.6,9.6,3.9,,"",0,0,0,,0,0,,,,,,,,,7.1400,1.8200,"01/01/1999","31/12/1999"
"1076-1","Basic","Seasonal",1999,"Advent Calendar",,229,,,,,5702012005008,,,,,,"",0,0,0,,0,0,,,,,,,,,95.4900,34.6200,"",""
"1088-1","Town","Extreme Team",1999,"Road Burner",,25,,,,,,,0,0,0,,"",0,0,0,,0,0,,,,,,,,,11.2000,2.6300,"01/01/1999","31/12/2000"
"1094-1","Adventurers","Desert",1999,"Johnny Thunder",1,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,40.6300,7.5000,"",""
"1095-1","Aquazone","Hydronauts",1999,"Super Sub",1,24,,3,,,,,9.6,9.6,3.9,,"",0,0,0,,0,0,,,,,,,,,10.0000,9.0000,"01/01/1999","31/12/1999"
