Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"23-1","Minitalia","",1971,"Delivery truck",,64,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,62.3700,"",""
"24-1","Minitalia","",1971,"Train",,88,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"101-2","Samsonite","Basic set",1971,"Imagination Set 1",,290,,4.95,,,,,16.5,16.5,13.4,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"102-2","Samsonite","Basic set",1971,"Imagination Set 2",,426,,6.95,,,,,18.415,18.415,18.415,1.346,"",0,0,0,,0,0,,,,,,,,,,,"",""
"103-2","Samsonite","Basic set",1971,"Imagination Set 3",,576,,9.95,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"104-2","Samsonite","Basic set",1971,"Imagination Set 4",,737,,12.95,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"105-3","Samsonite","Basic set",1971,"Imagination Set 5",,917,,14.95,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"107-3","Samsonite","Model Maker",1971,"4.5V Reversible Power Unit",,16,,10.95,,,,,25,20,7,,"",0,0,0,,0,0,,,,,,,,,,29.9000,"",""
"110-2","Samsonite","Supplemental",1971,"Vehicle Accessory Pack",,61,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"111-3","Samsonite","Supplemental",1971,"Building Accessory Pack",,111,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"112-3","Samsonite","Supplemental",1971,"Lego Giant Base Plate",,2,,,,,,,31.75,31.75,0.3175,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"128-2","Trains","4.5V",1971,"Mobile Crane (Train Base)",,23,0.88,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,29.8200,"",""
"128-3","Trains","4.5V",1971,"Mobile Crane (Plate Base)",,38,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,20.9600,"",""
"166-2","Samsonite","Supplemental",1971,"Vehicle Extra Parts Kit",,61,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"167-2","Samsonite","Supplemental",1971,"House and Garden Extra Parts Kit",,111,,,,,,,20.5,10.5,5,,"",0,0,0,,0,0,,,,,,,,,95.0000,,"",""
"248-2","Samsonite","Model Maker",1971,"Factory with Conveyor Belt",,248,,8.8699,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"260-3","Homemaker","",1971,"Dolls Living Room",,173,1.98,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,119.1800,"",""
"261-4","Homemaker","",1971,"Dolls Kitchen",,156,1.98,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,48.3000,"",""
"348-1","LEGOLAND","Building",1971,"Garage with Automatic Doors",,38,0.88,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,99.9900,14.1400,"",""
"349-1","LEGOLAND","Building",1971,"Swiss Chalet",,81,1.18,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,28.1100,"",""
"349-2","Samsonite","Model Maker",1971,"Mini-Wheel Construction Set",,195,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,199.9900,"",""
"350-1","LEGOLAND","Building",1971,"Spanish Villa",,126,1.65,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,18.7100,"",""
"351-1","LEGOLAND","Building",1971,"Gravel Depot",,170,2.2,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,52.5500,"",""
"360-2","Samsonite","Model Maker",1971,"Ambulance Kit",,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"361-3","Samsonite","Model Maker",1971,"Tow Truck Kit",,24,,,,,,,12.7,10.16,2.54,,"",0,0,0,,0,0,,,,,,,,,,5.9600,"",""
"362-2","Samsonite","Model Maker",1971,"Delivery Van Kit",,33,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,50.0000,,"",""
"363-2","Samsonite","Model Maker",1971,"Antique Car Kit",,38,,,,,,,12.7,10.16,3.175,,"",0,0,0,,0,0,,,,,,,,,,19.9000,"",""
"371-1","LEGOLAND","Vehicle",1971,"Tipper Truck",,48,0.88,14,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,43.7700,"",""
"372-2","LEGOLAND","Vehicle",1971,"Tow Truck",,54,0.95,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,130.1300,"",""
"373-2","LEGOLAND","Vehicle",1971,"Ambulance",,65,1.1,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,114.9500,"",""
"374-2","LEGOLAND","Vehicle",1971,"Fire Engine",,74,1.18,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,19.4200,"",""
"375-3","LEGOLAND","Vehicle",1971,"Refrigerator Truck and Trailer",,128,1.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,29.6100,"",""
"376-1","LEGOLAND","Vehicle",1971,"Low loader with Excavator",,92,1.75,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,62.0800,"",""
"377-2","LEGOLAND","Vehicle",1971,"Crane w/Float Truck",,91,1.85,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,349.9000,103.3500,"",""
"380-1","LEGOLAND","Building",1971,"Village Set",,485,5.9,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"604-2","LEGOLAND","Vehicle",1971,"Excavator",,22,0.33,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,67.5100,14.6700,"",""
"605-2","LEGOLAND","Vehicle",1971,"Taxi",,19,0.33,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,98.3000,11.7000,"",""
"608-1","LEGOLAND","Building",1971,"Kiosk",,33,0.33,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,124.8000,14.2800,"",""
"630-2","Samsonite","Basic set",1971,"Diplomat Set",,633,,,,,,,49.53,10.16,20.32,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"640-1","LEGOLAND","Vehicle",1971,"Fire Truck",,45,0.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,48.0000,21.5000,"",""
"642-2","LEGOLAND","Vehicle",1971,"Double Excavator",,33,0.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,47.0400,5.4700,"",""
"643-2","LEGOLAND","Vehicle",1971,"Mobile Crane",,35,0.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,129.2600,12.8700,"",""
"644-1","LEGOLAND","Vehicle",1971,"Double Tanker",,61,0.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,31.2300,"",""
"645-2","LEGOLAND","Vehicle",1971,"Milk Truck with Trailer",,57,0.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,173.4600,22.7100,"",""
"646-2","LEGOLAND","Vehicle",1971,"Mobile Site Office",,51,0.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,147.6900,10.9800,"",""
"647-1","LEGOLAND","Vehicle",1971,"Lorry With Girders",,52,0.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,134.5200,15.5600,"",""
"648-1","LEGOLAND","Building",1971,"Service Station",,55,0.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,220.5300,23.9000,"",""
"680-1","LEGOLAND","Vehicle",1971,"Low-Loader with Crane",,61,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,29.2600,"",""
"681-1","LEGOLAND","Vehicle",1971,"Low loader with 4 wheel excavator",,62,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,74.8100,"",""
"682-1","LEGOLAND","Vehicle",1971,"Low-Loader and Tractor",,57,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,40.0000,"",""
"683-1","LEGOLAND","Vehicle",1971,"Articulated Lorry",,58,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,50.5100,"",""
"695-3","Samsonite","Basic set",1971,"Bulk Assortment Set",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,70.3300,"",""
"795-1","Universal Building Set","Supplemental",1971,"2 Large Baseplates, Red/Blue",,2,,2.1,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,17.7900,,"",""
"796-1","Universal Building Set","Supplemental",1971,"2 Large Baseplates, Green/Yellow",,2,,2.1,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,11.2200,9.6200,"",""
"797-1","Universal Building Set","Supplemental",1971,"2 Large Baseplates, Grey/White",,2,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,3.2200,"",""
"798-1","Universal Building Set","Supplemental",1971,"2 Medium Baseplates, Green",,2,,3.4,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,9.0200,,"",""
"990-1","Universal Building Set","Supplemental",1971,"Trees and Signs (1971 version with granulated trees and 4 bricks)",,12,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,55.7600,"",""
"16197-1","Books","LEGO",1971,"Thinking with LEGO",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BB173-3","Gear","Storage",1971,"Holdall Storage Bag",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"DELMONTE1-1","Samsonite","Basic set",1971,"Del Monte Building Kit",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SAMSONITE-11","Samsonite","Basic set",1971,"857 Piece Basic Set",,857,,9.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SAMSONITE-13","Samsonite","Basic set",1971,"920 Piece Motorized Basic Set",,920,,13.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SAMSONITE-14","Samsonite","Basic set",1971,"1252 Piece Motorized Basic Set",,1252,,19.9899,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SAMSONITE-2","Samsonite","Basic set",1971,"1081 Piece Basic Set",,1081,,12.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SAMSONITE-3","Samsonite","Basic set",1971,"1241 Piece Basic Set",,1241,,16.9899,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""







