Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"1-9","System","Basic Set",1969,"Set No 1 - Quaker/Life Cereal",,301,,5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2-9","System","Basic Set",1969,"Set No 2 - Quaker/Life Cereal",,159,,2,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"3-7","System","Basic Set",1969,"Set No 3 - Quaker/Life Cereal",,156,,2,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"044-2","Samsonite","Jumbo Bricks",1969,"Jumbo Bricks",,30,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,75.0000,"",""
"045-2","Samsonite","Supplemental",1969,"Assorted Clear Bricks & Plates",,37,,,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"046-1","Samsonite","Supplemental",1969,"Assorted White Bricks & Plates",,37,,,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"047-1","Samsonite","Supplemental",1969,"Gates and Fences",,15,,,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"048-1","Samsonite","Supplemental",1969,"Assorted Blue / Yellow Bricks Pack",,50,,,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"049-1","Samsonite","Supplemental",1969,"Windows / Doors & Trees / Bushes",,27,,,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"050-2","Samsonite","Supplemental",1969,"Lighting Device Pack",,4,,,,,,,9.8,4.8,9.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"064-1","Samsonite","Supplemental",1969,"5 - 10X20 base plates - White / Blue",,5,,,,,,,16.5,4.9,7.9,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"065-1","Samsonite","Supplemental",1969,"2 Garage Door Kits",,6,,,,,,,15.24,5.08,10.16,0.086,"",0,0,0,,0,0,,,,,,,,,,,"",""
"079-1","Samsonite","Supplemental",1969,"Giant Base Plate 50X50",,1,,,,,,,40,40,0.3,,"",0,0,0,,0,0,,,,,,,,,,32.1200,"",""
"088-1","Universal Building Set","Basic Set",1969,"Super Set",,615,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,115.4100,"",""
"101-1","Trains","Supplemental / 4.5V",1969,"4.5V Battery Case",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,45.7300,14.2700,"",""
"102-3","Samsonite","Basic Set",1969,"Super Value Set",,102,,,,,,,20.32,5.08,10.16,0.218,"",0,0,0,,0,0,,,,,,,,,99.0000,42.0700,"",""
"103-1","Universal Building Set","Supplemental",1969,"4.5V Motor Set with Rubber Tracks",,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,70.2300,32.8300,"",""
"118-3","Samsonite","Train",1969,"Motorized Freight or Passenger Train (Sears Exclusive)",,451,,19.99,,,,,,,,1.36,"",0,0,0,,0,0,,,,,,,,,,,"",""
"120-1","Trains","4.5V",1969,"Complete Freight Train Set with Tipper Trucks",,175,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,81.1900,"",""
"122-1","Trains","4.5V",1969,"Loco and Tender",,102,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,595.0000,90.7200,"",""
"123-1","Trains","4.5V",1969,"Passenger Coach",,98,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,177.4500,27.9100,"",""
"124-1","Trains","4.5V",1969,"Goods Wagon",,56,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,283.5200,23.5700,"",""
"125-1","Trains","4.5V",1969,"Tipping Wagon",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,75.0000,10.2200,"",""
"127-1","Trains","4.5v",1969,"Complete Train with 3 Wagons",,575,7.4,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,150.9700,"",""
"138-1","Trains","4.5V",1969,"Electronic Train",,111,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,878.1800,536.1400,"",""
"139-1","Trains","Supplemental / 4.5V",1969,"Electronic Control Unit (Forward/Backward - Stop)",,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,337.0200,11.2100,"",""
