Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"10292-1","Icons","Licensed",2021,"The Friends Apartments",7,2048,159.99,179.99,229.99,179.99,5702016914306,673419340311,58,37.6,9.9,2.737,"",0,0,0,,0,0,,,,,,,,,150.4900,109.3300,"01/06/2021","31/12/2023"
"10293-1","Icons","Winter Village Collection",2021,"Santa's Visit",4,1445,89.99,99.99,139.99,99.99,5702016914313,673419340328,47.9,28,8.7,1.656,"",0,0,0,,0,0,,,,,,,,,84.2600,63.7400,"01/10/2021","31/12/2023"
"10294-1","Icons","Miscellaneous",2021,"Titanic",,9090,589.99,679.99,849.99,679.99,5702016914320,673419340335,58.5,47.5,38.5,,"",0,0,0,,0,0,,,,,,,,,700.1100,483.2800,"08/11/2021","31/12/2024"
"10295-1","Icons","Vehicles",2021,"Porsche 911",,1458,149.99,169.99,209.99,169.99,5702016914351,673419340342,48,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,125.7800,103.1100,"01/03/2021","31/12/2025"
"10772-1","Disney","Mickey and Friends",2021,"Mickey Mouse's Propeller Plane",1,59,8.99,9.99,13.99,9.99,5702016913941,673419340595,15.5,14,4.3,0.131,"",0,0,0,,0,0,,,,,,,,,10.0100,8.9900,"01/06/2021","31/12/2022"
"10773-1","Disney","Mickey and Friends",2021,"Minnie Mouse's Ice Cream Shop",2,100,17.99,19.99,24.99,19.99,5702016913132,673419339780,26.1,18.9,4.5,0.3,"",0,0,0,,0,0,,,,,,,,,17.8800,,"01/06/2021","31/12/2022"
"10774-1","Disney","Mickey and Friends",2021,"Mickey Mouse & Minnie Mouse's Space Rocket",2,88,17.99,19.99,24.99,19.99,5702016913149,673419339797,16,14,6,0.336,"",0,0,0,,0,0,,,,,,,,,17.8200,15.0000,"01/06/2021","31/12/2022"
"10775-1","Disney","Mickey and Friends",2021,"Mickey Mouse & Donald Duck's Farm",2,118,24.99,29.99,39.99,29.99,5702016913156,673419339803,35.2,18.9,5.6,,"",0,0,0,,0,0,,,,,,,,,26.9900,23.1800,"01/06/2021","31/12/2022"
"10776-1","Disney","Mickey and Friends",2021,"Mickey & Friends Fire Truck & Station",3,144,44.99,39.99,49.99,49.99,5702016913705,673419339810,28,26,5.6,0.498,"",0,0,0,,0,0,,,,,,,,,36.1000,24.7300,"01/08/2021","31/12/2022"
"10939-1","Duplo","Jurassic World",2021,"T. rex and Triceratops Dinosaur Breakout",1,36,24.99,29.99,39.99,29.99,5702016911091,673419338196,28.2,26.2,9.6,0.614,"",0,0,0,,0,0,,,,,,,,,25.9200,,"01/06/2021","31/12/2022"
"10940-1","Duplo","Spidey and His Amazing Friends",2021,"Spider-Man Headquarters",3,36,24.99,29.99,39.99,29.99,5702016911299,673419338110,28.2,26.2,7.6,,"",0,0,0,,0,0,,,,,,,,,30.6600,13.5000,"01/06/2021","31/12/2022"
"10941-1","Duplo","Mickey",2021,"Mickey & Minnie Birthday Train",2,22,29.99,29.99,39.99,34.99,5702016911404,673419338028,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,21.0000,,"01/01/2021","31/12/2027"
"10942-1","Duplo","Minnie",2021,"Minnie's House and Cafe",2,91,44.99,49.99,69.99,49.99,5702016911244,673419338035,35.4,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,38.8900,,"01/06/2021","31/12/2022"
"10943-1","Duplo","",2021,"Happy Childhood Moments",7,227,89.99,99.99,139.99,99.99,5702016911305,,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,75.6000,,"01/01/2021","31/12/2022"
"10944-1","Duplo","",2021,"Space Shuttle Mission",2,23,17.99,19.99,24.99,19.99,5702016911039,673419338363,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,19.2200,,"01/05/2021","31/12/2023"
"10945-1","Duplo","",2021,"Garbage Truck and Recycling",2,19,17.99,19.99,24.99,19.99,5702016911046,673419338370,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,19.8900,,"01/06/2021","31/12/2022"
"10946-1","Duplo","",2021,"Family Camping Van Adventure",4,30,24.99,29.99,39.99,29.99,5702016911053,673419338387,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,26.7700,,"01/06/2021","31/12/2022"
"10947-1","Duplo","",2021,"Race Cars",2,44,44.99,49.99,69.99,49.99,5702016911312,673419338127,54,28.2,7.9,,"",0,0,0,,0,0,,,,,,,,,37.0200,,"01/06/2021","31/12/2022"
"10948-1","Duplo","",2021,"Parking Garage and Car Wash",4,112,89.99,99.99,139.99,99.99,5702016911329,673419338134,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,73.8000,,"01/06/2021","31/12/2023"
"10949-1","Duplo","",2021,"Farm Animal Care",,11,8.99,9.99,13.99,9.99,5702016888867,673419336277,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,7.9900,,"01/03/2021","31/12/2023"
"10950-1","Duplo","",2021,"Farm Tractor & Animal Care",2,27,17.99,19.99,24.99,19.99,5702016889475,673419336284,22.2,26.2,9.5,,"",0,0,0,,0,0,,,,,,,,,15.6300,,"01/03/2021","31/12/2022"
"10951-1","Duplo","",2021,"Horse Stable and Pony Care",2,65,24.99,29.99,39.99,29.99,5702016889482,,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,15.8700,,"01/03/2021","31/12/2022"
"10952-1","Duplo","",2021,"Barn, Tractor & Farm Animal Care",4,97,59.99,59.99,79.99,69.99,5702016889499,673419336307,54,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,74.2900,,"01/03/2021","31/12/2022"
"10953-1","Duplo","",2021,"Unicorn",,8,8.99,9.99,13.99,9.99,5702016911107,673419338226,,,,,"",0,0,0,,0,0,,,,,,,,,9.9500,,"",""
"10954-1","Duplo","",2021,"Number Train - Learn To Count",2,23,17.99,19.99,24.99,19.99,5702016911114,673419338233,35.4,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,16.6300,,"01/06/2021","31/12/2025"
"10955-1","Duplo","",2021,"Animal Train",,15,17.99,19.99,24.99,19.99,5702016911121,673419338097,,,,,"",0,0,0,,0,0,,,,,,,,,18.5400,,"",""
"10956-1","Duplo","",2021,"Amusement Park",7,95,114.99,109.99,139.99,129.99,5702016911336,673419338141,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,84.7500,,"01/06/2021","31/12/2023"
"10957-1","Duplo","",2021,"Fire Helicopter & Police Car",,14,8.99,9.99,13.99,9.99,5702016911282,673419338103,,,,,"",0,0,0,,0,0,,,,,,,,,7.9900,,"",""
"10958-1","Duplo","",2021,"Creative Birthday Party",2,200,49.99,59.99,79.99,59.99,5702016973594,,35.4,37.5,18,,"",0,0,0,,0,0,,,,,,,,,61.9900,,"01/01/2021","31/12/2021"
"10961-1","Duplo","",2021,"Airplane & Airport",3,28,24.99,29.99,39.99,29.99,5702017086439,673419349949,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,27.6500,15.0000,"01/06/2021","31/12/2022"
"11012-1","Classic","Creative Bricks",2021,"Creative White Bricks",,60,4.49,4.99,6.99,4.99,5702016889277,673419336222,12.2,9.1,4.7,,"",0,0,0,,0,0,,,,,,,,,4.1700,3.0000,"01/03/2021","31/12/2022"
"11013-1","Classic","Creative Bricks",2021,"Creative Transparent Bricks",,500,29.99,29.99,39.99,34.99,5702016888720,673419336239,22.2,26.2,9.5,,"",0,0,0,,0,0,,,,,,,,,16.5600,,"01/01/2021","31/12/2024"
"11014-1","Classic","Bricks",2021,"Bricks and Wheels",,653,44.99,39.99,49.99,49.99,5702016889192,673419336550,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,43.0000,,"01/03/2021","31/12/2023"
"11015-1","Classic","Miscellaneous",2021,"Around the World",,950,44.99,49.99,69.99,49.99,5702016914146,673419339841,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,37.0400,,"01/06/2021","31/07/2023"
"11016-1","Classic","Bricks",2021,"Creative Building Bricks",,1200,44.99,49.99,69.99,49.99,5702016972054,,26,38,14,,"",0,0,0,,0,0,,,,,,,,,45.8000,,"01/01/2021","31/12/2022"
"11944-1","Creator","Magazine Gift",2021,"Skull",,39,,,,,5702016910940,,,,,,"",0,0,0,,0,0,,,,,,,,,3.4000,,"",""
"11945-1","Creator","Magazine Gift",2021,"Steam Locomotive",,38,,,,,5702016910957,,,,,,"",0,0,0,,0,0,,,,,,,,,4.9400,3.9900,"",""
"11946-1","Creator","Magazine Gift",2021,"Penguin",,48,,,,,5702016910841,,,,,,"",0,0,0,,0,0,,,,,,,,,5.0400,3.9900,"",""
"11947-1","Creator","Magazine Gift",2021,"Time Machine",,39,,,,,5702016910858,,,,,,"",0,0,0,,0,0,,,,,,,,,3.7400,,"",""
"11948-1","Creator","Magazine Gift",2021,"Carnivorous Plant",,43,,,,,5702016910865,,,,,,"",0,0,0,,0,0,,,,,,,,,4.3900,,"",""
"11949-1","Creator","Magazine Gift",2021,"Parrot",,44,,,,,5702016911183,,,,,,"",0,0,0,,0,0,,,,,,,,,4.0600,2.7400,"",""
"11950-1","Creator","Magazine Gift",2021,"Racing Car",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.2800,,"",""
"11951-1","Creator","Magazine Gift",2021,"Orangutan",,51,,,,,5702016911206,,,,,,"",0,0,0,,0,0,,,,,,,,,3.4700,,"",""
"11952-1","Creator","Magazine Gift",2021,"Wind Energy",,38,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.0300,3.0500,"",""
"11953-1","Creator","Magazine Gift",2021,"Gecko",,36,,,,,5702016925333,,,,,,"",0,0,0,,0,0,,,,,,,,,4.3500,3.3000,"",""
"11954-1","Creator","Magazine Gift",2021,"UFO",,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.1800,,"",""
"11955-1","Creator","Magazine Gift",2021,"Lion",,47,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.3600,,"",""
"11956-1","Miscellaneous","Book Parts",2021,"Parts for Super Nature",,51,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11957-1","Miscellaneous","Book Parts",2021,"Parts for {LEGO Build Book}",,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"21056-1","Architecture","Landmark Series",2021,"Taj Mahal",,2022,104.99,119.99,169.99,119.99,5702016914139,673419339834,38.2,26.2,11.8,,"",0,0,0,,0,0,,,,,,,,,90.2100,81.6400,"01/06/2021","31/12/2025"
"21164-1","Minecraft","Minifig-scale",2021,"The Coral Reef",2,92,8.99,9.99,13.99,9.99,5702016913569,673419340557,14.1,12.2,6.1,,"",0,0,0,,0,0,,,,,,,,,8.1300,5.2800,"01/01/2021","31/12/2023"
"21165-1","Minecraft","Minifig-scale",2021,"The Bee Farm",2,238,17.99,19.99,24.99,19.99,5702016913774,673419340205,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,20.5300,15.3700,"01/12/2020","31/12/2022"
"21166-1","Minecraft","Minifig-scale",2021,"The 'Abandoned' Mine",2,248,19.99,19.99,32.99,22.99,5702016913446,673419340212,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,15.2500,12.2000,"01/12/2020","31/12/2023"
"21167-1","Minecraft","Minifig-scale",2021,"The Trading Post",3,201,19.99,19.99,24.99,22.99,5702016913453,673419340229,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,21.1000,13.5600,"01/12/2020","31/12/2022"
"21168-1","Minecraft","Minifig-scale",2021,"The Warped Forest",3,287,24.99,29.99,39.99,29.99,5702016913460,673419340236,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,25.2700,17.7400,"01/03/2021","31/12/2022"
"21169-1","Minecraft","Minifig-scale",2021,"The First Adventure",4,542,54.99,69.99,99.99,59.99,5702016913873,673419340243,26.2,38.2,7.1,,"",0,0,0,,0,0,,,,,,,,,50.7900,48.2700,"01/03/2021","31/07/2022"
"21170-1","Minecraft","Minifig-scale",2021,"The Pig House",2,490,44.99,49.99,69.99,49.99,5702016913880,673419340656,26.2,22.2,12.4,,"",0,0,0,,0,0,,,,,,,,,28.0000,26.5800,"01/01/2021","31/12/2023"
"21171-1","Minecraft","Minifig-scale",2021,"The Horse Stable",2,241,17.99,19.99,24.99,19.99,5702016913897,673419340663,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,17.8800,15.6000,"01/06/2021","31/12/2022"
"21172-1","Minecraft","Minifig-scale",2021,"The Ruined Portal",2,316,24.99,29.99,39.99,29.99,5702016913903,673419340670,26.2,22.2,7.6,,"",0,0,0,,0,0,,,,,,,,,27.9700,17.4800,"01/06/2021","31/12/2023"
"21173-1","Minecraft","Minifig-scale",2021,"The Sky Tower",1,565,54.99,59.99,79.99,59.99,5702016913910,673419340687,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,45.3600,31.2700,"01/06/2021","31/12/2022"
"21174-1","Minecraft","Minifig-scale",2021,"The Modern Treehouse",4,909,104.99,119.99,159.99,119.99,5702016913927,673419340694,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,99.3000,71.9800,"01/06/2021","31/12/2022"
"21176-1","Minecraft","Minifig-scale",2021,"The Jungle Abomination",5,489,34.99,39.99,49.99,39.99,5702017035949,673419349758,28.2,26.2,5.9,,"",0,0,0,,0,0,,,,,,,,,39.3800,31.9700,"01/06/2021","31/12/2022"
"21226-1","Art","Miscellaneous",2021,"Art Project - Create Together",,4138,104.99,119.99,149.99,119.99,5702017085210,,40.4,37.8,5,,"",0,0,0,,0,0,,,,,,,,,88.9100,79.6800,"01/11/2021","31/12/2022"
"21325-1","Ideas","",2021,"Medieval Blacksmith",4,2164,159.99,179.99,229.99,179.99,5702016911985,673419338349,47.8,37.4,9.8,2.416,"",0,0,0,,0,0,,,,,,,,,149.6500,112.9900,"01/02/2021","31/12/2023"
"21326-1","Ideas","Licensed",2021,"Winnie the Pooh",5,1265,89.99,99.99,139.99,99.99,5702016915648,673419341561,38,26,6.9,1.272,"",0,0,0,,0,0,,,,,,,,,92.2400,76.5400,"01/04/2021","31/12/2023"
"21327-1","Ideas","",2021,"Typewriter",,2079,214.99,249.99,309.99,249.99,5702016995831,673419345347,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,201.8100,155.1300,"01/07/2021","31/12/2025"
"21328-1","Ideas","Licensed",2021,"Seinfeld",5,1326,69.99,79.99,109.99,79.99,5702016995756,673419345958,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,76.7100,67.6100,"01/08/2021","31/12/2022"
"21329-1","Ideas","Licensed",2021,"Fender Stratocaster",,1074,104.99,119.99,149.99,119.99,5702017071978,673419350334,26.2,38.2,11.8,,"",0,0,0,,0,0,,,,,,,,,96.1400,60.6000,"01/10/2021","31/12/2024"
"21330-1","Ideas","Licensed",2021,"Home Alone",5,3955,259.99,299.99,379.99,299.99,5702017006178,673419345842,58.2,48,17,,"",0,0,0,,0,0,,,,,,,,,250.5200,215.8700,"01/11/2021","31/12/2025"
"30331-1","Minecraft","Minifig-scale",2021,"The Nether Duel",2,28,,,,,5702016916324,673419341691,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,6.8600,4.2000,"01/01/2021","31/12/2021"
"30332-1","Duplo","",2021,"My First Space Rocket",,8,,,,,5702016911862,673419338752,20,19.5,1.6,,"",0,0,0,,0,0,,,,,,,,,2.6800,,"01/01/2021","31/12/2021"
"30343-1","Speed Champions","McLaren",2021,"McLaren Elva",,85,,,,,5702016912517,673419338936,20,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,3.8000,1.9300,"01/01/2021","31/12/2022"
"30344-1","Monkie Kid","Promotional",2021,"Mini Monkey King Warrior Mech",,65,,,,,5702016912074,,17,17,1.7,,"",0,0,0,,0,0,,,,,,,,,5.3000,,"01/03/2021","31/12/2021"
"30387-1","Minions: The Rise of Gru","Promotional",2021,"Bob Minion with Robot Arms",1,75,3.49,4.99,4.99,3.99,5702016756968,,20,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,7.7000,2.6600,"26/04/2021","31/12/2021"
"30388-1","Star Wars","Episode VI",2021,"Imperial Shuttle",,85,,,,,5702016912050,673419338981,20,19.5,1.2,,"",0,0,0,,0,0,,,,,,,,,5.8600,4.0200,"01/01/2021","31/12/2021"
"30389-1","Super Mario","Expansion Set",2021,"Fuzzy & Mushroom Platform",1,39,,,,,5702016912364,673419339223,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,3.5000,2.1100,"01/08/2021","31/12/2022"
"30391-1","Disney","Tangled",2021,"Rapunzel's Boat",1,32,,,,,5702016915907,673419341653,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,5.4500,,"01/01/2021","31/12/2021"
"30392-1","Harry Potter","Accessories",2021,"Hermione's Study Desk",1,31,,,,,,673419341714,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,4.3500,3.2700,"01/08/2021","31/12/2022"
"30413-1","Friends","General",2021,"Flower Cart",2,55,,,,,5702016915914,673419341660,17,17,1,,"",0,0,0,,0,0,,,,,,,,,3.3700,,"01/01/2021","31/12/2021"
"30414-1","Friends","Amusement Park",2021,"Emma's Magical Box",1,67,,,,,5702016916225,673419341752,17,17,2.2,,"",0,0,0,,0,0,,,,,,,,,3.1700,,"01/06/2021","31/12/2022"
"30454-1","Marvel Super Heroes","Shang-Chi and the Legend of the Ten Rings",2021,"Shang-Chi and The Great Protector",1,55,,,,,5702016912036,673419338974,20,19.5,1.3,,"",0,0,0,,0,0,,,,,,,,,5.1700,4.4600,"26/04/2021","31/12/2021"
"30465-1","Technic","",2021,"Helicopter",,70,,,,,5702016912869,673419340373,20,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,5.4100,3.5400,"01/01/2021","31/12/2021"
"30539-1","Ninjago","The Island",2021,"Lloyd's Quad Bike",1,39,,,,,5702016911589,673419338400,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,4.3500,3.7000,"01/01/2021","31/12/2021"
"30557-1","Dots","Accessories",2021,"Photo Holder Cube",,109,,,,,5702016915921,673419341851,20,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,3.2100,,"01/01/2021","31/12/2021"
"30558-1","Disney","Raya and the Last Dragon",2021,"Raya and the Ongi's Heart Lands Adventure",1,49,,,,,5702016915990,673419341509,17,17,1,,"",0,0,0,,0,0,,,,,,,,,3.9600,5.0000,"01/03/2021","31/12/2021"
"30563-1","Miscellaneous","Make It Yours",2021,"Build Your Own Snail with Superpowers - Make It Yours",,36,,,,,5702016911077,,14,14,0.9,0.025,"",0,0,0,,0,0,,,,,,,,,2.5500,,"01/01/2021","31/12/2021"
"30564-1","Miscellaneous","Make It Yours",2021,"Build Your Own Monster or Vehicles – Make It Yours",,60,,,,,5702016910933,,17,19.5,0.9,0.038,"",0,0,0,,0,0,,,,,,,,,3.4800,,"01/01/2021","31/12/2021"
"30565-1","Creator","Seasonal",2021,"Birthday Clown",,59,4.99,4.99,,4.99,5702016914511,,17,19.5,0.9,0.041,"",0,0,0,,0,0,,,,,,,,,3.6400,,"01/01/2021","31/12/2022"
"30566-1","City","Fire",2021,"Fire Helicopter",1,35,3.49,,,3.99,5702016912524,,17,17,1.1,0.043,"",0,0,0,,0,0,,,,,,,,,3.2600,2.0700,"01/01/2021","31/12/2021"
"30567-1","City","Police",2021,"Police Water Scooter",1,33,,,,,5702016912531,,17,17,0.9,0.034,"",0,0,0,,0,0,,,,,,,,,3.4800,2.0400,"01/01/2021","31/12/2021"
"30568-1","City","Traffic",2021,"Skater",1,40,,,,,5702016911893,,17,17,0.9,0.034,"",0,0,0,,0,0,,,,,,,,,3.2700,3.6000,"01/01/2021","31/12/2021"
"30569-1","City","General",2021,"LEGO Stand",1,47,,,,,5702016911909,,20,19.5,0.8,0.042,"",0,0,0,,0,0,,,,,,,,,5.9300,3.5500,"01/01/2021","31/12/2021"
"30570-1","City","Wildlife Rescue",2021,"Wildlife Rescue Hovercraft",1,35,,,,,5702016911954,673419339261,17,17,2.2,0.036,"",0,0,0,,0,0,,,,,,,,,3.7000,3.8200,"01/06/2021","31/12/2022"
"30577-1","Creator","Miscellaneous",2021,"Super Muscle Car",,63,4.99,4.99,,4.99,5702016914771,673419340625,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,4.0100,2.0000,"01/01/2021","31/12/2021"
"30578-1","Creator","3 in 1",2021,"German Shepherd",,76,,,,,5702016915822,,17,19.5,1,0.046,"",0,0,0,,0,0,,,,,,,,,4.6400,3.0000,"01/01/2021","31/12/2021"
"30579-1","Creator","Seasonal",2021,"Easter Chick Egg",,52,3.49,4.99,,3.99,5702016914788,673419340915,17,19.5,0.9,0.041,"",0,0,0,,0,0,,,,,,,,,4.4300,2.8400,"01/03/2021","31/12/2021"
"30580-1","Creator","Seasonal",2021,"Santa Claus",,69,,,,,5702016914542,,17,19.5,1,0.044,"",0,0,0,,0,0,,,,,,,,,4.0600,1.9200,"01/09/2021","31/12/2022"
"30591-1","Ninjago","Possession",2021,"Titanium Mini Mech",,77,,,,,5702016914122,673419339827,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,3.6900,3.7800,"01/01/2021","31/12/2021"
"31111-1","Creator","3 in 1",2021,"Cyber Drone",1,113,8.99,9.99,13.99,9.99,5702016889208,673419336482,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,8.7500,9.4000,"01/01/2021","31/12/2023"
"31112-1","Creator","3 in 1",2021,"Wild Lion",,224,12.99,14.99,19.99,14.99,5702016888348,,26,14,4.6,0.314,"",0,0,0,,0,0,,,,,,,,,9.5400,7.0600,"01/01/2021","31/12/2022"
"31113-1","Creator","3 in 1",2021,"Race Car Transporter",,328,21.99,19.99,24.99,24.99,5702016888355,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,18.3600,10.0000,"01/01/2021","31/12/2022"
"31114-1","Creator","3 in 1",2021,"Superbike",,236,17.99,19.99,24.99,19.99,5702016888362,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,14.4100,7.7700,"01/01/2021","31/12/2022"
"31115-1","Creator","3 in 1",2021,"Space Mining Mech",,327,21.99,24.99,34.99,24.99,5702016889376,673419336536,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,22.9600,20.9400,"01/03/2021","31/12/2022"
"31116-1","Creator","3 in 1",2021,"Safari Wildlife Tree House",2,397,24.99,29.99,39.99,29.99,5702016889383,673419336543,28.2,26,5.6,0.67,"",0,0,0,,0,0,,,,,,,,,19.8400,22.2500,"01/03/2021","31/12/2022"
"31117-1","Creator","3 in 1",2021,"Space Shuttle Adventure",1,486,44.99,39.99,49.99,49.99,5702016914153,673419341158,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,37.4100,30.0000,"01/06/2021","31/12/2022"
"31118-1","Creator","3 in 1",2021,"Surfer Beach House",2,564,44.99,49.99,69.99,49.99,5702016889390,673419336659,38.2,26.2,7.1,1.041,"",0,0,0,,0,0,,,,,,,,,36.7700,20.0000,"01/01/2021","31/12/2023"
"31119-1","Creator","3 in 1",2021,"Ferris Wheel",5,1002,79.99,79.99,109.99,89.99,5702016914160,,47.6,37.4,6.6,1.442,"",0,0,0,,0,0,,,,,,,,,100.3600,64.2200,"01/06/2021","31/12/2022"
"31120-1","Creator","3 in 1",2021,"Medieval Castle",4,1426,89.99,99.99,139.99,99.99,5702016914528,673419341172,47.6,37.4,9,2.283,"",0,0,0,,0,0,,,,,,,,,93.0900,80.0000,"01/08/2021","31/12/2024"
"31121-1","Creator","3 in 1",2021,"Crocodile",,454,24.99,29.99,39.99,29.99,5702016972061,673419344999,35.2,18.9,5.7,0.584,"",0,0,0,,0,0,,,,,,,,,28.3800,23.0600,"01/06/2021","31/12/2022"
"31122-1","Creator","3 in 1",2021,"Fish Tank",,352,24.99,29.99,39.99,29.99,5702016973778,673419345002,35.2,18.9,5.6,0.578,"",0,0,0,,0,0,,,,,,,,,42.3900,36.9800,"01/06/2021","31/12/2022"
"31201-1","Art","Licensed",2021,"Harry Potter Hogwarts Crests",,4249,104.99,119.99,149.99,119.99,5702016914535,,40.4,37.8,5,,"",0,0,0,,0,0,,,,,,,,,94.8200,75.0000,"01/01/2021","31/12/2022"
