Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"3862-1","Games","Licensed",2010,"Harry Potter Hogwarts",9,332,24.99,34.99,39.99,,5702014601543,673419129282,28.8,27.2,6.71,0.78,"",0,0,0,,0,0,,,,,,,,,57.7100,20.5200,"01/08/2010","31/07/2013"
"4736-1","Harry Potter","Chamber of Secrets",2010,"Freeing Dobby",3,73,10.49,10.99,14.99,,5702014709621,673419139380,19.1,14.1,4.6,0.14,"",0,0,0,,0,0,,,,,,,,,31.9300,15.0500,"01/10/2010","31/12/2011"
"4737-1","Harry Potter","General",2010,"Quidditch Match",5,153,20.99,19.99,26.99,,5702014709638,673419139397,35.41,19.1,5.89,0.3,"",0,0,0,,0,0,,,,,,,,,41.0700,20.6000,"01/10/2010","31/12/2012"
"4738-1","Harry Potter","General",2010,"Hagrid's Hut",4,442,40.99,39.99,54.99,,5702014709645,673419139403,48.01,28.19,6.1,0.81,"",0,0,0,,0,0,,,,,,,,,82.6100,47.2700,"01/10/2010","31/12/2012"
"4840-1","Harry Potter","Half-Blood Prince",2010,"The Burrow",6,568,61.99,59.99,79.99,,5702014715783,673419140980,35.41,37.8,7.06,1.03,"",0,0,0,,0,0,,,,,,,,,169.3300,83.8600,"01/10/2010","31/12/2011"
"4841-1","Harry Potter","General",2010,"Hogwarts Express",5,646,81.99,79.99,109.99,,5702014715790,673419140997,54,28.19,7.85,1.22,"",0,0,0,,0,0,,,,,,,,,152.9200,55.8600,"01/10/2010","31/12/2011"
"4842-1","Harry Potter","Deathly Hallows",2010,"Hogwarts Castle",11,1290,102.99,129.99,174.99,,5702014715806,673419141000,58.19,37.8,8.71,2.14,"",0,0,0,,0,0,,,,,,,,,189.0000,128.7000,"01/10/2010","31/12/2012"
"5497-1","Duplo","",2010,"Play with Numbers",1,58,24.99,24.99,34.99,,5702014602212,673419130332,38.2,26.19,9.4,0.81,"",0,0,0,,0,0,,,,,,,,,38.7900,15.0000,"",""
"5506-1","Duplo","",2010,"Duplo Large Brick Box",1,71,25.99,29.99,39.99,,5702014623385,673419132473,37.7,19.2,22,1.09,"",0,0,0,,0,0,,,,,,,,,29.9900,20.6600,"01/01/2010","31/12/2013"
"5507-1","Duplo","",2010,"Duplo Deluxe Brick Box",2,102,35.99,49.99,69.99,,5055357262309,673419130622,37.7,27.3,22,1.63,"",0,0,0,,0,0,,,,,,,,,,23.5000,"01/01/2010","31/07/2014"
"5508-1","Bricks and More","",2010,"LEGO Deluxe Brick Box",2,704,35.99,49.99,69.99,,5702014602632,673419130639,37.7,27.3,22,1.62,"",0,0,0,,0,0,,,,,,,,,87.4500,22.1600,"01/01/2010","31/12/2013"
"5509-1","Duplo","",2010,"Duplo Basic Bricks",,45,10.49,,,,5702014602687,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5511-1","Duplo","",2010,"LEGO Duplo XXL Box",,201,49.99,,,,5702014713154,673419163835,,,,,"",0,0,0,,0,0,,,,,,,,,,33.0000,"",""
"5512-1","Bricks and More","",2010,"LEGO XXL Box",,1600,49.99,,,,5702014713161,673419163842,,,,,"",0,0,0,,0,0,,,,,,,,,93.0600,56.7200,"",""
"5529-1","Bricks and More","",2010,"Basic Bricks",,325,13.99,,,,5702014602700,,,,,,"",0,0,0,,0,0,,,,,,,,,26.7500,17.6600,"",""
"5548-1","Duplo","",2010,"Duplo Building Fun",,81,20.99,29.99,39.99,,5702014602694,673419130677,25.3,28.19,12.7,0.86,"",0,0,0,,0,0,,,,,,,,,,8.4600,"",""
"5549-1","Bricks and More","",2010,"LEGO Building Fun",,650,20.99,29.99,39.99,,5702014602717,673419130684,25.3,28.19,12.7,0.98,"",0,0,0,,0,0,,,,,,,,,,8.0000,"",""
"5622-1","Duplo","",2010,"Duplo Basic Bricks - Large",,60,15.99,,,,5702014602649,,,,,,"",0,0,0,,0,0,,,,,,,,,20.1500,,"",""
"5623-1","Bricks and More","",2010,"LEGO Basic Bricks - Large",,450,15.99,,,,5702014602656,,,,,,"",0,0,0,,0,0,,,,,,,,,31.9500,17.7700,"",""
"5643-1","Duplo","Farm",2010,"Little Piggy",1,4,4.99,4.99,6.99,,5702014600584,673419128650,12.19,9.09,4.7,0.06,"",0,0,0,,0,0,,,,,,,,,5.0700,6.5600,"",""
"5644-1","Duplo","Farm",2010,"Chicken Coop",1,11,7.99,8.99,10.99,,5702014600607,673419128735,19.1,14.1,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,8.0000,5.5000,"",""
"5645-1","Duplo","Farm",2010,"Farm Bike",1,9,7.99,9.99,12.99,,5702014600713,673419128766,19.1,14.1,7.06,0.2,"",0,0,0,,0,0,,,,,,,,,20.0000,8.7200,"",""
"5646-1","Duplo","Farm",2010,"Farm Nursery",1,9,9.99,11.99,15.99,,5702014600720,673419128797,26.19,14.1,6.1,0.18,"",0,0,0,,0,0,,,,,,,,,24.0000,9.7700,"",""
"5647-1","Duplo","Farm",2010,"Big Tractor",1,12,18.99,19.99,26.99,,5702014600737,673419128803,35.41,19.1,11.81,0.45,"",0,0,0,,0,0,,,,,,,,,39.6400,21.1500,"",""
"5648-1","Duplo","Farm",2010,"Horse Stables",2,58,35.99,39.99,54.99,,,673419128841,48.01,28.19,9.09,0.98,"",0,0,0,,0,0,,,,,,,,,70.4400,21.9000,"01/01/2010","31/12/2012"
"5649-1","Duplo","Farm",2010,"Big Farm",3,68,49.99,59.99,79.99,,,673419128858,58.19,37.8,10.31,1.64,"",0,0,0,,0,0,,,,,,,,,68.5500,42.3800,"01/01/2010","31/07/2011"
"5650-1","Duplo","Construction",2010,"Front Loader",1,9,9.99,12.99,17.99,,5702014601154,673419128865,,,,,"",0,0,0,,0,0,,,,,,,,,20.9600,11.5200,"",""
"5651-1","Duplo","Construction",2010,"Dump Truck",1,10,18.99,19.99,26.99,,5702014601161,,,,,,"",0,0,0,,0,0,,,,,,,,,20.0600,20.0200,"",""
"5652-1","Duplo","Construction",2010,"Road Construction",2,27,35.99,39.99,54.99,,5702014601178,,,,,,"",0,0,0,,0,0,,,,,,,,,56.0800,57.1800,"",""
"5653-1","Duplo","Construction",2010,"Stone Quarry",3,48,49.99,59.99,79.99,,,673419128896,48,37.8,12.7,,"",0,0,0,,0,0,,,,,,,,,200.0000,128.5200,"01/06/2010","31/12/2012"
"5654-1","Duplo","Holiday",2010,"Fishing Trip",2,14,15.99,14.99,19.99,,5702014601192,,,,,,"",0,0,0,,0,0,,,,,,,,,,15.8500,"",""
"5655-1","Duplo","Holiday",2010,"Caravan",3,21,30.99,29.99,39.99,,5702014601208,,,,,,"",0,0,0,,0,0,,,,,,,,,59.0000,37.3900,"",""
"5656-1","Duplo","LEGO Ville",2010,"Pet Shop",2,29,20.99,24.99,29.99,,5702014601215,673419128926,,,,,"",0,0,0,,0,0,,,,,,,,,37.2700,24.8000,"",""
"5657-1","Duplo","Toy Story",2010,"Jessie's Round-Up",1,18,13.49,14.99,19.99,,5702014601772,673419129435,26.19,19.1,6.1,0.3,"",0,0,0,,0,0,,,,,,,,,38.4400,19.0000,"",""
"5658-1","Duplo","Toy Story",2010,"Pizza Planet Truck",2,13,20.99,19.99,26.99,,5702014601789,673419129442,35.41,19.1,9.09,0.37,"",0,0,0,,0,0,,,,,,,,,23.3500,24.9900,"",""
"5659-1","Duplo","Toy Story",2010,"The Great Train Chase",3,39,35.99,34.99,39.99,,,673419129459,38.2,26.19,9.4,0.7,"",0,0,0,,0,0,,,,,,,,,85.3000,26.0800,"01/06/2010","31/07/2011"
"5691-1","Duplo","Toy Story",2010,"Alien Space Crane",3,23,39.99,39.99,54.99,,5702014616110,,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,88.0000,35.4200,"01/06/2010","31/12/2010"
"5813-1","Duplo","Cars",2010,"Lightning McQueen",1,11,13.49,14.99,19.99,,5702014842953,673419168649,26.19,19.1,9.09,0.29,"",0,0,0,,0,0,,,,,,,,,24.0700,7.6800,"",""
"5814-1","Duplo","Cars",2010,"Mater's Yard",2,16,20.99,19.99,26.99,,5702014601406,673419129183,35.41,19.1,7.01,0.37,"",0,0,0,,0,0,,,,,,,,,70.4100,27.5700,"",""
"5815-1","Duplo","Cars",2010,"Flo's V-8 Cafe",3,32,25.99,29.99,39.99,,5702014601413,673419129190,38.2,26.19,7.06,0.6,"",0,0,0,,0,0,,,,,,,,,133.0000,37.3700,"",""
"5816-1","Duplo","Cars",2010,"Mack's Road Trip",3,34,45.99,49.99,69.99,,,673419129206,54,28.19,9.09,1.06,"",0,0,0,,0,0,,,,,,,,,161.7300,84.0700,"01/06/2010","31/12/2012"
"5864-1","Creator","3 in 1",2010,"Mini Helicopter",,52,4.99,5.99,6.99,,5702014600614,673419128667,10.21,14.35,4.8,0.1,"",0,0,0,,0,0,,,,,,,,,5.3400,2.1900,"",""
"5865-1","Creator","3 in 1",2010,"Mini Dumper",,60,4.99,5.99,6.99,,5702014600621,673419128674,10.21,14.35,4.8,0.1,"",0,0,0,,0,0,,,,,,,,,7.8300,2.4100,"",""
"5866-1","Creator","3 in 1",2010,"Rotor Rescue",,149,9.99,12.99,17.99,,5702014600508,673419128582,26.19,14.1,4.8,0.25,"",0,0,0,,0,0,,,,,,,,,16.7100,4.9700,"",""
"5867-1","Creator","3 in 1",2010,"Super Speedster",,278,18.99,19.99,26.99,,5702014600522,673419128599,28.19,26.19,6.4,0.53,"",0,0,0,,0,0,,,,,,,,,46.4600,15.0500,"",""
"5868-1","Creator","3 in 1",2010,"Ferocious Creatures",,416,30.99,29.99,39.99,,,673419128605,38.2,26.19,7.06,0.77,"",0,0,0,,0,0,,,,,,,,,70.0000,37.4800,"01/06/2010","31/12/2011"
"5891-1","Creator","3 in 1",2010,"Apple Tree House",,539,40.99,44.99,59.99,,5702014600546,673419128612,48,28.2,7.4,1.27,"",0,0,0,,0,0,,,,,,,,,95.2200,50.1900,"01/01/2010","31/07/2013"
"5892-1","Creator","3 in 1",2010,"Sonic Boom",,539,45.99,59.99,79.99,,5702014600553,673419128629,48.01,37.8,7.06,1.3,"",0,0,0,,0,0,,,,,,,,,68.0000,44.4000,"01/06/2010","31/12/2012"
"5893-1","Creator","3 in 1",2010,"Off-Road Power",,1061,71.99,89.99,119.99,,5702014600560,673419128636,58.19,37.8,8.71,1.93,"",0,0,0,,0,0,,,,,,,,,90.8800,28.6900,"01/06/2010","31/12/2011"
"5898-1","Bricks and More","",2010,"Cars Building Set",1,139,8.49,9.99,12.99,,5702014602663,673419130646,19.1,14.1,6.1,0.18,"",0,0,0,,0,0,,,,,,,,,19.4700,6.1900,"",""
"5899-1","Bricks and More","",2010,"House Building Set",2,134,8.49,9.99,12.99,,5702014602670,673419130653,19.1,14.1,6.1,0.2,"",0,0,0,,0,0,,,,,,,,,15.0000,11.3100,"",""
"5981-1","Space","Space Police 3",2010,"Raid VPR",2,69,7.99,9.99,12.99,,5702014602335,673419129916,19.1,14.1,4.6,0.12,"",0,0,0,,0,0,,,,,,,,,38.0000,12.5500,"",""
"5982-1","Space","Space Police 3",2010,"Smash 'n' Grab",2,188,17.99,19.99,26.99,,5702014602342,673419129923,28.19,26.19,6.4,0.41,"",0,0,0,,0,0,,,,,,,,,43.2800,19.2400,"",""
"5983-1","Space","Space Police 3",2010,"Undercover Cruiser",2,317,24.99,29.99,39.99,,5702014602359,673419129930,38.2,26.19,7.06,0.63,"",0,0,0,,0,0,,,,,,,,,57.3800,39.1600,"01/06/2010","31/12/2010"
"5984-1","Space","Space Police 3",2010,"Lunar Limo",3,391,34.99,39.99,54.99,,5702014602366,673419129954,48.01,28.19,6.1,0.77,"",0,0,0,,0,0,,,,,,,,,179.9800,85.6600,"01/06/2010","31/12/2010"
"5985-1","Space","Space Police 3",2010,"Space Police Central",5,631,59.99,79.99,109.99,,5702014602373,673419129961,48.01,37.8,9.4,1.58,"",0,0,0,,0,0,,,,,,,,,338.6200,185.4400,"01/06/2010","31/12/2010"
"7116-1","Bionicle","Stars",2010,"Tahu",,19,6.99,7.99,10.99,,5702014600515,673419130325,11.25,18.21,6.1,0.14,"",0,0,0,,0,0,,,,,,,,,54.9900,16.9600,"",""
"7117-1","Bionicle","Stars",2010,"Gresh",,19,6.99,7.99,10.99,,5702014601949,673419130349,11.25,18.21,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,43.0000,9.5500,"",""
"7135-1","Bionicle","Stars",2010,"Takanuva",,21,6.99,7.99,10.99,,5702014601970,673419130356,11.25,18.21,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,47.5000,11.1200,"",""
"7136-1","Bionicle","Stars",2010,"Skrall",,21,6.99,7.99,10.99,,5702014601987,673419130363,11.25,18.21,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,35.5400,9.0000,"",""
"7137-1","Bionicle","Stars",2010,"Piraka",,15,6.99,7.99,10.99,,5702014601994,673419130370,11.25,18.21,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,29.5900,8.3400,"",""
"7138-1","Bionicle","Stars",2010,"Rahkshi",,18,6.99,7.99,10.99,,5702014602007,673419130387,11.25,18.21,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,36.6600,11.7900,"",""
"7145-1","HERO Factory","Rise of the Rookies",2010,"Von Nebula",,156,14.99,19.99,26.99,,,673419130394,26.19,28.19,6.4,0.39,"",0,0,0,,0,0,,,,,,,,,66.0500,33.2300,"01/08/2010","31/07/2011"
"7147-1","HERO Factory","Rise of the Rookies",2010,"XPlode",,45,9.99,12.99,17.99,,5702014602021,673419130417,14.1,26.19,7.19,0.19,"",0,0,0,,0,0,,,,,,,,,46.5900,12.2400,"01/08/2010","31/07/2011"
"7148-1","HERO Factory","Rise of the Rookies",2010,"Meltdown",,50,9.99,12.99,17.99,,5702014602038,673419130424,14.1,26.19,7.19,0.2,"",0,0,0,,0,0,,,,,,,,,35.0000,14.4700,"01/08/2010","31/07/2011"
"7156-1","HERO Factory","Rise of the Rookies",2010,"Corroder",,40,9.99,12.99,17.99,,,673419130431,14.1,26.19,7.19,0.2,"",0,0,0,,0,0,,,,,,,,,35.0000,10.3400,"01/08/2010","31/12/2011"
"7157-1","HERO Factory","Rise of the Rookies",2010,"Thunder",,47,9.99,12.99,17.99,,,673419130448,14.1,26.19,7.19,0.2,"",0,0,0,,0,0,,,,,,,,,49.9600,12.2200,"01/08/2010","31/12/2010"
"7158-1","HERO Factory","Rise of the Rookies",2010,"Furno Bike",,165,19.99,29.99,39.99,,,673419130455,38.2,26.19,5.64,0.5,"",0,0,0,,0,0,,,,,,,,,95.5200,33.8500,"01/08/2010","31/07/2011"
"7160-1","HERO Factory","Rise of the Rookies",2010,"Drop Ship",,390,34.99,49.99,69.99,,,673419130691,35.41,37.8,7.06,0.95,"",0,0,0,,0,0,,,,,,,,,49.9000,50.0000,"01/08/2010","31/12/2010"
"7162-1","HERO Factory","Rise of the Rookies",2010,"Rotor",,145,14.99,19.99,26.99,,,673419130707,26.19,28.19,6.4,0.37,"",0,0,0,,0,0,,,,,,,,,91.2000,32.2700,"01/08/2010","31/12/2010"
"7164-1","HERO Factory","Rise of the Rookies",2010,"Preston Stormer",,17,7.99,7.99,10.99,,,673419130714,11.25,18.21,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,150.9900,6.9200,"01/08/2010","31/07/2011"
"7165-1","HERO Factory","Rise of the Rookies",2010,"Natalie Breez",,19,7.99,7.99,10.99,,,673419130721,11.25,18.21,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,18.7500,3.8600,"01/08/2010","31/07/2011"
"7167-1","HERO Factory","Rise of the Rookies",2010,"William Furno",,19,7.99,7.99,10.99,,,673419130738,11.25,18.21,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,150.9900,6.0600,"01/08/2010","31/07/2011"
"7168-1","HERO Factory","Rise of the Rookies",2010,"Duncan Bulk",,17,7.99,7.99,10.99,,,673419130745,11.25,18.21,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,24.9900,6.1600,"01/08/2010","31/07/2011"
"7169-1","HERO Factory","Rise of the Rookies",2010,"Mark Surge",,19,7.99,7.99,10.99,,,673419130752,11.25,18.21,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,19.9900,5.4500,"01/08/2010","31/07/2011"
"7170-2","HERO Factory","Rise of the Rookies",2010,"Jimi Stringer",,17,7.99,7.99,10.99,,,673419130769,11.25,18.21,6.1,0.15,"",0,0,0,,0,0,,,,,,,,,24.9900,8.3100,"01/08/2010","31/07/2011"
"7179-1","HERO Factory","Rise of the Rookies",2010,"Bulk and Vapour",,89,19.99,24.99,34.99,,5702014602151,,28.2,26.2,6.4,,"",0,0,0,,0,0,,,,,,,,,126.4500,71.6500,"01/08/2010","31/12/2010"
"7206-1","City","Fire",2010,"Fire Helicopter",3,342,19.99,39.99,54.99,,5702014601888,673419129541,48.01,28.19,7.39,0.76,"",0,0,0,,0,0,,,,,,,,,65.6100,17.5200,"01/01/2010","31/12/2010"
"7207-1","City","Fire",2010,"Fire Boat",4,306,39.99,49.99,69.99,,5702014601895,673419129558,54,28.19,9.09,1,"",0,0,0,,0,0,,,,,,,,,104.7300,42.7900,"",""
"7208-1","City","Fire",2010,"Fire Station",4,662,61.99,79.99,109.99,,5702014601901,673419129565,48.01,37.8,9.4,1.56,"",0,0,0,,0,0,,,,,,,,,150.7900,47.2100,"",""
"7213-1","City","Fire",2010,"Off-Road Fire Truck & Fireboat",3,388,31.99,39.99,54.99,,5702014602557,673419130196,48,28.2,7.4,,"",0,0,0,,0,0,,,,,,,,,88.1200,29.4000,"01/01/2010","31/12/2012"
"7566-1","City","Farm",2010,"Farmer",1,16,2.99,3.99,4.99,,5702014601918,673419129572,9.4,9.09,4.04,0.03,"",0,0,0,,0,0,,,,,,,,,10.3700,4.6200,"01/06/2010","31/12/2010"
"7567-1","City","Airport",2010,"Traveller",1,21,2.99,3.99,4.99,,5702014601925,673419129589,9.4,9.09,4.04,0.03,"",0,0,0,,0,0,,,,,,,,,8.5400,6.0000,"01/01/2010","31/12/2010"
"7569-1","Prince of Persia","The Sands of Time",2010,"Desert Attack",4,57,9.99,10.99,14.99,,5702014601727,673419129428,19.1,14.1,4.6,0.1,"",0,0,0,,0,0,,,,,,,,,29.8600,19.7500,"01/04/2010","31/12/2010"
"7570-1","Prince of Persia","The Sands of Time",2010,"The Ostrich Race",3,169,14.99,19.99,26.99,,5702014601734,673419129411,26.19,19.1,6.1,0.28,"",0,0,0,,0,0,,,,,,,,,40.1600,33.7500,"01/04/2010","31/12/2010"
"7571-1","Prince of Persia","The Sands of Time",2010,"The Fight for the Dagger",4,258,29.99,29.99,39.99,,5702014601741,673419129404,38.2,26.19,5.64,0.49,"",0,0,0,,0,0,,,,,,,,,71.8200,61.2600,"01/04/2010","31/12/2010"
"7572-1","Prince of Persia","The Sands of Time",2010,"Quest Against Time",4,506,39.99,49.99,69.99,,5702014601758,673419129398,48.01,28.19,6.1,0.93,"",0,0,0,,0,0,,,,,,,,,59.1000,44.7400,"01/04/2010","31/12/2010"
"7573-1","Prince of Persia","The Sands of Time",2010,"Battle of Alamut",7,821,69.99,79.99,109.99,,5702014601765,673419129381,48.01,37.8,7.06,1.59,"",0,0,0,,0,0,,,,,,,,,190.9300,124.6300,"01/04/2010","31/12/2010"
"7590-1","Toy Story","Original Film",2010,"Woody and Buzz to the Rescue",2,92,14.99,19.99,26.99,,5702014601802,673419143646,26.19,19.1,6.1,0.27,"",0,0,0,,0,0,,,,,,,,,76.6400,27.8300,"01/01/2010","31/12/2011"
"7591-1","Toy Story","Buildable Figures",2010,"Construct-a-Zurg",1,118,19.99,24.99,34.99,,5702014731592,673419130882,26.2,28.2,6.4,,"",0,0,0,,0,0,,,,,,,,,34.1400,36.0100,"01/01/2010","31/12/2010"
"7592-1","Toy Story","Buildable Figures",2010,"Construct-a-Buzz",1,205,20.99,24.99,34.99,,5702014731608,673419143660,26.19,28.19,6.4,0.43,"",0,0,0,,0,0,,,,,,,,,107.8400,27.8200,"01/01/2010","31/05/2011"
"7593-1","Toy Story","Toy Story 2",2010,"Buzz's Star Command Spaceship",2,257,30.99,29.99,39.99,,5702014731615,673419143677,38.2,26.19,7.06,0.51,"",0,0,0,,0,0,,,,,,,,,77.4100,39.2100,"01/01/2010","31/05/2011"
"7594-1","Toy Story","Toy Story 2",2010,"Woody's Roundup!",3,502,40.99,49.99,69.99,,5702014731752,673419143721,48.01,28.19,7.39,0.99,"",0,0,0,,0,0,,,,,,,,,123.6100,72.2600,"01/01/2010","31/05/2011"
"7595-1","Toy Story","Original Film",2010,"Army Men on Patrol",4,90,9.99,10.99,14.99,,5702014602908,673419130974,19.1,14.1,6.1,0.12,"",0,0,0,,0,0,,,,,,,,,41.9700,27.0800,"01/01/2010","31/05/2011"
"7596-1","Toy Story","Toy Story 3",2010,"Trash Compactor Escape",3,370,49.99,49.99,69.99,,5702014602915,673419130981,48.01,28.19,9.09,0.95,"",0,0,0,,0,0,,,,,,,,,86.7000,55.4500,"01/06/2010","31/07/2011"
"7597-1","Toy Story","Toy Story 3",2010,"Western Train Chase",3,584,81.99,79.99,109.99,,5702014602922,673419130998,54,28.19,9.09,1.23,"",0,0,0,,0,0,,,,,,,,,171.3000,104.5600,"01/06/2010","31/12/2011"
"7598-1","Toy Story","Toy Story 2",2010,"Pizza Planet Truck Rescue",2,225,35.99,39.99,54.99,,5702014602946,,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,147.6600,75.9700,"01/06/2010","31/07/2011"
"7599-1","Toy Story","Toy Story 3",2010,"Garbage Truck Getaway",3,402,49.99,49.99,59.99,,5702014602939,,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,139.1700,79.9900,"01/06/2010","31/07/2011"
"7684-1","City","Farm",2010,"Pig Farm & Tractor",2,256,26.99,34.99,49.99,,5702014601932,,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,85.9500,61.0500,"01/03/2010","31/07/2011"
"7688-1","City","General",2010,"LEGO Sports Plane ",1,105,,,,,,673419130226,,,,,"",0,0,0,,0,0,,,,,,,,,23.8000,18.8300,"",""
"7789-1","Toy Story","Toy Story 3",2010,"Lotso's Dump Truck",1,129,15.99,19.99,26.99,,,673419131568,26.19,19.1,6.1,0.34,"",0,0,0,,0,0,,,,,,,,,47.9000,21.4800,"01/06/2010","31/12/2011"
"7848-1","City","Traffic",2010,"Toys R Us Truck",3,356,,44.99,,,5702014700765,,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,116.0200,77.8600,"01/08/2010","31/12/2011"
"7936-1","City","Trains",2010,"Level Crossing",1,142,15.99,19.99,26.99,,5702014602564,673419130219,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,86.5700,34.5900,"01/06/2010","31/12/2011"
"7937-1","City","Trains",2010,"Train Station",4,361,35.99,49.99,69.99,,5702014602588,673410130317,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,120.7100,48.1100,"01/06/2010","31/12/2013"
