Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"10709-1","Classic","Creative Box",2017,"Orange Creative Box",,60,4.99,4.99,6.99,4.99,,673419267410,12.192,9.0932,7.7978,0.0907184,"",0,0,0,,0,0,,,,,,,,,5.9600,4.4800,"01/01/2017","31/12/2018"
"10730-1","Juniors","Cars 3",2017,"Lightning McQueen Speed Launcher",1,47,7.99,9.99,12.99,9.99,,673419264136,15.6972,14.097,4.4958,0.1224698,"",0,0,0,,0,0,,,,,,,,,27.7600,12.0900,"01/06/2017","31/12/2018"
"10731-1","Juniors","Cars 3",2017,"Cruz Ramirez Race Simulator",1,59,7.99,9.99,12.99,9.99,,673419266703,15.6972,14.097,4.4958,0.1270058,"",0,0,0,,0,0,,,,,,,,,13.6200,8.5300,"01/06/2017","31/12/2018"
"10732-1","Juniors","Cars 3",2017,"Guido and Luigi's Pit Stop",2,75,7.99,9.99,12.99,9.99,,673419266710,15.6972,14.097,4.4958,0.1270058,"",0,0,0,,0,0,,,,,,,,,17.2700,16.4900,"01/06/2017","31/07/2018"
"10733-1","Juniors","Cars 3",2017,"Mater's Junkyard",1,62,7.99,9.99,12.99,9.99,,673419266727,15.6972,14.097,4.4958,0.1270058,"",0,0,0,,0,0,,,,,,,,,26.6500,13.8300,"01/06/2017","31/07/2018"
"10734-1","Juniors","City",2017,"Demolition Site",3,175,24.99,29.99,39.99,29.99,5702015868334,673419266734,35.4076,19.1008,7.0104,0.5579181,"",0,0,0,,0,0,,,,,,,,,48.5800,20.0000,"",""
"10735-1","Juniors","City",2017,"Police Truck Chase",2,90,14.99,19.99,24.99,19.99,5702015868341,673419266741,26.2128,19.1008,4.5974,0.285763,"",0,0,0,,0,0,,,,,,,,,22.5000,30.2500,"",""
"10736-1","Juniors","Disney Princess",2017,"Anna and Elsa's Frozen Playground",2,94,19.99,24.99,29.99,24.99,,673419266758,26.2128,19.1008,6.096,0.3311222,"",0,0,0,,0,0,,,,,,,,,40.9000,14.9500,"01/01/2017","31/12/2018"
"10737-1","Juniors","DC Comics Super Heroes",2017,"Batman vs. Mr. Freeze",2,63,12.99,14.99,17.99,14.99,,673419266765,19.1008,14.097,6.096,0.172365,"",0,0,0,,0,0,,,,,,,,,18.7400,11.9000,"01/01/2017","31/12/2018"
"10738-1","Juniors","Disney Princess",2017,"Snow White's Forest Cottage",1,67,12.99,14.99,17.99,14.99,,673419266772,19.1008,14.097,4.5974,0.1542213,"",0,0,0,,0,0,,,,,,,,,26.8900,16.6700,"01/08/2017","31/07/2018"
"10739-1","Juniors","Ninjago",2017,"Shark Attack",3,108,15.99,19.99,24.99,19.99,,673419266789,20.4978,19.1008,4.5974,0.2177242,"",0,0,0,,0,0,,,,,,,,,20.7700,9.2700,"01/08/2017","31/12/2018"
"10740-1","Juniors","City",2017,"Fire Patrol Suitcase",2,110,17.99,19.99,24.99,19.99,5702015868792,673419266796,28.4988,26.2128,6.4008,0.7620345,"",0,0,0,,0,0,,,,,,,,,20.0000,7.0000,"",""
"10742-1","Juniors","Cars 3",2017,"Willy's Butte Speed Training",2,95,15.99,19.99,24.99,19.99,,673419266802,20.4978,19.1008,6.096,0.2540115,"",0,0,0,,0,0,,,,,,,,,26.2200,13.0000,"01/06/2017","31/07/2018"
"10743-1","Juniors","Cars 3",2017,"Smokey's Garage",3,116,19.99,19.99,29.99,24.99,,673419266819,26.2128,19.1008,4.5974,0.3356581,"",0,0,0,,0,0,,,,,,,,,42.9900,29.3800,"01/06/2017","31/12/2018"
"10744-1","Juniors","Cars 3",2017,"Thunder Hollow Crazy 8 Race",4,191,29.99,34.99,44.99,39.99,,673419266826,28.194,26.2128,5.8928,0.4808075,"",0,0,0,,0,0,,,,,,,,,66.4100,37.5600,"01/06/2017","31/12/2018"
"10745-1","Juniors","Cars 3",2017,"Florida 500 Final Race",5,266,44.99,49.99,64.99,49.99,,673419266833,38.2016,26.2128,7.0612,0.7076035,"",0,0,0,,0,0,,,,,,,,,83.3300,60.0000,"01/08/2017","31/12/2018"
"10746-1","Juniors","Friends",2017,"Mia's Farm Suitcase",1,100,17.99,19.99,24.99,19.99,,673419266840,28.4988,26.2128,6.4008,0.7529627,"",0,0,0,,0,0,,,,,,,,,12.0000,,"01/01/2017","31/07/2018"
"10747-1","Juniors","Friends",2017,"Andrea and Stephanie's Beach Holiday",2,143,24.99,29.99,39.99,29.99,,673419267359,35.4076,19.1008,5.8928,0.4445201,"",0,0,0,,0,0,,,,,,,,,24.1100,25.0000,"01/01/2017","31/12/2017"
"10823-1","Duplo","Batman",2017,"Batwing Adventure",2,28,24.99,29.99,29.99,29.99,,673419250122,28.194,26.2128,7.5946,0.5488463,"",0,0,0,,0,0,,,,,,,,,25.5200,30.5000,"01/01/2017","31/07/2018"
"10832-1","Duplo","",2017,"Birthday Party",3,19,11.99,14.99,17.99,14.99,5702015865586,673419263849,20.4978,19.1008,7.2898,0.285763,"",0,0,0,,0,0,,,,,,,,,10.5100,10.9500,"01/01/2017","31/12/2018"
"10833-1","Duplo","",2017,"Nursery School",3,39,15.99,19.99,19.99,19.99,5702015865593,673419264556,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,16.1600,19.9700,"01/01/2017","31/12/2018"
"10834-1","Duplo","",2017,"Pizzeria",3,57,24.99,29.99,29.99,29.99,5702015865609,673419264563,38.2016,26.2128,11.811,0.9570791,"",0,0,0,,0,0,,,,,,,,,50.0000,29.9000,"01/01/2017","31/12/2019"
"10835-1","Duplo","",2017,"Family House",3,69,39.99,39.99,44.99,39.99,5702015865623,673419264587,35.4076,37.7952,11.811,1.342632,"",0,0,0,,0,0,,,,,,,,,79.0000,39.9900,"01/01/2017","31/12/2019"
"10836-1","Duplo","",2017,"Neighborhood",5,98,54.99,59.99,74.99,59.99,5702015865616,673419264570,48,37.8,11.2,,"",0,0,0,,0,0,,,,,,,,,81.0600,50.8700,"01/01/2017","31/12/2018"
"10837-1","Duplo","",2017,"Santa's Winter Holiday",3,45,24.99,29.99,29.99,29.99,5702015869942,673419267663,38.2016,26.2128,9.398,0.793786,"",0,0,0,,0,0,,,,,,,,,43.7400,33.4400,"01/06/2017","31/12/2018"
"10838-1","Duplo","",2017,"Pets",,15,8.99,9.99,12.99,9.99,5702015869959,673419267670,19.1,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,10.4100,10.0100,"01/01/2017","31/12/2018"
"10839-1","Duplo","",2017,"Shooting Gallery",2,32,15.99,24.99,24.99,24.99,5702015869966,673419267687,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,24.5600,,"01/06/2017","31/12/2018"
"10840-1","Duplo","",2017,"Big Fair",5,106,69.99,79.99,99.99,79.99,5702015869973,673419267694,58.2,37.8,11.8,2.1,"",0,0,0,,0,0,,,,,,,,,85.7400,49.6300,"01/06/2017","31/07/2021"
"10841-1","Duplo","",2017,"Fun Family Fair",4,61,39.99,39.99,44.99,44.99,5702015869980,673419267700,48,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,40.3900,,"01/06/2017","31/12/2018"
"10842-1","Duplo","Batman",2017,"Batcave Challenge",4,73,44.99,49.99,59.99,49.99,,673419265379,48.006,28.194,9.0932,1.129444,"",0,0,0,,0,0,,,,,,,,,136.5000,76.5000,"01/01/2017","31/12/2017"
"10843-1","Duplo","Mickey and the Roadster Racers",2017,"Mickey Racer",1,15,12.99,14.99,17.99,14.99,5702015866590,673419265386,20.4978,19.1008,7.2898,0.2630834,"",0,0,0,,0,0,,,,,,,,,30.6400,15.4000,"01/06/2017","31/12/2018"
"10844-1","Duplo","Minnie",2017,"Minnie Mouse Bow-tique",2,70,39.99,39.99,44.99,39.99,,673419265393,48.006,28.194,9.0932,1.006974,"",0,0,0,,0,0,,,,,,,,,49.9500,36.1600,"01/06/2017","31/12/2018"
"10845-1","Duplo","",2017,"My First Carousel",3,24,19.99,24.99,24.99,24.99,5702015866613,673419265409,38.2016,26.2128,7.0612,0.6713161,"",0,0,0,,0,0,,,,,,,,,27.3400,18.9500,"01/01/2017","31/07/2018"
"10846-1","Duplo","Cars 3",2017,"Flo's Café",3,28,44.99,39.99,44.99,49.99,,673419265416,54.0004,28.194,9.0932,0.9480073,"",0,0,0,,0,0,,,,,,,,,100.1800,64.9900,"01/06/2017","31/12/2018"
"10847-1","Duplo","",2017,"My First Number Train",2,23,12.99,19.99,24.99,19.99,5702015866637,673419265423,35.4076,19.1008,9.0932,0.5443104,"",0,0,0,,0,0,,,,,,,,,17.9400,10.2200,"01/01/2017","31/12/2021"
"10848-1","Duplo","",2017,"My First Building Blocks",,80,17.99,,,19.99,5702015866644,673419265430,,,,,"",0,0,0,,0,0,,,,,,,,,19.8300,,"",""
"10849-1","Duplo","",2017,"My First Plane",,10,3.99,4.99,4.99,4.99,,673419265447,15.6972,14.097,6.096,0.1224698,"",0,0,0,,0,0,,,,,,,,,5.0000,3.0000,"01/01/2017","31/12/2017"
"10850-1","Duplo","",2017,"My First Birthday Cake",,8,3.99,4.99,4.99,4.99,,673419265454,15.6972,14.097,6.096,0.1179339,"",0,0,0,,0,0,,,,,,,,,5.8400,4.0600,"01/01/2017","31/12/2017"
"10851-1","Duplo","",2017,"My First Bus",,6,3.99,4.99,4.99,4.99,,673419265461,15.6972,14.097,6.096,0.1315417,"",0,0,0,,0,0,,,,,,,,,4.2800,3.0100,"01/01/2017","31/12/2018"
"10852-1","Duplo","",2017,"My First Parrot",,7,3.99,4.99,4.99,4.99,,673419265478,15.6972,14.097,6.096,0.1315417,"",0,0,0,,0,0,,,,,,,,,5.0000,1.0000,"01/01/2017","31/12/2017"
"10853-1","Duplo","",2017,"Abundant Wildlife Creative Building Set",,75,19.99,,,24.99,5702015866699,673419265485,,,,,"",0,0,0,,0,0,,,,,,,,,36.9600,,"",""
"10854-1","Duplo","",2017,"Creative Box",1,120,29.99,,,34.99,5702015866705,673419265492,26,38,14,,"",0,0,0,,0,0,,,,,,,,,55.0000,,"01/01/2017","31/12/2018"
"10855-1","Duplo","Disney Princess",2017,"Cinderella's Magical Castle",2,56,29.99,34.99,39.99,34.99,,673419265508,38.2016,26.2128,11.811,0.9480073,"",0,0,0,,0,0,,,,,,,,,33.1700,24.5000,"01/01/2017","31/12/2017"
"10856-1","Duplo","Cars 3",2017,"Mater's Shed",1,23,16.99,19.99,24.99,19.99,,673419265515,26.2128,19.1008,7.2136,0.394625,"",0,0,0,,0,0,,,,,,,,,40.0000,22.4000,"01/06/2017","31/12/2018"
"10857-1","Duplo","Cars 3",2017,"Piston Cup Race",3,31,29.99,29.99,29.99,29.99,5702015866736,673419265522,38.2016,26.2128,7.0612,0.5942055,"",0,0,0,,0,0,,,,,,,,,55.5300,25.0000,"01/06/2017","31/12/2019"
"11913-1","Nexo Knights","Book Parts",2017,"NEXO KNIGHTS: Build Your Own Adventure parts ",1,78,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,8.4700,,"",""
"11914-1","DC Comics Super Heroes","Book Parts",2017,"DC Comics Super Heroes Build Your Own Adventure parts",1,80,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,20.2500,16.2000,"",""
"17101-1","Boost","",2017,"Boost Creative Toolbox",,843,149.99,159.99,199.99,169.99,5702015930000,673419272292,54.0004,28.194,9.0932,1.383456,"",0,0,0,,0,0,,,,,,,,,179.4000,106.2500,"01/08/2017","31/12/2022"
"21032-1","Architecture","Skylines",2017,"Sydney",,361,29.99,29.99,39.99,29.99,5702015865319,673419264396,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,146.7100,90.1000,"01/01/2017","31/12/2018"
"21033-1","Architecture","Skylines",2017,"Chicago",,444,44.99,39.99,49.99,39.99,5702015865326,673419264402,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,187.7900,107.5800,"01/01/2017","31/12/2018"
"21034-1","Architecture","Skylines",2017,"London",,468,34.99,39.99,49.99,39.99,5702015865333,673419264419,26.2,19.1,6.1,0.62,"",0,0,0,,0,0,,,,,,,,,33.1400,20.4200,"01/01/2017","31/12/2025"
"21035-1","Architecture","Landmark Series",2017,"Solomon R. Guggenheim Museum",,744,64.99,79.99,99.99,69.99,5702015865340,673419264426,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,121.4600,87.6100,"01/04/2017","31/12/2018"
"21036-1","Architecture","Landmark Series",2017,"Arc de Triomphe",,386,29.99,39.99,49.99,34.99,5702015865357,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,90.7100,55.3700,"01/08/2017","31/12/2018"
"21037-1","Architecture","Miscellaneous",2017,"LEGO House",,774,44.99,,,49.99,5702015867481,,26.2,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,87.1700,76.8300,"01/08/2017","31/12/2026"
"21129-1","Minecraft","Minifig-scale",2017,"The Mushroom Island",2,247,19.99,19.99,24.99,19.99,,673419264488,26.2128,19.1008,7.2136,0.4944153,"",0,0,0,,0,0,,,,,,,,,45.0000,20.2500,"01/03/2017","31/12/2018"
"21130-1","Minecraft","Minifig-scale",2017,"The Nether Railway",2,387,39.99,29.99,39.99,39.99,5702015865456,673419264495,35.4076,19.1008,7.0104,0.6123492,"",0,0,0,,0,0,,,,,,,,,69.8600,35.4200,"01/03/2017","31/12/2018"
"21131-1","Minecraft","Minifig-scale",2017,"The Ice Spikes",2,454,44.99,39.99,49.99,49.99,,673419264501,28.194,26.2128,9.5504,0.852753,"",0,0,0,,0,0,,,,,,,,,117.4700,59.9900,"01/03/2017","31/12/2017"
"21132-1","Minecraft","Minifig-scale",2017,"Jungle Temple",3,598,54.99,49.99,64.99,59.99,,673419264518,38.2016,26.2128,9.398,1.052333,"",0,0,0,,0,0,,,,,,,,,129.5600,73.2200,"01/03/2017","31/12/2017"
"21133-1","Minecraft","Minifig-scale",2017,"The Witch Hut",2,502,64.99,59.99,74.99,69.99,,673419264525,38.2016,26.2128,7.0612,0.8572889,"",0,0,0,,0,0,,,,,,,,,172.7800,125.0000,"01/03/2017","31/12/2017"
"21134-1","Minecraft","Minifig-scale",2017,"The Waterfall Base",4,729,74.99,69.99,89.99,89.99,,673419264532,54.0004,28.194,7.8486,1.338096,"",0,0,0,,0,0,,,,,,,,,109.9900,61.8800,"01/03/2017","31/12/2018"
"21135-1","Minecraft","Minifig-scale",2017,"The Crafting Box 2.0",2,717,79.99,59.99,74.99,69.99,5702015865197,673419263764,48.006,28.194,7.3914,1.192947,"",0,0,0,,0,0,,,,,,,,,75.0000,57.7400,"01/08/2017","31/12/2019"
"21136-1","Minecraft","Minifig-scale",2017,"The Ocean Monument",2,1122,119.99,119.99,139.99,119.99,,673419263788,48.006,37.7952,9.398,1.855191,"",0,0,0,,0,0,,,,,,,,,143.1600,142.5000,"01/08/2017","31/12/2018"
"21137-1","Minecraft","Minifig-scale",2017,"The Mountain Cave",6,2863,259.99,249.99,299.99,249.99,,673419263818,58.1914,48.006,16.9926,5.089302,"",0,0,0,,0,0,,,,,,,,,1781.4800,600.9700,"01/07/2017","31/12/2018"
"21308-1","Ideas","Licensed",2017,"Adventure Time",,495,44.99,49.99,64.99,49.99,5702015879668,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,54.2300,62.9500,"01/01/2017","31/12/2018"
"21309-1","Ideas","NASA",2017,"NASA Apollo Saturn V",,1969,109.99,119.99,149.99,119.99,5702016000078,673419344968,37.8,48,11.2,,"",0,0,0,,0,0,,,,,,,,,147.1800,100.4400,"01/06/2017","31/12/2019"
"21310-1","Ideas","",2017,"Old Fishing Store",4,2049,139.99,149.99,179.99,149.99,5702016041057,,47.8,37.3,10.9,,"",0,0,0,,0,0,,,,,,,,,421.8600,350.3900,"01/09/2017","31/12/2018"
"21312-1","Ideas","NASA",2017,"Women of NASA",4,231,19.99,24.99,29.99,24.99,5702016108453,,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,41.5100,31.2200,"01/11/2017","31/12/2018"
"30323-1","Duplo","",2017,"My First Fish",,7,,,,,5702015877008,673419268776,17,19.5,1.7,,"",0,0,0,,0,0,,,,,,,,,2.8800,,"01/01/2017","31/12/2017"
"30324-0","Duplo","",2017,"My Town {Random Bag}",,,,,,,,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2017","31/12/2017"
"30324-2","Duplo","",2017,"My Town - Policeman",,3,,,,,,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2017","31/12/2017"
"30324-3","Duplo","",2017,"My Town - Girl",,3,,,,,,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2017","31/12/2017"
"30324-4","Duplo","",2017,"My Town - Cat",,3,,,,,,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2017","31/12/2017"
"30324-5","Duplo","",2017,"My Town - Male",,3,,,,,,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2017","31/12/2017"
"30324-6","Duplo","",2017,"My Town - Female",,3,,,,,,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2017","31/12/2017"
"30338-1","Juniors","Fire",2017,"Fire Car",1,28,,,,,5702015870283,673419267953,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,4.2100,3.1400,"01/01/2017","31/12/2017"
"30351-1","City","Police",2017,"Police Helicopter",1,44,,,,,5702015876599,673419268455,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,4.0600,1.6600,"01/01/2017","31/12/2017"
"30352-1","City","Police",2017,"Police Car",1,50,,,,,5702015876155,,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,4.7000,2.1200,"01/01/2017","31/12/2017"
"30353-1","City","Construction",2017,"Tractor",1,43,,,,,5702015876162,673419268615,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,5.4100,4.5000,"01/01/2017","31/12/2017"
"30354-1","City","Traffic",2017,"Hot Rod",1,38,,,,,5702015876872,,17,19.5,0.9,0.039,"",0,0,0,,0,0,,,,,,,,,5.6300,6.4500,"01/01/2017","31/12/2017"
"30355-1","City","Jungle",2017,"Jungle ATV",1,32,,,,,5702015876889,,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,5.7700,4.3600,"01/06/2017","31/12/2017"
"30376-1","Nexo Knights","Promotional",2017,"Knighton Rider",1,42,,,,,5702015876896,673419268646,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,6.0000,1.5100,"01/01/2017","31/12/2017"
"30377-1","Nexo Knights","Promotional",2017,"Motor Horse",1,47,,,,,5702015876902,673419268653,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,4.9400,2.6200,"01/01/2017","31/12/2017"
"30378-1","Nexo Knights","Promotional",2017,"Shrunken Headquarters",1,48,,,,,5702015876919,,17,17,1,,"",0,0,0,,0,0,,,,,,,,,4.5600,2.6700,"01/01/2017","31/12/2017"
"30379-1","The LEGO Ninjago Movie","Promotional",2017,"Quake Mech",,64,,,,,5702015876964,673419268721,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,5.3700,2.9800,"01/08/2017","31/12/2017"
"30400-1","Friends","Sports",2017,"Gymnastic Bar",1,26,,,,,5702015876124,673419268561,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,2.9500,1.9900,"01/01/2017","31/12/2017"
"30401-1","Friends","Summer",2017,"Pool Foam Slide",1,40,,3.99,,,5702015876131,673419268578,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,3.8500,2.3500,"01/01/2017","31/12/2018"
"30402-1","Friends","Snow Resort",2017,"Snowboard Tricks",1,27,,,,,5702015876148,,17,17,0.7,0.026,"",0,0,0,,0,0,,,,,,,,,4.0400,1.6500,"01/06/2017","31/12/2017"
"30425-1","Ninjago","General",2017,"CRU Masters' Training Grounds",2,43,,,,,5702015876117,673419268738,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,8.0300,4.9900,"01/01/2017","31/12/2017"
"30426-1","Ninjago","The Hands of Time",2017,"Stealthy Swamp Airboat",1,38,,,,,5702015876971,673419268745,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,5.4800,3.9900,"01/01/2017","31/12/2017"
"30427-1","The LEGO Ninjago Movie","Promotional",2017,"Ice Tank",,71,,,,,5702015876988,673419268752,20,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,6.2400,1.7500,"01/08/2017","31/12/2017"
"30428-1","The LEGO Ninjago Movie","Promotional",2017,"Green Ninja Mech Dragon",,60,,,,,5702015876995,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,4.5200,2.3200,"01/08/2017","31/12/2017"
"30449-1","Marvel Super Heroes","Guardians of the Galaxy Vol. 2",2017,"The Milano",,64,,,,,5702015877022,673419268790,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,7.0400,4.0000,"01/03/2017","31/12/2017"
"30475-1","Creator","Miscellaneous",2017,"Off Roader",,33,,,,,5702015874939,673419268257,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,5.2100,2.0000,"01/01/2017","31/12/2017"
"30476-1","Creator","Miscellaneous",2017,"Happy Turtle",,33,,,,,5702015874946,673419268264,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,5.8400,4.0400,"01/01/2017","31/12/2017"
"30477-1","Creator","Miscellaneous",2017,"Colorful Chameleon",,53,,,,,5702015874953,673419268271,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,4.5700,2.3000,"01/01/2017","31/12/2017"
"30478-1","Creator","Seasonal",2017,"Jolly Santa",,74,,,,,5702015874960,,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,5.3000,2.3300,"01/06/2017","31/12/2017"
"30496-1","Star Wars","Rogue One",2017,"U-wing Fighter",,55,,3.99,,,5702015877039,673419268806,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,5.7200,3.3500,"01/01/2017","31/12/2018"
"30497-1","Star Wars","Episode VIII",2017,"First Order Heavy Assault Walker",,54,,,,,5702015877046,673419268813,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,6.0800,3.7500,"01/09/2017","31/12/2018"
"30521-1","The LEGO Batman Movie","Miscellaneous",2017,"The Mini Batmobile",,68,,,,,5702015876926,673419268677,17,17,1,,"",0,0,0,,0,0,,,,,,,,,6.4200,6.0400,"01/01/2017","31/12/2017"
"30522-1","The LEGO Batman Movie","Miscellaneous",2017,"Batman in the Phantom Zone",1,59,3.99,,,3.49,5702015876933,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,5.1600,4.9900,"01/01/2017","31/12/2018"
"30523-1","The LEGO Batman Movie","Miscellaneous",2017,"The Joker Battle Training",1,49,,,,,5702015876940,673419268691,20,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,7.4400,4.5000,"01/01/2017","31/12/2017"
"30524-1","The LEGO Batman Movie","Promotional",2017,"The Mini Batwing",,80,,,,,5702015876957,673419268707,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,4.2800,2.6300,"01/01/2017","31/12/2017"
"30546-1","DC Super Hero Girls","Promotional",2017,"Krypto Saves the Day",1,55,,,,4.99,5702015870610,,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,4.7600,2.6700,"01/01/2017","31/12/2017"
"30551-1","Disney","Cinderella",2017,"Cinderella's Kitchen",1,37,,,,,5702015876698,673419268295,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,8.0200,4.0000,"01/01/2017","31/12/2017"
"30607-1","The LEGO Batman Movie","Promotional",2017,"Disco Batman - Tears of Batman ",2,13,,3.99,6.99,,5702015890090,673419271165,,,,,"",0,0,0,,0,0,,,,,,,,,12.4500,7.7000,"",""
"30608-1","The LEGO Ninjago Movie","Promotional",2017,"Kendo Lloyd",1,7,,,,,5702015998291,673419276856,,,,,"",0,0,0,,0,0,,,,,,,,,7.0000,,"",""
"30609-1","The LEGO Ninjago Movie","Promotional",2017,"Lloyd",1,6,2.99,,,2.91,5702015998307,,14,14,0.3,,"",0,0,0,,0,0,,,,,,,,,5.1900,4.8800,"01/09/2017","31/12/2017"
"30610-1","Marvel Super Heroes","Promotional",2017,"Giant-Man Hank Pym",1,3,,,,,5702016023398,673419277853,,,,,"",0,0,0,,0,0,,,,,,,,,19.0900,15.0000,"",""
"30611-1","Star Wars","Promotional",2017,"R2-D2",,70,,,,,5702015890076,673419271158,20,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,22.3700,21.8700,"01/01/2017","31/12/2017"
"30612-1","The LEGO Batman Movie","Promotional",2017,"Batgirl",1,9,,,,,5702015925860,673419271684,,,,,"",0,0,0,,0,0,,,,,,,,,13.7200,8.9500,"",""
