Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"200-3","System","Town Plan",1957,"LEGO Town Plan Board, Plastic",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,228.8600,"",""
"214-4","System","Supplemental",1957,"Windows and Doors Retailer Pack",,0,,,,,,,37.5,23.7,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"225-1","System","Supplemental",1957,"1 x 6 and 1 x 8 Bricks",,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,22.1900,"",""
"236-2","System","Town Plan",1957,"Garage and Van",,69,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,546.2300,"",""
"283-1","System","Supplemental",1957,"Sloping Ridge and Valley Bricks, Red",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,16.0000,"",""
"283-2","System","Supplemental",1957,"Sloping Ridge and Valley Bricks, Blue",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1223-3","System","Supplemental",1957,"2 x 2 Curved Bricks",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1231-4","System","Supplemental",1957,"Windows and Doors Retailer Pack",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1233-2","System","Supplemental",1957,"Light Masts",,4,,,,,,,6.3,8.6,2.5,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1234-2","System","Supplemental",1957,"Letter Bricks",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1242-2","System","Supplemental",1957,"International Flags",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1245-2","System","Supplemental",1957,"Lighting Device Pack",,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1260-2","System","HO 1:87 Vehicles",1957,"1:87 Twenty Four Models",,24,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1306-1","System","Town Plan",1957,"VW Garage",,45,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,1070.6800,"",""
"1307-1","System","Town Plan",1957,"VW Auto Showroom",,51,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1308-1","System","Town Plan",1957,"Fire Station",,111,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1309-1","System","Town Plan",1957,"Church",,150,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,1586.1200,"",""
"1200M-1","System","Town Plan",1957,"LEGO Town Plan Wooden Board",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,125.1500,"",""
"1242D-1","System","Supplemental",1957,"5 Danish Flags",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"200A-1","System","Town Plan",1957,"LEGO Town Plan Wooden Board",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"200M-1","System","Town Plan",1957,"LEGO Town Plan Wooden Board",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"700_0-2","System","",1957,"Canister Set (Switzerland)",,196,,,,,,,9.7,36.5,9.7,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"700_1-3","System","",1957,"Canister Set (Switzerland)",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"700_3A-3","System","",1957,"Canister Set (Switzerland)",,96,,,,,,,9.7,20,9.7,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"700_6-3","System","",1957,"Canister Set (Switzerland)",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""







