Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"040-1","System","Basic Set",1964,"Basic Building Set in Cardboard",,287,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,58.5100,"",""
"041-1","Samsonite","Jumbo Bricks",1964,"Pre-School Beginners Set",,24,,4.95,,,,,40.64,3.175,30.48,0.93,"",0,0,0,,0,0,,,,,,,,,,200.0000,"",""
"050-1","System","Basic Set",1964,"Basic Building Set in Cardboard",,287,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,97.1000,"",""
"105-4","Samsonite","Jumbo Bricks",1964,"Pre-School Beginners Set",,24,,,,,,,15.5,40,15.5,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"303-2","System","Vehicle",1964,"Aeroplane",,46,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,5.2400,"",""
"304-2","System","Vehicle",1964,"Tractor & Trailer",,82,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,39.5200,"",""
"305-2","System","Vehicle",1964,"Fire Engine",,170,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"322-2","System","Building",1964,"Town House",,171,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,109.9800,"",""
"323-1","System","Vehicle",1964,"Train",,253,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,49.5600,"",""
"324-2","System","Building",1964,"House with Garage",,174,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,313.8400,93.9800,"",""
"395-3","System","Basic Set",1964,"New York World Fair Promo",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"396-2","System","Basic Set",1964,"New York World Fair Promo",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"401-3","System","Supplemental",1964,"Large Wheels with Axles (System)",,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,9.3400,6.3000,"",""
"402-2","System","Supplemental",1964,"White Turntables",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,21.4700,"",""
"472-1","System","HO 1:87 Vehicles",1964,"1:87 Nine Models",,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"650-2","System","HO 1:87 Vehicles",1964,"1:87 Mercedes Esso Tanker",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,58.7400,"",""
"651-2","System","HO 1:87 Vehicles",1964,"1:87 Mercedes Truck",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"652-1","System","HO 1:87 Vehicles",1964,"1:87 Mercedes Truck/Trailer",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,13.2800,"",""
"653-2","System","HO 1:87 Vehicles",1964,"1:87 Mercedes Flatbed Truck",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,58.5600,"",""
"654-2","System","HO 1:87 Vehicles",1964,"1:87 Mercedes Flatbed Truck/Trailer",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"655-2","System","HO 1:87 Vehicles",1964,"1:87 Mercedes Fire Truck",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,30.8700,"",""
"656-2","System","HO 1:87 Vehicles",1964,"1:87 Mercedes Tow Truck",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"657-2","System","HO 1:87 Vehicles",1964,"1:87 Mercedes Delivery Van",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,67.2500,"",""
"658-2","System","HO 1:87 Vehicles",1964,"1:87 VW Van",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"659-2","System","HO 1:87 Vehicles",1964,"1:87 VW Pickup",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"661-2","System","HO 1:87 Vehicles",1964,"1:87 VW Beetle",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"664-2","System","HO 1:87 Vehicles",1964,"1:87 Mercedes 220 S",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"665-1","System","HO 1:87 Vehicles",1964,"1:87 Karmann Ghia",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"666-1","System","HO 1:87 Vehicles",1964,"1:87 Mercedes Sport",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"667-1","System","HO 1:87 Vehicles",1964,"1:87 VW 1500",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"668-1","System","HO 1:87 Vehicles",1964,"1:87 Ford Taunus 17M",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"670-3","System","HO 1:87 Vehicles",1964,"1:87 Jaguar E-Type with Garage",,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"671-3","System","HO 1:87 Vehicles",1964,"1:87 Vauxhall Victor Estate with Garage",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"799-1","System","Supplemental",1964,"Baseplate, Gray",,1,,1.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,34.0500,2.9300,"",""
"801-3","Samsonite","Model Maker",1964,"Space Rocket",,115,,0.98,,,,,17,27.5,5,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"802-3","Samsonite","Model Maker",1964,"Player Piano",,90,,0.98,,,,,17,27.5,5,,"",0,0,0,,0,0,,,,,,,,,,,"",""
