Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"210-2","System","Town Plan",1958,"Small Store Set",,30,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,86.3700,"",""
"211-2","System","Town Plan",1958,"Small House Set",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,70.0000,"",""
"212-1","System","Town Plan",1958,"Small House - Left Set",,21,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,16.9700,"",""
"213-2","System","Town Plan",1958,"Small House - Right Set",,21,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,33.9400,"",""
"214-2","System","Supplemental",1958,"Ten Windows and Doors, Red",,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,7.4500,"",""
"214-3","System","Supplemental",1958,"Ten Windows and Doors, White",,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,5.0100,"",""
"215-2","System","Supplemental",1958,"2 x 8 Bricks",,6,,,,,,,6.35,8.89,2.54,,"",0,0,0,,0,0,,,,,,,,,,16.8300,"",""
"216-1","System","Supplemental",1958,"2 x 10 Bricks",,5,,,,,,,6.3,8.9,2.5,,"",0,0,0,,0,0,,,,,,,,,,16.1900,"",""
"217-2","System","Supplemental",1958,"4 x 4 Corner Bricks",,5,,,,,,,6.3,8.9,2.5,,"",0,0,0,,0,0,,,,,,,,,,16.1000,"",""
"218-2","System","Supplemental",1958,"2 x 4 Bricks",,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,10.2100,"",""
"219-1","System","Supplemental",1958,"2 x 3 Bricks",,15,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,8.3900,8.1700,"",""
"220-1","System","Supplemental",1958,"2 x 2 Bricks",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,21.8400,"",""
"221-2","System","Supplemental",1958,"1 x 2 Bricks",,26,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,9.6000,16.1000,"",""
"222-2","System","Supplemental",1958,"1 x 1 Bricks",,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,21.1700,"",""
"223-2","System","Supplemental",1958,"1 x 1 Round Bricks",,40,,,,,,,6.2,8.7,2.5,,"",0,0,0,,0,0,,,,,,,,,,21.4700,"",""
"224-3","System","Supplemental",1958,"2 x 2 Curved Bricks",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,19.1700,"",""
"226-1","System","Supplemental",1958,"8 Named Beams",,8,,,,,,,6.3,8.7,2.5,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"227-1","System","Supplemental",1958,"4 x 8 Curved & 2 x 8 Plates",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,21.4700,"",""
"228-1","System","Supplemental",1958,"4 x 8 & 2 x 8 Plates",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,13.2700,"",""
"229-1","System","Supplemental",1958,"6 x 8 & 2 x 8 Plates",,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,14.0900,"",""
"230-2","System","Supplemental",1958,"Six Trees and Bushes",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,45.7100,"",""
"232-2","System","Supplemental",1958,"16 Road Signs",,16,,,,,,,6.35,8.89,2.54,,"",0,0,0,,0,0,,,,,,,,,,50.5000,"",""
"233-1","System","Supplemental",1958,"Light Masts",,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,25.6000,"",""
"234-1","System","Supplemental",1958,"Letter Bricks",,50,,,,,,,6.5,8.52,2.5,,"",0,0,0,,0,0,,,,,,,,,,80.4700,"",""
"235-1","System","Supplemental",1958,"Garage Plate and Door (White Base and Door Frame)",,5,,,,,,,14,6.5,3,,"",0,0,0,,0,0,,,,,,,,,,35.7400,"",""
"242-1","System","Supplemental",1958,"International Flags",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,64.4000,"",""
"242-2","System","Supplemental",1958,"5 Danish Flags",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,85.8700,"",""
"245-1","System","Supplemental",1958,"Lighting Device Pack",,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,18.2300,"",""
"253-1","System","HO 1:87 Vehicles",1958,"1:87 Bedford Flatbed Truck",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"254-2","System","HO 1:87 Vehicles",1958,"1:87 Bedford Flatbed Trailer",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"255-1","System","HO 1:87 Vehicles",1958,"1:87 Bedford Fire Engine",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,56.8000,"",""
"256-2","System","HO 1:87 Vehicles",1958,"1:87 Bedford Tow Truck",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,35.5400,"",""
"257-1","System","HO 1:87 Vehicles",1958,"1:87 Bedford Delivery Truck",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,50.9800,"",""
"258-2","System","HO 1:87 Vehicles",1958,"1:87 VW Van",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,100.0000,"",""
"259-1","System","HO 1:87 Vehicles",1958,"1:87 VW Pickup",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,47.7600,"",""
"260-2","System","HO 1:87 Vehicles",1958,"1:87 VW Beetle",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"261-2","System","HO 1:87 Vehicles",1958,"1:87 VW Beetle + Showroom",,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"270-1","System","HO 1:87 Vehicles",1958,"5 Cyclists / Motorcyclists",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,75.1100,"",""
"271-2","System","Town Plan",1958,"Traffic Police Set",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,184.1600,"",""
"306-2","System","Town Plan",1958,"VW Garage",,45,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,539.7800,"",""
"307-2","System","Town Plan",1958,"VW Auto Showroom",,51,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,710.1000,"",""
"308-3","System","Town Plan",1958,"Fire Station",,111,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,706.4700,"",""
"309-2","System","Town Plan",1958,"Church",,149,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,582.9100,"",""
"310-5","System","Town Plan",1958,"ESSO Filling Station",,98,,,,,,,37.5,23,2.8,,"",0,0,0,,0,0,,,,,,,,,,654.7700,"",""
"700-2","System","Wooden Box Set",1958,"Wooden Storage Box, Empty",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,22.2500,"",""
"700-13","System","Wooden Box Set",1958,"Wooden Storage Box with Contents",,493,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1234-4","System","Basic Set",1958,"Lego Mursten System i Leg 1 x 1 Letter Bricks",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
