Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"010-3","System","Basic Set",1968,"Basic Building Set",,78,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,16.2700,"",""
"011-1","System","Basic Set",1968,"Basic Building Set",,146,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,179.1400,13.9400,"",""
"022-1","System","Basic Set",1968,"Basic Building Set",,110,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,28.8800,"",""
"033-2","System","Basic Set",1968,"Basic Building Set",,182,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,158.8100,38.5000,"",""
"044-1","System","Basic Set",1968,"Basic Building Set",,234,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,164.6700,63.7300,"",""
"055-2","System","Basic Set",1968,"Basic Building Set",,256,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,79.5900,"",""
"060-3","Samsonite","Jumbo Bricks",1968,"Jumbo Brick School Set",,60,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,37.5000,"",""
"066-1","System","Basic Set",1968,"Basic Building Set",,407,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,312.5300,"",""
"066-2","Samsonite","Basic set",1968,"Governor Set",,387,,12.95,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"102-1","Trains","Supplemental / 4.5V",1968,"4.5V Motor Set",,24,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,234.5800,59.8500,"",""
"111-4","Samsonite","Train",1968,"Starter Train Set",,120,,,,,,,30,5,20,0.604,"",0,0,0,,0,0,,,,,,,,,,,"",""
"113-3","Samsonite","Train",1968,"Motorized Train Set",,402,,16.9899,,,,,39.5,5.2,29.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"116-2","Samsonite","Train",1968,"Deluxe Motorized Train Set",,360,,20,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,189.9000,"",""
"118-1","Trains","4.5V",1968,"Electronic Train",,110,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,1167.4000,985.0000,"",""
"118-2","Trains","4.5V",1968,"Small Train Set",,451,,19.9899,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"119-1","Trains","4.5V",1968,"Super Train Set",,436,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,118.8200,"",""
"156-1","Trains","Supplemental / 4.5V",1968,"2 Signals with Automatic Stop / Go Attachment",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,52.4200,38.8400,"",""
"159-2","Trains","Supplemental / 4.5V",1968,"Blue Track Layout Pack",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"160-1","Trains","Supplemental / 4.5V",1968,"Magnetic Couplings",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,27.3200,13.1700,"",""
"223-1","Samsonite","Basic Set",1968,"Adventure Set",,223,,5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,150.0000,100.0000,"",""
"235-2","System","Supplemental",1968,"Garage Plate and Door (Gray Base and Door Frame)",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,14.4100,8.6200,"",""
"236-3","System","Town Plan",1968,"Garage with Automatic Door (Gray base and door frame)",,59,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,13.5400,"",""
"239-1","Books","LEGO",1968,"The big LEGO book",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"315-4","Samsonite","Model Maker",1968,"European Taxi",,48,,,,,,,10.16,10.16,5.08,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"316-3","Samsonite","Model Maker",1968,"Farm Tractor",,49,,,,,,,15.24,10.16,5.08,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"317-3","Samsonite","Model Maker",1968,"Truck",,124,,,,,,,20.32,5.08,10.16,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"319-2","Samsonite","Model Maker",1968,"Truck with Trailer",,74,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"320-3","Samsonite","Model Maker",1968,"Red Airplane Set",,123,,,,,,,20.3,5,10.3,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"326-2","Samsonite","Basic Set",1968,"Suburban Set",,326,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"329-3","Samsonite","Model Maker",1968,"Antique Car",,111,,,,,,,20.7,5.1,10.3,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"330-3","System","Vehicle",1968,"Jeep",,91,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,10.0000,"",""
"330-4","Samsonite","Model Maker",1968,"Jeep",,65,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"331-2","Samsonite","Model Maker",1968,"Dump Truck",,45,,,,,,,15.24,10.795,5.08,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"332-2","Samsonite","Model Maker",1968,"Tow Truck",,55,,,,,,,15.24,10.16,5.08,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"333-3","Samsonite","Model Maker",1968,"Delivery Truck",,68,,,,,,,20.32,10.16,5.08,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"334-2","Samsonite","Model Maker",1968,"Semi-Trailer",,72,,,,,,,20.32,5.08,10.16,0.184,"",0,0,0,,0,0,,,,,,,,,,,"",""
"336-1","System","Vehicle",1968,"Fire engine",,76,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,44.5600,"",""
"340-3","System","Building",1968,"Railroad Control Tower",,86,,,,,,,12.7,12.7,4.445,,"",0,0,0,,0,0,,,,,,,,,,30.9200,"",""
"340-4","Samsonite","Model Maker",1968,"Railroad Control Tower",,74,,,,,,,13,13,4.5,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"341-1","System","Building",1968,"Warehouse",,127,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,82.4500,"",""
"341-3","Samsonite","Model Maker",1968,"Warehouse",,123,,,,,,,26,13,3,0.264,"",0,0,0,,0,0,,,,,,,,,,,"",""
"342-1","System","Building",1968,"Station",,215,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,255.5900,87.4400,"",""
"342-2","Samsonite","Model Maker",1968,"Terminal Building",,215,,,,,,,26.035,12.7,5.08,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"343-1","System","Vehicle",1968,"Train Ferry",,147,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,111.4500,"",""
"343-2","Samsonite","Model Maker",1968,"Ferry",,147,,,,,,,40,10.5,5.1,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"502-1","Samsonite","Basic Set",1968,"Deluxe Set with Storage Case",,451,,15,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"502-2","System","Jumbo Bricks",1968,"Pre-School Medium Set",,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"503-2","System","Jumbo Bricks",1968,"Pre-School Large Set",,16,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SAMSONITE-7","Samsonite","Basic set",1968,"301 piece set with suitcase",,301,,12.88,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""







