Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"130-1","Trains","4.5/12V",1972,"Double Tipper Wagon",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,167.8500,16.4000,"",""
"131-1","Trains","4.5/12V",1972,"Passenger Coach",,67,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,212.3000,29.9900,"",""
"132-2","Trains","4.5/12V",1972,"Port Crane and Flat Wagon",,60,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,187.8800,21.7100,"",""
"161-1","Trains","4.5/12V",1972,"Battery Wagon",,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,114.7800,33.9700,"",""
"170-1","Trains","4.5/12V",1972,"Push-along Play Train",,93,1.95,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,53.4600,"",""
"171-1","Trains","4.5/12V",1972,"Train Set without Motor",,147,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,65.5800,"",""
"180-1","Trains","4.5/12V",1972,"4.5V Train with 5 Wagons",,228,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,189.9900,"",""
"181-1","Trains","4.5/12V",1972,"Train Set with Motor, Signals and Shunting Switch",,148,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,536.6700,85.4900,"",""
"220-7","Books","LEGO",1972,"Let's Play with LEGO",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"262-2","Homemaker","",1972,"Complete Children's Room Set",,259,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,51.5100,"",""
"300-2","Samsonite","Jumbo Bricks",1972,"Jumbo Bricks",,30,,4.95,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"352-1","LEGOLAND","Building",1972,"Windmill and Lorry",,142,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,208.0000,18.5400,"",""
"353-1","LEGOLAND","Building",1972,"Terrace House with Car and Garage",,152,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,49.6400,"",""
"354-1","LEGOLAND","Town",1972,"Police Heliport",,168,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,17.9900,"",""
"355-1","LEGOLAND","Town",1972,"Town Centre Set with Roadways",,336,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,104.9000,"",""
"359-1","Basic","",1972,"Environment Plate",,1,0.45,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,99.9500,,"",""
"378-1","LEGOLAND","Large Vehicle",1972,"Tractor",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,120.7100,"",""
"379-2","LEGOLAND","",1972,"Car and Caravan",,93,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,34.2300,"",""
"514-1","Duplo","",1972,"Pre-School Building Set",,17,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"606-2","LEGOLAND","Vehicle",1972,"Tipper Lorry",,22,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,46.1400,9.7700,"",""
"609-1","LEGOLAND","",1972,"Aeroplane",,28,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,60.9600,11.3400,"",""
"649-1","LEGOLAND","Vehicle",1972,"Low loader with excavator",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,103.2800,11.1500,"",""
"650-1","LEGOLAND","Vehicle",1972,"Car with trailer and racing car",,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,11.1000,"",""
"651-1","LEGOLAND","Vehicle",1972,"Tow Truck and Car",,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,134.9100,7.7800,"",""
"652-2","LEGOLAND","Vehicle",1972,"Forklift with Trailer",,42,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,21.1700,"",""
"684-1","LEGOLAND","Vehicle",1972,"Low-Loader Truck with Forklift",,53,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,29.4700,"",""
"685-1","LEGOLAND","Town",1972,"Legoland Truck with Trailer",,51,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,176.5100,47.7600,"",""
"724-1","Trains","4.5/12V",1972,"Diesel Locomotive with Crane Wagon and Tipper Wagon",,155,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,64.4000,"",""
"791-1","Gear","Storage",1972,"Red Storage Box",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,11.3200,"",""
"792-1","Gear","Storage",1972,"White Storage Box",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,32.0200,"",""
"793-1","Gear","Storage",1972,"Blue Storage Box",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,11.3200,"",""
"794-1","Gear","Storage",1972,"Yellow Storage Box",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,21.7200,"",""
"803-2","Universal Building Set","Gears",1972,"Gears, Bricks and Heavy Tires",,163,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,77.5800,29.7500,"",""
"1512-1","Dacta","",1972,"Denken mit Lego",,250,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,74.6400,66.9300,"",""
"1513-1","Dacta","",1972,"Denken mit Lego",,900,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1550-1","LEGOLAND","",1972,"Sterling Super Caravelle",,49,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,29.3300,"",""
"1551-2","LEGOLAND","",1972,"Sterling Baggage Train",,49,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,24.7700,"",""
"15102-1","Dacta","",1972,"Thinking with Lego",,250,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"15103-1","Dacta","",1972,"Thinking with Lego",,900,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"16221-1","Books","LEGO",1972,"Thinking with LEGO / Rules",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BB173-2","Gear","Storage",1972,"Holdall Storage Bag",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SAMSONITE-1","Samsonite","Basic set",1972,"1047 Piece Basic Set",,1047,,12.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SAMSONITE-10","Samsonite","Basic set",1972,"846 Piece Basic Set",,846,,9.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SAMSONITE-16","Samsonite","Basic set",1972,"395 Piece Basic Set",,395,,4.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SAMSONITE-17","Samsonite","Basic set",1972,"665 Piece Basic Set",,665,,6.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""







