Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"10761-1","Juniors","Incredibles 2",2018,"The Great Home Escape",4,178,29.99,29.99,39.99,34.99,5702016117608,673419284141,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,50.3700,40.0100,"20/04/2018","31/12/2018"
"10762-1","Juniors","Disney Princess",2018,"Belle's Story Time",4,87,12.99,14.99,18.99,16.99,5702016117615,673419284158,19.1,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,19.2600,13.0800,"01/06/2018","31/12/2018"
"10763-1","Juniors","Friends",2018,"Stephanie's Lakeside House",3,215,29.99,34.99,44.99,34.99,5702016117622,673419284165,28.2,26.2,7.6,,"",0,0,0,,0,0,,,,,,,,,33.9800,,"01/06/2018","31/12/2018"
"10764-1","Juniors","City",2018,"City Central Airport",5,376,44.99,49.99,64.99,49.99,5702016117639,673419284172,38.2,26.2,9.4,0.91,"",0,0,0,,0,0,,,,,,,,,44.5500,21.2700,"01/06/2018","31/12/2019"
"10765-1","Juniors","Disney Princess",2018,"Ariel's Underwater Concert",1,92,12.99,14.99,18.99,14.99,5702016237573,673419292627,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,25.3700,9.6000,"01/06/2018","31/12/2018"
"10858-1","Duplo","",2018,"My First Puzzle Pets",,18,9.99,9.99,12.99,9.99,5702016110838,673419282567,26.2,14.1,9.1,0.34,"",0,0,0,,0,0,,,,,,,,,8.5600,8.9900,"01/01/2018","31/12/2019"
"10859-1","Duplo","",2018,"My First Ladybird",,6,3.99,4.99,4.99,4.99,5702016110845,673419282574,15.7,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,4.1000,3.9900,"01/01/2018","31/12/2018"
"10860-1","Duplo","",2018,"My First Race Car",,6,3.99,4.99,4.99,4.99,5702016110852,673419282581,15.7,14.1,6.1,0.13,"",0,0,0,,0,0,,,,,,,,,4.4500,3.0100,"01/01/2018","31/07/2019"
"10861-1","Duplo","",2018,"My First Emotions",,28,17.99,19.99,24.99,19.99,5702016110869,673419282598,35.4,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,21.4300,,"01/01/2018","31/12/2018"
"10862-1","Duplo","",2018,"My First Celebration",,41,14.99,14.99,18.99,14.99,5702016111378,,26.2,19.1,11.8,,"",0,0,0,,0,0,,,,,,,,,19.1000,10.9200,"01/01/2018","31/07/2019"
"10863-1","Duplo","",2018,"My First Animal Brick Box",,34,24.99,29.99,34.99,29.23,5702016111385,673419282611,37,17.9,18,1,"",0,0,0,,0,0,,,,,,,,,24.9900,,"01/01/2018","31/12/2020"
"10864-1","Duplo","",2018,"Large Playground Brick Box",2,71,39.99,49.99,64.99,44.99,5702016117172,673419281331,37,26.2,18,1.41,"",0,0,0,,0,0,,,,,,,,,59.9900,25.7400,"01/01/2018","31/12/2019"
"10865-1","Duplo","",2018,"Fun Creations",,70,19.99,29.99,39.99,24.99,5702016117189,673419281348,26.2,22.2,14.3,,"",0,0,0,,0,0,,,,,,,,,21.6800,,"01/01/2018","31/12/2019"
"10867-1","Duplo","",2018,"Farmers' Market",3,26,17.99,19.99,24.99,19.99,5702016111958,,35.4,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,22.4600,,"01/01/2018","31/12/2019"
"10868-1","Duplo","",2018,"Farm Pony Stable",2,59,24.99,29.99,39.99,29.99,5702016117196,,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,60.0000,30.0000,"01/01/2018","31/12/2019"
"10869-1","Duplo","",2018,"Farm Adventures",3,104,54.99,59.99,79.99,59.99,5702016117202,,48,37.8,11.2,,"",0,0,0,,0,0,,,,,,,,,51.5000,74.9500,"01/01/2018","31/12/2019"
"10870-1","Duplo","",2018,"Farm Animals",,16,9.99,9.99,12.99,9.74,5702016111965,,19.1,14.1,9.1,,"",0,0,0,,0,0,,,,,,,,,16.5000,8.1200,"01/01/2018","31/12/2020"
"10871-1","Duplo","",2018,"Airport",3,29,17.99,24.99,29.99,24.99,5702016117219,673419283977,28.2,26.2,11.8,0.66,"",0,0,0,,0,0,,,,,,,,,40.6200,20.1500,"01/01/2018","31/07/2021"
"10872-1","Duplo","Trains",2018,"Train Bridge and Tracks",1,26,19.99,24.99,29.99,24.99,5702016117240,673419284004,38.2,26.2,11.8,0.885,"",0,0,0,,0,0,,,,,,,,,20.9300,,"01/06/2018","31/12/2023"
"10873-1","Duplo","Minnie",2018,"Minnie's Birthday Party",1,21,17.99,19.99,24.99,19.99,5702016117257,673419284011,26.2,19.1,7.2,0.36,"",0,0,0,,0,0,,,,,,,,,24.9300,14.4000,"01/06/2018","31/12/2021"
"10874-1","Duplo","Trains",2018,"Steam Train",2,59,59.99,64.99,84.99,64.99,5702016117264,673419284028,48,37.8,9.4,1.5,"",0,0,0,,0,0,,,,,,,,,57.5800,38.6100,"01/06/2018","31/07/2024"
"10875-1","Duplo","Trains",2018,"Cargo Train",3,105,114.99,129.99,149.99,129.99,5702016117271,673419284035,57.5,47.3,11.5,2.864,"",0,0,0,,0,0,,,,,,,,,95.6800,95.0000,"01/06/2018","31/07/2024"
"10876-1","Duplo","Marvel Super Hero Adventures",2018,"Spider-Man & Hulk Adventures",3,38,24.99,29.99,39.99,29.99,5702016111941,673419283403,35.4,19.1,7,0.54,"",0,0,0,,0,0,,,,,,,,,56.9700,40.0000,"01/01/2018","31/12/2019"
"10877-1","Duplo","Disney Princess",2018,"Belle's Tea Party",4,19,17.99,19.99,24.99,19.99,5702016111392,673419282628,26.2,19.1,6.1,0.27,"",0,0,0,,0,0,,,,,,,,,12.0000,12.6000,"01/01/2018","31/12/2019"
"10878-1","Duplo","Disney Princess",2018,"Rapunzel's Tower",1,37,24.99,29.99,39.99,29.99,5702016111934,673419283397,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,43.9300,38.3600,"01/01/2018","31/12/2018"
"10879-1","Duplo","Jurassic World",2018,"Gentle Giants Petting Zoo",1,24,17.99,19.99,24.99,19.99,5702016117226,673419283984,26.2,19.1,7.2,0.37,"",0,0,0,,0,0,,,,,,,,,27.9500,2.7500,"16/04/2018","31/12/2019"
"10880-1","Duplo","Jurassic World",2018,"T. rex Tower",1,22,24.99,29.99,39.99,29.99,5702016117233,673419283991,28.2,26.2,9.55,0.61,"",0,0,0,,0,0,,,,,,,,,42.7500,39.2700,"16/04/2018","31/12/2019"
"10881-1","Duplo","Mickey and the Roadster Racers",2018,"Mickey's Boat",2,28,24.99,29.99,39.99,29.99,5702016116861,673419281324,28.2,26.2,9.55,0.58,"",0,0,0,,0,0,,,,,,,,,35.0000,23.0000,"01/06/2018","31/12/2019"
"10882-1","Duplo","Trains",2018,"Train Tracks",,23,17.99,19.99,24.99,19.99,5702016117288,673419284042,28.2,26.2,9.55,0.66,"",0,0,0,,0,0,,,,,,,,,14.8700,11.2700,"01/06/2018","31/12/2023"
"11915-1","Ninjago","Book Parts",2018,"NINJAGO Build Your Own Adventure parts",1,67,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,10.0000,10.4100,"",""
"11916-1","Disney","Miscellaneous",2018,"Parts for Disney Princess: Build your own Adventure",1,83,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,14.0000,,"",""
"11917-1","Miscellaneous","Book Parts",2018,"Animal Atlas parts",,60,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11921-1","Miscellaneous","Book Parts",2018,"Parts for {LEGO Atlas series #2}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"21038-1","Architecture","Skylines",2018,"Las Vegas",,487,,39.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,99.0000,"",""
"21039-1","Architecture","Skylines",2018,"Shanghai",,597,54.99,59.99,79.99,58.48,5702016111880,673419283342,26.2,19.1,7.2,0.66,"",0,0,0,,0,0,,,,,,,,,91.7600,74.1300,"01/01/2018","31/12/2020"
"21041-1","Architecture","Landmark Series",2018,"Great Wall of China",,551,44.99,49.99,64.99,49.99,5702016111873,673419283335,26.2,19.1,7.2,0.81,"",0,0,0,,0,0,,,,,,,,,73.2400,67.5800,"01/06/2018","31/12/2019"
"21042-1","Architecture","Landmark Series",2018,"Statue of Liberty",,1685,89.99,119.99,149.99,99.99,5702016111859,673419283328,19.1,35.4,11.8,1.44,"",0,0,0,,0,0,,,,,,,,,67.6100,58.0700,"01/06/2018","31/12/2025"
"21047-1","Architecture","Skylines",2018,"Las Vegas",,501,34.99,39.99,49.99,38.98,5702016348897,,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,73.9000,61.4100,"01/09/2018","31/12/2020"
"21138-1","Minecraft","Minifig-scale",2018,"The Melon Farm",3,69,12.99,14.99,15.99,14.99,5702016108927,,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,43.0800,17.3800,"01/01/2018","31/12/2018"
"21139-1","Minecraft","Minifig-scale",2018,"The Nether Fight",3,84,12.99,14.99,15.99,14.99,5702016108934,673419281362,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,31.3500,16.0700,"01/01/2018","31/12/2018"
"21140-1","Minecraft","Minifig-scale",2018,"The Chicken Coop",1,198,19.99,19.99,24.99,19.49,5702016108941,673419281379,26.2,19.1,6.1,0.36,"",0,0,0,,0,0,,,,,,,,,32.3000,19.3900,"01/01/2018","31/12/2020"
"21141-1","Minecraft","Minifig-scale",2018,"The Zombie Cave",3,241,19.99,19.99,24.99,19.49,5702016109597,673419281539,26.2,19.1,6.1,0.39,"",0,0,0,,0,0,,,,,,,,,26.1300,14.3900,"01/01/2018","31/12/2020"
"21142-1","Minecraft","Minifig-scale",2018,"The Polar Igloo",2,278,39.99,29.99,34.99,39.99,5702016109603,673419281546,35.4,19.1,7,0.56,"",0,0,0,,0,0,,,,,,,,,58.2400,37.6500,"01/01/2018","31/12/2019"
"21143-1","Minecraft","Minifig-scale",2018,"The Nether Portal",3,470,49.99,39.99,49.99,48.73,5702016109610,673419281553,28.2,26.2,7.6,0.7,"",0,0,0,,0,0,,,,,,,,,85.9600,46.5100,"01/01/2018","31/12/2020"
"21144-1","Minecraft","Minifig-scale",2018,"The Farm Cottage ",3,549,64.99,49.99,59.99,59.99,5702016109627,673419281560,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,100.0000,77.7300,"01/01/2018","31/12/2018"
"21145-1","Minecraft","Minifig-scale",2018,"The Skull Arena",2,198,19.99,19.99,24.99,19.49,5702016109634,673419281577,26.2,19.1,7.2,0.42,"",0,0,0,,0,0,,,,,,,,,40.4900,21.8900,"01/08/2018","31/12/2020"
"21146-1","Minecraft","Minifig-scale",2018,"The Skeleton Attack",4,457,49.99,39.99,49.99,49.99,5702016109641,673419281584,28.2,26.2,7.6,,"",0,0,0,,0,0,,,,,,,,,90.0000,43.0100,"01/08/2018","31/12/2018"
"21147-1","Minecraft","Minifig-scale",2018,"The Bedrock Adventures",4,644,79.99,89.99,99.99,89.99,5702016109658,673419281591,54,28.2,7.85,1.27,"",0,0,0,,0,0,,,,,,,,,116.6900,70.1300,"01/08/2018","31/12/2019"
"21311-1","Ideas","Licensed",2018,"Voltron",,2321,159.99,179.99,229.99,179.99,5702016068726,,37.8,48,11.2,,"",0,0,0,,0,0,,,,,,,,,324.8800,271.3300,"01/08/2018","31/12/2019"
"21313-1","Ideas","",2018,"Ship in a Bottle",,962,69.99,69.99,89.99,69.99,5702016173161,,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,96.6700,72.8000,"01/02/2018","31/12/2019"
"21314-1","Ideas","Licensed",2018,"TRON: Legacy",3,230,29.99,34.99,44.99,34.99,5702016173772,,26.2,14.1,4.8,,"",0,0,0,,0,0,,,,,,,,,56.8500,56.2000,"01/04/2018","31/12/2019"
"21315-1","Ideas","",2018,"Pop-Up Book",5,859,59.99,69.99,89.99,68.23,5702016333244,,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,70.8100,52.8800,"01/11/2018","31/12/2019"
"30325-1","Duplo","",2018,"My First Dinosaur",,7,,,,,5702016117554,673419284523,20,19.5,2,,"",0,0,0,,0,0,,,,,,,,,6.6200,1.0000,"01/01/2018","31/12/2018"
"30326-0","Duplo","",2018,"Farm {Random bag}",,,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2018","31/12/2018"
"30326-2","Duplo","",2018,"Farm - Girl",,4,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2018","31/12/2018"
"30326-3","Duplo","",2018,"Farm - Goat",,4,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2018","31/12/2018"
"30326-4","Duplo","",2018,"Farm - Boy",,4,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2018","31/12/2018"
"30326-5","Duplo","",2018,"Farm - Calf",,4,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2018","31/12/2018"
"30326-6","Duplo","",2018,"Farm - Chicken",,4,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2018","31/12/2018"
"30339-1","Juniors","City",2018,"Traffic Light Patrol",1,30,,,,,5702016123210,,17,17,1,,"",0,0,0,,0,0,,,,,,,,,3.6200,,"01/01/2018","31/12/2018"
"30356-1","City","General",2018,"Hot Dog Stand",1,43,,,,,5702016122671,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,11.5600,8.3200,"01/01/2018","31/12/2018"
"30357-1","City","Construction",2018,"Road Worker",1,58,,3.99,4.99,,5702016122688,,17,19.5,0.8,0.036,"",0,0,0,,0,0,,,,,,,,,5.2300,4.2800,"01/01/2018","31/12/2018"
"30358-1","City","Racing",2018,"Dragster",1,40,,,,,5702016122695,,17,17,1,0.043,"",0,0,0,,0,0,,,,,,,,,3.8500,2.2600,"01/01/2018","31/12/2018"
"30359-1","City","Mountain Police",2018,"Police Water Plane",1,48,,3.99,4.99,,5702016122701,,17,19.5,0.8,0.037,"",0,0,0,,0,0,,,,,,,,,3.9700,3.5100,"01/01/2018","31/12/2018"
"30360-1","City","Arctic",2018,"Arctic Ice Saw",1,43,,3.99,4.99,,5702016122718,,17,17,1.1,0.043,"",0,0,0,,0,0,,,,,,,,,5.6700,2.5100,"01/06/2018","31/12/2019"
"30380-1","Star Wars","Episode VIII",2018,"Kylo Ren's Shuttle",,33,,,,,5702016122077,,17,17,0.8,0.029,"",0,0,0,,0,0,,,,,,,,,4.8200,2.1400,"01/01/2018","31/12/2018"
"30381-1","Star Wars","Solo",2018,"Imperial TIE Fighter",,42,,,,,5702016122084,673419285650,17,17,1,,"",0,0,0,,0,0,,,,,,,,,6.0300,3.8100,"20/04/2018","31/12/2019"
"30382-1","Jurassic World","Fallen Kingdom",2018,"Baby Velociraptor Playpen",,48,,3.99,4.99,,5702016123098,673419286459,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,5.5800,4.1100,"01/05/2018","31/12/2019"
"30403-1","Friends","General",2018,"Olivia's Remote Control Boat",1,25,,3.99,4.99,,5702016122633,,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,3.0300,2.8700,"01/01/2018","31/12/2018"
"30404-1","Friends","Miscellaneous",2018,"Friendship Flower",,100,3.99,,,3.49,5702016123395,,17,17,1.2,,"",0,0,0,,0,0,,,,,,,,,7.3100,3.7800,"01/01/2018","31/12/2018"
"30405-1","Friends","Sports",2018,"Stephanie's Hockey Practice",1,35,,,,,5702016123401,673419286633,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,1.8900,1.8000,"01/01/2018","31/12/2018"
"30406-1","Unikitty","Promotional",2018,"Unikitty Roller Coaster Wagon",1,46,,3.99,4.99,,5702016123227,673419286114,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,4.5800,1.7100,"01/06/2018","31/12/2019"
"30407-1","Harry Potter","Philosopher's Stone",2018,"Harry's Journey to Hogwarts",1,40,3.99,3.99,,3.49,5702016122725,,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,5.9400,2.9500,"01/08/2018","31/12/2019"
"30450-1","Marvel Super Heroes","Black Panther",2018,"Royal Talon Fighter",,59,,3.99,4.99,,5702016122435,673419283823,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,3.2800,2.0400,"01/01/2018","31/12/2018"
"30498-1","Star Wars","Solo",2018,"Imperial AT-Hauler",,49,,,,,5702016117561,673419284530,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,5.0800,2.4400,"01/08/2018","31/12/2019"
"30499-1","Miscellaneous","Make It Yours",2018,"Robot/Vehicle Free Builds - Make It Yours",,56,,,,,5702016123289,673419286770,17,17,1,,"",0,0,0,,0,0,,,,,,,,,4.1600,3.0200,"01/01/2018","31/12/2018"
"30525-1","Marvel Super Heroes","Avengers: Infinity War",2018,"The Guardians' Ship",,69,3.99,3.99,4.99,3.49,5702016122442,,17,17,1,,"",0,0,0,,0,0,,,,,,,,,5.3100,3.1600,"03/03/2018","31/12/2018"
"30526-1","The LEGO Batman Movie","Miscellaneous",2018,"The Mini Ultimate Batmobile",,84,,,,,5702016123203,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,7.2700,5.4400,"01/01/2018","31/12/2019"
"30530-1","Ninjago","General",2018,"WU-CRU Target Training",2,46,,,,,5702016123234,,17,17,1,,"",0,0,0,,0,0,,,,,,,,,6.4100,3.7800,"01/01/2018","31/12/2018"
"30531-1","Ninjago","Sons of Garmadon",2018,"Sons of Garmadon",1,33,,,,,5702016123241,,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,6.4600,4.2400,"01/01/2018","31/12/2018"
"30532-1","Ninjago","Sons of Garmadon",2018,"Turbo",1,61,3.99,,,3.49,5702016123258,,17,17,1,,"",0,0,0,,0,0,,,,,,,,,4.6100,4.2400,"01/01/2018","31/12/2018"
"30540-1","Creator","Miscellaneous",2018,"Yellow Flyer",,43,,,,,5702016122404,673419283786,17,17,1,,"",0,0,0,,0,0,,,,,,,,,5.4500,0.7400,"01/01/2018","31/12/2018"
"30541-1","Miscellaneous","Make It Yours",2018,"Animal Free Builds - Make It Yours",,10,,1.99,2.49,,5702016123272,673419286763,14,14,0.6,,"",0,0,0,,0,0,,,,,,,,,4.1300,2.0300,"01/01/2018","31/12/2018"
"30542-1","Creator","3 in 1",2018,"Cute Pug",,68,3.49,3.99,4.99,3.99,5702016122411,,17,17,1,,"",0,0,0,,0,0,,,,,,,,,6.1300,3.2700,"01/01/2018","31/12/2018"
"30543-1","Creator","Seasonal",2018,"Christmas Train",,66,,,,,5702016122428,,17,17,1.1,0.042,"",0,0,0,,0,0,,,,,,,,,7.1600,5.3600,"01/06/2018","31/12/2018"
"30547-1","Ninjago","Hunted",2018,"Dragon Hunter",1,61,,,,,5702016123265,673419286756,20,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,6.6800,2.5700,"01/06/2018","31/12/2019"
"30552-1","Disney","The Little Mermaid",2018,"Ariel's Underwater Symphony",1,51,,,,,5702016123104,,17,17,1,0.033,"",0,0,0,,0,0,,,,,,,,,10.4500,6.9100,"01/01/2018","31/12/2018"
"30614-1","DC Comics Super Heroes","Superman",2018,"Lex Luthor",1,4,,,,,5702016123814,673419285629,,,,,"",0,0,0,,0,0,,,,,,,,,11.6100,3.2500,"",""
"30615-1","Disney","Incredibles 2",2018,"Edna Mode",1,4,,,,,5702016123821,673419286695,,,,,"",0,0,0,,0,0,,,,,,,,,7.4700,4.0000,"",""
"30617-1","DC Comics Super Heroes","Justice League",2018,"Green Lantern Jessica Cruz",1,4,,,,,,673419292184,,,,,"",0,0,0,,0,0,,,,,,,,,15.9200,11.4300,"",""
"31071-1","Creator","3 in 1",2018,"Drone Explorer",,109,9.99,9.99,12.99,9.99,5702016074789,673419279628,19.1,14.1,4.6,0.17,"",0,0,0,,0,0,,,,,,,,,11.6200,4.8000,"",""
"31072-1","Creator","3 in 1",2018,"Extreme Engines",,109,9.99,9.99,12.99,9.99,5702016075052,673419278942,19.1,14.1,4.6,0.19,"",0,0,0,,0,0,,,,,,,,,11.1800,7.0600,"",""
"31073-1","Creator","3 in 1",2018,"Mythical Creatures",,223,12.99,14.99,17.99,14.99,5702016111804,673419283274,26.2,14.1,4.8,0.3,"",0,0,0,,0,0,,,,,,,,,22.6600,13.0700,"01/01/2018","31/12/2019"
"31074-1","Creator","3 in 1",2018,"Rocket Rally Car",,241,17.99,19.99,24.99,19.99,5702016111798,673419283267,26.2,19.1,6.1,0.44,"",0,0,0,,0,0,,,,,,,,,28.0000,13.2600,"01/01/2018","31/12/2019"
