Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"10915-1","Duplo","",2020,"Alphabet Truck",2,36,24.99,24.99,34.99,29.99,5702016617764,673419318839,38.2,26.2,9.4,0.85,"",0,0,0,,0,0,,,,,,,,,31.9000,,"",""
"10917-1","Duplo","",2020,"Fire Truck",,6,4.99,6.99,9.99,4.86,5702016618075,673419318846,12.6,20.5,6.7,0.149,"",0,0,0,,0,0,,,,,,,,,4.0000,3.2000,"01/01/2020","31/12/2020"
"10918-1","Duplo","",2020,"Tow Truck",,7,4.99,6.99,9.99,4.99,5702016618082,673419318853,12.7,20.2,6.9,0.15,"",0,0,0,,0,0,,,,,,,,,4.6800,,"01/01/2020","31/12/2020"
"10919-1","Duplo","",2020,"Batcave",3,33,29.99,29.99,39.99,34.99,5702016618099,673419318860,35.4,19.1,7,0.5,"",0,0,0,,0,0,,,,,,,,,46.0500,,"01/06/2020","31/12/2021"
"10920-1","Duplo","Frozen",2020,"Elsa and Olaf's Tea Party",2,17,17.99,19.99,29.99,19.99,5702016618105,673419318877,26.2,19.1,6.1,0.24,"",0,0,0,,0,0,,,,,,,,,15.3000,12.7200,"01/01/2020","31/12/2022"
"10921-1","Duplo","Marvel Super Hero Adventures",2020,"Super Heroes Lab",3,30,24.99,29.99,39.99,29.99,5702016618112,673419318884,35.4,19.1,7,0.47,"",0,0,0,,0,0,,,,,,,,,46.4700,44.6200,"01/01/2020","31/12/2021"
"10922-1","Duplo","Disney Princess",2020,"Ariel's Undersea Castle",1,35,24.99,29.99,39.99,29.99,5702016618129,673419318891,28.2,26.2,9.6,0.58,"",0,0,0,,0,0,,,,,,,,,39.5300,18.2200,"01/06/2020","31/12/2021"
"10924-1","Duplo","Cars",2020,"Lightning McQueen's Race Day",2,42,24.99,29.99,39.99,29.99,5702016618136,673419318907,38.2,26.2,7.1,0.69,"",0,0,0,,0,0,,,,,,,,,58.4100,24.0000,"01/06/2020","31/12/2021"
"10925-1","Duplo","",2020,"Playroom",2,17,12.99,14.99,19.99,14.99,5702016618143,673419318914,16.2,20.6,8,0.4,"",0,0,0,,0,0,,,,,,,,,11.4600,,"01/01/2020","31/12/2021"
"10926-1","Duplo","",2020,"Bedroom",2,16,12.99,14.99,19.99,14.99,5702016618150,673419318921,16.2,20.6,8,0.38,"",0,0,0,,0,0,,,,,,,,,11.2200,,"01/01/2020","31/12/2021"
"10927-1","Duplo","",2020,"Pizza Stand",1,18,9.99,9.99,13.99,9.99,5702016618167,673419318938,20.5,19.1,7.3,0.26,"",0,0,0,,0,0,,,,,,,,,9.4800,,"01/01/2020","31/12/2021"
"10928-1","Duplo","",2020,"Bakery",2,46,34.99,34.99,49.99,39.99,5702016618174,673419318945,38.2,26.2,9.4,0.82,"",0,0,0,,0,0,,,,,,,,,27.0500,,"01/01/2020","31/07/2021"
"10929-1","Duplo","",2020,"Modular Playhouse",3,129,54.99,59.99,79.99,59.99,5702016618181,673419318952,37.8,48,14,2.2,"",0,0,0,,0,0,,,,,,,,,81.3200,,"01/01/2020","31/12/2022"
"10930-1","Duplo","",2020,"Bulldozer",1,10,8.99,9.99,13.99,9.99,5702016618198,673419318969,19.1,14.1,9.1,0.22,"",0,0,0,,0,0,,,,,,,,,8.9400,,"01/06/2020","31/12/2023"
"10931-1","Duplo","",2020,"Truck & Tracked Excavator",2,20,17.99,19.99,24.99,19.99,5702016618204,673419318976,28.2,26.2,9.6,0.58,"",0,0,0,,0,0,,,,,,,,,12.9900,,"01/06/2020","31/12/2025"
"10932-1","Duplo","",2020,"Wrecking Ball Demolition",3,56,54.99,59.99,79.99,59.99,5702016618211,,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,59.0200,,"01/06/2020","31/12/2021"
"10933-1","Duplo","",2020,"Tower Crane & Construction",5,123,114.99,129.99,179.99,129.99,5702016618228,,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,84.8000,,"01/06/2020","31/12/2022"
"10934-1","Duplo","",2020,"Creative Animals",,175,54.99,59.99,79.99,59.99,5702016668049,,26.2,37.3,21.5,,"",0,0,0,,0,0,,,,,,,,,35.9900,,"01/02/2020","31/12/2022"
"11006-1","Classic","Creative Bricks",2020,"Creative Blue Bricks",,52,4.49,4.99,6.99,4.99,5702016616576,673419317092,12.2,9.1,5.9,0.08,"",0,0,0,,0,0,,,,,,,,,2.2600,2.1000,"01/01/2020","31/12/2022"
"11007-1","Classic","Creative Bricks",2020,"Creative Green Bricks",,60,4.99,4.99,6.99,4.99,5702016616583,673419317108,12.2,9.1,5.9,0.08,"",0,0,0,,0,0,,,,,,,,,3.6600,2.2500,"01/01/2020","31/07/2021"
"11008-1","Classic","Bricks",2020,"Bricks and Houses",,270,17.99,19.99,24.99,19.99,5702016616590,673419317115,26.2,19.1,7.2,0.47,"",0,0,0,,0,0,,,,,,,,,13.2400,8.2000,"01/01/2020","31/12/2022"
"11009-1","Classic","Bricks",2020,"Bricks and Lights",,441,24.99,29.99,39.99,29.99,5702016616606,,26.2,22.2,9.5,,"",0,0,0,,0,0,,,,,,,,,17.0800,,"01/01/2020","31/12/2021"
"11010-1","Classic","Baseplates",2020,"White Baseplate",,1,7.99,7.99,9.99,8.99,5702016616613,673419317139,26,30.8,0.3,0.1,"",0,0,0,,0,0,,,,,,,,,7.7700,6.2500,"",""
"11011-1","Classic","Bricks",2020,"Bricks and Animals",,1500,54.99,59.99,79.99,59.99,5702016668056,,26.2,37.3,21.5,,"",0,0,0,,0,0,,,,,,,,,39.4500,34.0000,"01/02/2020","31/12/2022"
"11717-1","Classic","Bricks",2020,"Bricks Bricks Plates",,1504,59.99,69.99,89.99,69.99,5702016722154,,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,85.0000,,"01/05/2020","31/12/2022"
"11929-1","Miscellaneous","Book Parts",2020,"Parts for The LEGO Games Book",,0,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11930-1","Miscellaneous","Book Parts",2020,"Parts for Halloween Ideas",,0,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11931-1","Miscellaneous","Book Parts",2020,"Parts for Cute Ideas",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11933-1","Miscellaneous","Book Parts",2020,"Epic History parts",,53,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11934-1","Jurassic World","Book Parts",2020,"Parts for Jurassic World Build Your Own Adventure",1,63,,,,,5702016728514,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11936-1","City","Book Parts",2020,"Parts for City: Build your own Adventure",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11938-1","Creator","Magazine Gift",2020,"Robot",,45,,,,,5702016830422,,,,,,"",0,0,0,,0,0,,,,,,,,,4.1500,4.2700,"",""
"11939-1","Creator","Magazine Gift",2020,"Octopus",,63,,,,,5702016830439,,,,,,"",0,0,0,,0,0,,,,,,,,,5.5500,,"",""
"11940-1","Creator","Magazine Gift",2020,"Castle",,52,,,,,5702016830446,,,,,,"",0,0,0,,0,0,,,,,,,,,5.1400,,"",""
"11941-1","Creator","Magazine Gift",2020,"Frog",,56,,,,,5702016830453,,,,,,"",0,0,0,,0,0,,,,,,,,,5.6100,,"",""
"11942-1","Creator","Magazine Gift",2020,"Lunar Lander",,45,,,,,5702016830460,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2800,,"",""
"11943-1","Creator","Magazine Gift",2020,"Ant",,25,,,,,5702016830576,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2700,,"",""
"21051-1","Architecture","Skylines",2020,"Tokyo",,547,54.99,59.99,79.99,59.99,5702016617337,673419319409,26.2,19.1,7.2,0.58,"",0,0,0,,0,0,,,,,,,,,59.8000,47.9200,"01/01/2020","31/12/2022"
"21052-1","Architecture","Skylines",2020,"Dubai",,740,54.99,59.99,79.99,59.99,5702016617344,673419319416,26.2,19.1,7.2,0.59,"",0,0,0,,0,0,,,,,,,,,69.1700,57.8200,"01/01/2020","31/12/2021"
"21054-1","Architecture","Landmark Series",2020,"The White House",,1483,89.99,99.99,149.99,99.99,5702016617368,673419318310,38.2,26.2,9.4,1.57,"",0,0,0,,0,0,,,,,,,,,78.6500,47.8500,"01/06/2020","31/12/2023"
"21156-1","Minecraft","BigFig Series 2",2020,"BigFig Creeper and Ocelot",,184,12.99,14.99,19.99,14.61,5702016618235,673419319003,14.1,19.1,4.6,0.16,"",0,0,0,,0,0,,,,,,,,,23.7000,15.0000,"01/01/2020","31/12/2020"
"21157-1","Minecraft","BigFig Series 2",2020,"BigFig Pig with Baby Zombie",,159,12.99,14.99,19.99,14.61,5702016618242,673419319010,14.1,19.1,4.6,0.17,"",0,0,0,,0,0,,,,,,,,,16.3800,13.5800,"01/01/2020","31/12/2020"
"21158-1","Minecraft","Minifig-scale",2020,"The Panda Nursery",1,204,17.99,19.99,24.99,19.99,5702016618259,673419319027,26.2,19.1,6.1,0.32,"",0,0,0,,0,0,,,,,,,,,18.4300,15.7200,"01/01/2020","31/12/2022"
"21159-1","Minecraft","Minifig-scale",2020,"The Pillager Outpost",4,303,29.99,29.99,39.99,29.99,5702016618266,673419319034,35.4,19.1,5.9,0.47,"",0,0,0,,0,0,,,,,,,,,37.9400,28.3900,"01/01/2020","31/12/2021"
"21160-1","Minecraft","Minifig-scale",2020,"The Illager Raid",5,562,59.99,59.99,79.99,69.99,5702016618273,673419319041,38.2,26.2,7.1,0.84,"",0,0,0,,0,0,,,,,,,,,62.8500,39.6800,"01/01/2020","31/12/2022"
"21161-1","Minecraft","Minifig-scale",2020,"The Crafting Box 3.0",4,564,69.99,69.99,99.99,79.99,5702016618280,673419319058,48,28.2,7.4,1.3,"",0,0,0,,0,0,,,,,,,,,75.2600,42.2900,"01/06/2020","31/12/2022"
"21162-1","Minecraft","Minifig-scale",2020,"The Taiga Adventure",2,74,8.99,9.99,13.99,9.99,5702016618297,673419319065,14.1,12.2,4.6,0.1,"",0,0,0,,0,0,,,,,,,,,12.1300,7.1400,"01/01/2020","31/12/2021"
"21163-1","Minecraft","Minifig-scale",2020,"The Redstone Battle",4,504,44.99,39.99,49.99,54.99,5702016618303,673419319072,28.2,26.2,7.6,0.65,"",0,0,0,,0,0,,,,,,,,,81.9600,38.7900,"01/06/2020","31/12/2021"
"21321-1","Ideas","NASA",2020,"International Space Station",,864,59.99,69.99,99.99,69.99,5702016719062,673419325790,38.2,26.2,7.1,0.61,"",0,0,0,,0,0,,,,,,,,,79.8000,59.5100,"01/02/2020","31/12/2022"
"21322-1","Ideas","",2020,"Pirates of Barracuda Bay",10,2545,179.99,199.99,259.99,199.99,5702016819601,673419333351,57.8,47.8,10.8,4.432,"",0,0,0,,0,0,,,,,,,,,302.9100,229.7900,"01/04/2020","31/12/2021"
"21323-1","Ideas","",2020,"Grand Piano",,3662,344.99,399.99,499.99,399.99,5702016756401,673419328548,58.2,37.8,16,6.09,"",0,0,0,,0,0,,,,,,,,,314.3900,249.2500,"01/08/2020","31/12/2025"
"21324-1","Ideas","Licensed",2020,"123 Sesame Street",6,1367,104.99,119.99,149.99,119.99,5702016819953,,37.4,35.2,9.1,1.863,"",0,0,0,,0,0,,,,,,,,,127.1500,106.5200,"01/11/2020","31/12/2022"
"30329-1","Duplo","",2020,"My First Giraffe",,5,,4.99,,,5702016668063,673419322003,20,19.5,1.6,,"",0,0,0,,0,0,,,,,,,,,3.5000,,"01/01/2020","31/12/2020"
"30330-1","Duplo","",2020,"Birthday Cake",,9,3.49,4.99,,3.99,5702016669411,,20,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,2.4300,2.3500,"01/01/2020","31/12/2020"
"30341-1","Monkie Kid","A Hero is Born",2020,"Monkie Kid's Delivery Bike",1,22,,,,,5702016668223,673419325622,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,5.9300,3.2500,"16/05/2020","31/12/2020"
"30342-1","Speed Champions","Lamborghini",2020,"Lamborghini Huracán Super Trofeo EVO",,70,3.49,4.99,,3.89,5702016668742,,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,4.5300,1.6700,"01/01/2020","31/12/2020"
"30366-1","City","Police",2020,"Police Car",1,37,3.49,4.99,,3.99,5702016668759,,17,17,0.9,0.033,"",0,0,0,,0,0,,,,,,,,,3.8600,2.6400,"01/01/2020","31/12/2020"
"30367-1","City","Police",2020,"Police Helicopter",1,39,,4.99,,,5702016668766,,0.031,,,,"",0,0,0,,0,0,,,,,,,,,4.7700,3.5000,"01/01/2020","31/12/2020"
"30368-1","City","Fire",2020,"Fire Rescue Water Scooter",1,33,,4.99,,,5702016668971,,17,17,0.8,0.041,"",0,0,0,,0,0,,,,,,,,,3.3500,3.2200,"01/01/2020","31/12/2020"
"30369-1","City","Beach",2020,"Beach Buggy",1,45,3.49,4.99,4.99,3.99,5702016668988,,17,17,1.2,0.043,"",0,0,0,,0,0,,,,,,,,,4.3600,2.8900,"01/01/2020","31/12/2020"
"30370-1","City","Deep Sea Explorers",2020,"Ocean Diver",1,22,,,,,5702016668995,,17,19.5,0.6,0.027,"",0,0,0,,0,0,,,,,,,,,4.9100,2.9900,"01/06/2020","31/12/2021"
"30385-1","Super Mario","Expansion Set",2020,"Super Mushroom Surprise",1,18,,4.99,4.99,,5702016668070,673419322058,17,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,3.4300,2.7200,"01/08/2020","31/12/2021"
"30386-1","Star Wars","Episode IX",2020,"Poe Dameron's X-wing Fighter",,72,3.49,4.99,,3.99,5702016667868,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,7.0800,2.7800,"01/01/2020","31/12/2020"
"30394-1","Minecraft","Minifig-scale",2020,"The Skeleton Defense",2,31,3.49,,,3.99,5702016669008,,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,5.2200,2.5000,"01/01/2020","31/12/2020"
"30411-1","Friends","Miscellaneous",2020,"Chocolate Box & Flower",,75,3.49,4.99,4.99,3.99,5702016668704,,20,19.5,1.1,0.054,"",0,0,0,,0,0,,,,,,,,,2.9400,5.0000,"01/01/2020","31/12/2021"
"30412-1","Friends","Park",2020,"Park Picnic",1,44,3.49,4.99,,3.99,5702016668711,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,3.5000,3.7500,"01/01/2020","31/12/2020"
"30420-1","Harry Potter","Accessories",2020,"Harry Potter and Hedwig: Owl Delivery",1,31,,,,,5702016668087,673419322065,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,4.4000,2.9500,"01/06/2020","31/12/2021"
"30453-1","Marvel Super Heroes","Captain Marvel",2020,"Captain Marvel and Nick Fury",2,32,3.49,4.99,,3.99,5702016669015,673419322539,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,6.4900,1.0000,"01/01/2020","31/12/2020"
"30463-1","Hidden Side","Promotional",2020,"Chef Enzo's Haunted Hotdog Stand",1,38,,4.99,,,5702016668230,,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,5.2400,3.7800,"01/01/2020","31/12/2020"
"30464-1","Hidden Side","Promotional",2020,"El Fuego's Stunt Cannon",1,46,3.49,4.99,,3.99,5702016668247,,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,3.6300,2.9600,"01/01/2020","31/12/2020"
"30536-1","Ninjago","Rebooted",2020,"Combo Charger",,71,,4.99,,,5702016667783,673419321730,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,3.3700,1.7400,"01/01/2020","31/12/2020"
"30537-1","Ninjago","Prime Empire",2020,"Merchant Avatar Jay",1,47,,4.99,,,5702016667790,673419321747,20,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,5.0300,3.6700,"01/01/2020","31/12/2020"
"30548-1","Miscellaneous","Make It Yours",2020,"Build Your Own Birds - Make It Yours",,26,,4.99,,,5702016656909,,14,14,0.5,0.013,"",0,0,0,,0,0,,,,,,,,,3.3900,2.1800,"01/01/2020","31/12/2020"
"30549-1","Miscellaneous","Make It Yours",2020,"Build Your Own Vehicles - Make It Yours",,59,,,,,5702016656916,673419321723,17,17,0.8,0.032,"",0,0,0,,0,0,,,,,,,,,3.5600,3.0000,"01/01/2020","31/12/2020"
"30550-1","Creator","Seasonal",2020,"Easter Bunny",,67,,4.99,4.99,,5702016668179,,17,17,1,0.04,"",0,0,0,,0,0,,,,,,,,,4.0200,2.9800,"01/03/2020","31/12/2020"
"30554-1","Disney","Cinderella",2020,"Cinderella Mini Castle",1,43,,4.99,,,5702016669398,673419322119,17,17,1,,"",0,0,0,,0,0,,,,,,,,,5.1400,3.0000,"01/01/2020","31/12/2020"
"30555-1","Trolls World Tour","Promotional",2020,"Poppy's Carriage",1,51,3.49,4.99,4.99,3.89,5702016667813,,20,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,4.1700,1.5900,"01/01/2020","31/12/2020"
"30556-1","Dots","Accessories",2020,"Mini Frame",,85,3.49,4.99,4.99,3.99,5702016668728,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,2.9100,1.0000,"01/03/2020","31/12/2022"
"30574-1","Creator","3 in 1",2020,"Cat",,55,3.49,4.99,,3.99,5702016668186,,17,17,0.7,0.03,"",0,0,0,,0,0,,,,,,,,,4.9300,3.7700,"01/01/2020","31/12/2020"
"30575-1","Creator","Miscellaneous",2020,"Train",,59,2.99,4.99,,3.99,5702016668209,,17,17,1.1,0.043,"",0,0,0,,0,0,,,,,,,,,6.5200,3.2300,"01/01/2020","31/12/2020"
"30576-1","Creator","Seasonal",2020,"Holiday Tree",,70,,4.99,,,5702016668216,,17,17,1,0.039,"",0,0,0,,0,0,,,,,,,,,6.1700,2.0000,"01/09/2020","31/12/2021"
"30628-1","Harry Potter","Promotional",2020,"Monster Book of Monsters",1,320,,24.99,,,5702016819939,673419333344,20.5,19.1,7.3,,"",0,0,0,,0,0,,,,,,,,,48.8900,22.4500,"01/11/2020","31/12/2020"
"31099-1","Creator","3 in 1",2020,"Propeller Plane",,128,8.99,9.99,13.99,9.99,5702016616057,673419317320,19.1,14.1,4.6,0.17,"",0,0,0,,0,0,,,,,,,,,9.6900,5.1300,"01/01/2020","31/12/2021"
"31100-1","Creator","3 in 1",2020,"Sports Car",,134,8.99,9.99,13.99,9.99,5702016616064,673419317337,19.1,14.1,6.1,0.22,"",0,0,0,,0,0,,,,,,,,,9.0800,6.3000,"01/01/2020","31/12/2022"
"31101-1","Creator","3 in 1",2020,"Monster Truck",,163,12.99,14.99,19.99,14.99,5702016616279,673419317344,26.2,14.1,4.8,0.25,"",0,0,0,,0,0,,,,,,,,,10.8400,5.8500,"01/01/2020","31/12/2021"
"31102-1","Creator","3 in 1",2020,"Fire Dragon",,234,17.99,19.99,24.99,19.99,5702016616286,673419317757,26.2,19.1,4.6,0.34,"",0,0,0,,0,0,,,,,,,,,17.7800,10.0000,"01/01/2020","31/12/2021"
"31103-1","Creator","3 in 1",2020,"Rocket Truck",,198,19.99,19.99,24.99,24.36,5702016616293,673419317764,26.2,19.1,6.1,0.38,"",0,0,0,,0,0,,,,,,,,,16.3900,9.0100,"01/01/2020","31/12/2020"
"31104-1","Creator","3 in 1",2020,"Monster Burger Truck",2,499,44.99,49.99,69.99,49.99,5702016616309,673419317771,38.2,26.2,7.1,0.93,"",0,0,0,,0,0,,,,,,,,,42.5500,30.4600,"01/01/2020","31/12/2021"
"31105-1","Creator","3 in 1",2020,"Townhouse Toy Store",2,554,39.99,39.99,49.99,49.99,5702016616316,673419317788,38,26,5.3,0.883,"",0,0,0,,0,0,,,,,,,,,40.5800,31.5700,"01/01/2020","31/12/2021"
"31107-1","Creator","3 in 1",2020,"Space Rover Explorer",1,510,44.99,39.99,49.99,49.99,5702016616330,673419317801,38.2,26.2,7.1,0.75,"",0,0,0,,0,0,,,,,,,,,46.5800,36.3300,"01/06/2020","31/12/2021"
"31108-1","Creator","3 in 1",2020,"Caravan Family Holiday",3,766,69.99,69.99,99.99,79.99,5702016616347,673419317818,53.5,28,7.2,1.369,"",0,0,0,,0,0,,,,,,,,,53.6000,39.7600,"01/06/2020","31/12/2022"
"31109-1","Creator","3 in 1",2020,"Pirate Ship",4,1264,114.99,119.99,149.99,129.99,5702016616354,673419317825,47.6,37.4,8.8,2.039,"",0,0,0,,0,0,,,,,,,,,80.2100,71.0200,"01/06/2020","31/12/2025"
"31197-1","Art","Miscellaneous",2020,"Andy Warhol's Marilyn Monroe",,3341,114.99,119.99,149.99,119.99,5702016677683,673419319607,41.5,40.2,5.3,1.44,"",0,0,0,,0,0,,,,,,,,,91.0300,59.9900,"01/08/2020","31/12/2021"
"31198-1","Art","Music",2020,"The Beatles",,2933,114.99,119.99,149.99,119.99,5702016677690,673419319614,41.5,40.2,5.3,1.52,"",0,0,0,,0,0,,,,,,,,,138.4200,150.0000,"01/08/2020","31/12/2021"
"31199-1","Art","Licensed",2020,"Marvel Studios Iron Man",,3167,114.99,119.99,149.99,119.99,5702016677706,673419319621,41.5,40.2,5.3,1.7,"",0,0,0,,0,0,,,,,,,,,126.6200,100.0000,"01/08/2020","31/12/2021"
"31200-1","Art","Licensed",2020,"Star Wars The Sith",,3406,114.99,119.99,149.99,119.99,5702016677713,673419319638,41.5,40.2,5.3,1.69,"",0,0,0,,0,0,,,,,,,,,115.0000,113.9000,"01/08/2020","31/12/2021"
"40355-1","Seasonal","Chinese Traditional Festival",2020,"Year of the Rat",,162,,,,,5702016371376,673419304900,13.8,12.4,4.4,0.164,"",0,0,0,,0,0,,,,,,,,,14.5300,9.5900,"",""
"40357-1","Miscellaneous","",2020,"BYGGLEK",,201,,,,14.99,,,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,7.9400,7.9900,"01/10/2020","31/12/2024"
"40370-1","Promotional","Gift with Purchase",2020,"LEGO® Trains 40th Anniversary Set",1,188,17.99,19.99,26.99,,5702016650150,,26,13.8,7.1,0.327,"",0,0,0,,0,0,,,,,,,,,32.7500,31.7100,"01/03/2020","31/12/2020"
"40371-1","Seasonal","Easter",2020,"Easter Egg",,239,11.99,12.99,16.99,12.99,5702016650167,,18.9,14,6.9,0.252,"",0,0,0,,0,0,,,,,,,,,11.8800,9.1500,"01/03/2020","31/12/2021"
"40372-1","City","Police",2020,"Police MF Accessory Set",4,42,11.99,12.99,16.99,12.99,,673419320566,15,25.1,3.1,0.078,"",0,0,0,,0,0,,,,,,,,,14.4900,9.0800,"01/01/2020","31/12/2020"
"40373-1","Collectable Minifigures","Combi-pack",2020,"Fairground Accessory Set",,51,11.99,12.99,16.99,12.99,,673419320573,15,25.2,3,0.079,"",0,0,0,,0,0,,,,,,,,,15.8600,7.0000,"01/03/2020","31/12/2021"
"40374-1","Ninjago","Rebooted",2020,"Golden Zane Accessory Set ",4,73,11.99,12.99,16.99,12.99,,673419320580,25,15,3.2,,"",0,0,0,,0,0,,,,,,,,,18.2200,,"01/03/2020","31/12/2021"
"40375-1","Xtra","Accessories",2020,"Sports Accessories",,36,3.99,3.99,4.99,3.99,,673419320597,14,17,0.7,0.022,"",0,0,0,,0,0,,,,,,,,,5.4700,,"01/01/2020","31/12/2021"
"40376-1","Xtra","Accessories",2020,"Botanical Accessories",,32,3.99,3.99,4.99,3.99,,673419320603,14,17,0.7,0.023,"",0,0,0,,0,0,,,,,,,,,5.5900,4.5000,"01/01/2020","31/12/2021"
"40377-1","BrickHeadz","Disney",2020,"Donald Duck",,90,9.99,9.99,12.99,9.99,5702016656701,673419321501,9.1,12.2,7.8,,"",0,0,0,,0,0,,,,,,,,,13.4900,11.0100,"01/02/2020","31/12/2023"
"40378-1","BrickHeadz","Disney",2020,"Goofy & Pluto",,214,13.49,14.99,19.99,14.99,5702016656718,673419321518,14.1,12.2,6.1,,"",0,0,0,,0,0,,,,,,,,,15.2300,9.7800,"01/02/2020","31/12/2023"
"40379-1","BrickHeadz","Seasonal",2020,"Valentine's Bear",,150,9.99,9.99,12.99,9.99,5702016656725,,14,12,6,0.151,"",0,0,0,,0,0,,,,,,,,,13.5100,11.2600,"01/01/2020","31/12/2021"
"40380-1","BrickHeadz","Seasonal",2020,"Easter Sheep",,192,9.99,9.99,12.99,9.99,5702016656732,,14,12,6,0.157,"",0,0,0,,0,0,,,,,,,,,13.0000,8.1800,"01/02/2020","31/12/2021"
"40381-1","BrickHeadz","Monkie Kid",2020,"Monkey King",,175,9.99,9.99,12.99,9.99,5702016656749,,9.1,12.2,7.8,,"",0,0,0,,0,0,,,,,,,,,14.4100,10.9100,"01/08/2020","31/12/2021"
