Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"261-3","System","HO 1:87 Vehicles",1963,"1:87 VW Beetle with Garage",,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"266-2","System","HO 1:87 Vehicles",1963,"1:87 Mercedes 190 SL with Garage",,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,93.9500,133.7600,"",""
"267-1","System","HO 1:87 Vehicles",1963,"1:87 VW 1500 Limousine with Garage",,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,53.4900,"",""
"268-2","System","HO 1:87 Vehicles",1963,"1:87 Ford Taunus 17M with Garage",,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,69.9900,"",""
"314-2","System","Vehicle",1963,"Large & Small Wheels & Turn-Table",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,23.7700,"",""
"315-3","System","Vehicle",1963,"European Taxi",,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,21.5500,10.9300,"",""
"316-2","System","Vehicle",1963,"Farm Tractor",,49,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,75.1400,"",""
"317-1","System","Vehicle",1963,"Truck",,125,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,329.9000,146.5100,"",""
"318-1","System","Building",1963,"Windmill Set",,153,,,,,,,26.2,10.4,5.2,,"",0,0,0,,0,0,,,,,,,,,,32.0500,"",""
"400-4","System","Supplemental",1963,"Small Wheels with Axles (System)",,12,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,6.6400,"",""
"450-2","Samsonite","Basic set",1963,"Deluxe Building Set ",,450,,10.95,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,70.0000,"",""
"605-4","Samsonite","Basic Set",1963,"Wheel Toy",,180,,,,,,,7.62,40.64,7.62,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"615-1","Samsonite","Basic Set",1963,"Samsonite Gift Set",,615,,14.95,,,,,49.53,10.16,20.32,,"",0,0,0,,0,0,,,,,,,,,,7.0600,"",""
"705-3","Samsonite","Basic Set",1963,"Medium Basic Set (tall box)",,,,4.95,,,,,7.62,40,7.62,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"711-4","System","Wooden Box Set",1963,"Wooden Storage Box Large, Empty",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"712-2","System","Wooden Box Set",1963,"Wooden Storage Box Medium with Contents",,307,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"713-1","System","Wooden Box Set",1963,"Wooden Storage Box Medium, Empty",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"905-1","Samsonite","Basic Set",1963,"Doll Set",,266,,,,,,,7.62,40.64,7.62,,"",0,0,0,,0,0,,,,,,,,,,270.0000,"",""
"1605-2","Samsonite","Basic Set",1963,"Wheel Toy Set",,189,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1905-2","Samsonite","Basic Set",1963,"Doll Set (Canister)",,277,,,,,,,9.3,34.2,9.3,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"7100-1","Samsonite","Educational",1963,"Samsonite Large Educational Set",,3250,,100,,,,,83.82,12.7,54.29,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"242_1-1","System","Supplemental",1963,"6 International Flags -1-",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"242_2-1","System","Supplemental",1963,"6 International Flags -2-",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"242_3-1","System","Supplemental",1963,"6 International Flags -3-",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"600_1-1","System","Basic Set",1963,"Basic Set",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""







